0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,chain_break_fraction,energy,num_occurrences
0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0.0,-7.964426674550444,9
1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0.0,-7.96418370007558,6
0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0.0,-7.9641125346331965,9
1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0.0,-7.963869560158331,10
1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0.0,-7.96283213745898,6
1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0.0,-7.962517997541733,1
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0.0,-7.958803653712968,9
0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0.0,-7.958489513795721,18
0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0.0,-7.956541260698583,11
1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0.0,-7.956298286223719,3
0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0.0,-7.956227120781335,17
1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0.0,-7.955984146306472,11
1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0.0,-7.954946723607119,4
1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0.0,-7.95463258368987,10
0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,-7.954426674550445,7
1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0.0,-7.95418370007558,6
0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0.0,-7.954112534633197,3
1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0.0,-7.953869560158333,5
1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0.0,-7.95283213745898,7
0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0.0,-7.9526677071837835,10
1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0.0,-7.952517997541731,2
1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0.0,-7.95242473270892,2
0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0.0,-7.952353567266536,7
1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0.0,-7.952110592791671,6
1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0.0,-7.95107317009232,4
0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0.0,-7.950918239861107,7
1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0.0,-7.950759030175073,7
0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0.0,-7.950604099943858,15
1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0.0,-7.948808178617861,2
0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0.0,-7.948803653712968,9
1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0.0,-7.948494038700613,5
0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0.0,-7.948489513795719,11
0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0.0,-7.948192655832076,6
0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0.0,-7.947878515914828,8
0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0.0,-7.947044686346308,9
0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0.0,-7.946730546429061,11
