0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,chain_break_fraction,energy,num_occurrences
0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0.0,-5.7528550156531075,25
1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0.0,-5.7528464647449296,15
1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0.0,-5.750157157946791,23
0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0.0,-5.74791471455565,13
1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0.0,-5.747906163647473,14
0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0.0,-5.746393599552438,52
1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0.0,-5.746385048644261,58
1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0.0,-5.745216856849335,11
1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0.0,-5.743695741846122,54
0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0.0,-5.742855015653108,16
0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0.0,-5.741453298454981,28
1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0.0,-5.741444747546804,26
1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0.0,-5.738755440748666,23
0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0.0,-5.73791471455565,12
0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0.0,-5.736393599552438,41
0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0.0,-5.731453298454981,26
0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0.0,-5.604494985707937,3
1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0.0,-5.60448643479976,2
1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0.0,-5.601797128001622,6
0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0.0,-5.6002070401227,1
1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0.0,-5.600198489214522,3
0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0.0,-5.598033569607268,7
1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0.0,-5.598025018699091,8
1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0.0,-5.597509182416384,1
1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0.0,-5.595335711900954,4
0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0.0,-5.594494985707938,6
0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0.0,-5.593745624022032,9
1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0.0,-5.593737073113853,3
1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0.0,-5.591047766315715,5
0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0.0,-5.588033569607268,7
0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0.0,-5.583745624022032,6
0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0.0,-5.558613857211778,4
1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0.0,-5.5586053063036,3
1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0.0,-5.555915999505462,7
0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0.0,-5.553744433338587,4
1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0.0,-5.553735882430409,4
0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0.0,-5.553673556114321,1
1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0.0,-5.553665005206144,2
1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0.0,-5.551046575632271,1
1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0.0,-5.550975698408005,3
0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0.0,-5.54975513845429,8
1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0.0,-5.549746587546111,7
0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0.0,-5.54880413224113,1
1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0.0,-5.548795581332953,1
0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0.0,-5.5486138572117785,3
0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0.0,-5.5478276914474804,1
1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0.0,-5.547819140539302,2
1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0.0,-5.547057280747974,5
1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0.0,-5.546106274534814,2
1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0.0,-5.545129833741164,5
0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0.0,-5.5448148373568324,1
1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0.0,-5.544806286448655,2
0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0.0,-5.5437444333385875,2
0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0.0,-5.543673556114321,7
0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0.0,-5.542887390350023,3
1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0.0,-5.542878839441846,6
1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0.0,-5.542116979650516,1
1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0.0,-5.540189532643707,2
0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0.0,-5.53975513845429,7
0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0.0,-5.53880413224113,1
0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0.0,-5.537827691447481,12
0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0.0,-5.537688026721203,7
1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0.0,-5.537679475813024,13
1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0.0,-5.534990169014887,6
0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0.0,-5.534814837356833,4
0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0.0,-5.53428914271516,1
