0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
1,1,0,0,1,1,0,0.0,-0.16999999999999998,18
1,0,0,0,0,1,0,0.0,-0.16999999999999998,10
1,0,0,0,1,1,0,0.0,-0.16999999999999998,21
1,1,0,0,0,1,0,0.0,-0.16999999999999998,22
1,0,0,0,0,1,1,0.0,-0.16999999999999998,21
1,0,0,0,1,1,1,0.0,-0.16999999999999998,36
0,1,0,1,0,1,0,0.0,-0.16999999999999998,20
0,1,1,1,0,0,0,0.0,-0.16999999999999998,28
1,0,1,0,1,0,0,0.0,-0.16999999999999998,20
0,0,0,1,0,1,1,0.0,-0.16999999999999998,22
0,0,1,1,0,0,1,0.0,-0.16999999999999998,29
0,1,0,1,0,1,1,0.0,-0.16999999999999998,29
0,0,0,1,1,1,1,0.0,-0.16999999999999998,20
1,1,0,0,1,1,1,0.0,-0.16999999999999998,30
1,1,0,0,0,1,1,0.0,-0.16999999999999998,25
1,1,1,0,1,0,1,0.0,-0.16999999999999998,71
0,1,0,1,1,1,0,0.0,-0.16999999999999998,19
0,0,1,1,0,0,0,0.0,-0.16999999999999998,23
1,1,1,0,1,0,0,0.0,-0.16999999999999998,40
1,0,1,0,0,0,1,0.0,-0.16999999999999998,46
0,1,1,1,1,0,0,0.0,-0.16999999999999998,34
0,0,1,1,1,0,0,0.0,-0.16999999999999998,37
0,0,0,1,0,1,0,0.0,-0.16999999999999998,8
0,1,1,1,1,0,1,0.0,-0.16999999999999998,47
0,1,1,1,0,0,1,0.0,-0.16999999999999998,50
1,1,1,0,0,0,0,0.0,-0.16999999999999998,39
0,1,0,1,1,1,1,0.0,-0.16999999999999998,39
1,0,1,0,1,0,1,0.0,-0.16999999999999998,59
1,1,1,0,0,0,1,0.0,-0.16999999999999998,46
0,0,0,1,1,1,0,0.0,-0.16999999999999998,13
0,0,1,1,1,0,1,0.0,-0.16999999999999998,45
1,0,1,0,0,0,0,0.0,-0.16999999999999998,21
0,0,1,1,1,1,1,0.0,-0.1194111662044582,1
0,1,1,1,0,1,1,0.0,-0.1194111662044582,1
1,0,1,0,1,1,1,0.0,-0.1194111662044582,3
1,1,1,0,0,1,1,0.0,-0.1194111662044582,1
0,1,1,1,1,1,1,0.0,-0.1194111662044582,1
0,0,0,1,0,0,0,0.0,-0.11,1
1,1,0,0,1,0,1,0.0,-0.11,1
1,0,0,0,0,0,1,0.0,-0.11,1
0,1,0,1,0,0,1,0.0,-0.11,1
0,1,0,1,1,0,0,0.0,-0.11,1
