0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,chain_break_fraction,energy,num_occurrences
0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0.0,-25.0849303630915,392
1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0.0,-25.059036809412262,250
0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0.0,-24.89271633509773,19
0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0.0,-24.86230787721381,29
1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0.0,-24.860380014060276,78
1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0.0,-24.839659568504523,24
0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0.0,-24.706096298279704,8
1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0.0,-24.688375101274218,4
0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0.0,-24.67009384922003,2
1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0.0,-24.641002773152536,8
0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0.0,-24.561916857730445,9
1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0.0,-24.553534493752444,73
0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0.0,-24.53218501820293,2
0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0.0,-24.527644342899926,5
1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0.0,-24.51597073359134,2
0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0.0,-24.48347381240201,1
0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0.0,-24.421020722240804,7
1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0.0,-24.41205873864231,2
1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0.0,-24.37925891813486,17
0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0.0,-24.376246501597883,21
0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0.0,-24.342539616822705,1
1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0.0,-24.330912007874744,4
1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0.0,-24.299960652413574,2
0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0.0,-24.184032473604113,1
1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0.0,-24.180602122782872,8
0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0.0,-24.17061673122711,2
1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0.0,-24.16719512366639,5
0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0.0,-24.153350953391133,1
0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0.0,-24.099417541129426,1
1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0.0,-24.099296616211277,1
0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0.0,-24.018850781909524,1
1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0.0,-24.000789148863873,1
1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0.0,-23.99624847356086,3
0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0.0,-23.968826257372413,1
1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0.0,-23.968538328314402,2
1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0.0,-23.575562671170132,1
1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0.0,-23.568021671790362,1
0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0.0,-23.543369669790998,3
1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0.0,-23.526361754591605,1
0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0.0,-23.513542996622178,1
1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0.0,-23.487396134833652,1
0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0.0,-23.48453365340192,1
1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0.0,-23.47531836169414,1
1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0.0,-23.375833697737963,1
1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0.0,-23.24848785133575,1
0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0.0,-22.359071532940597,1
