0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
1,1,0,1,0,0,0,0.0,-0.23321184122292585,11
0,1,0,1,0,0,1,0.0,-0.23321184122292585,25
0,1,0,1,0,1,1,0.0,-0.23321184122292585,39
1,1,0,1,1,1,0,0.0,-0.23321184122292585,36
1,1,0,1,1,1,1,0.0,-0.23321184122292585,33
0,1,0,1,1,1,1,0.0,-0.23321184122292585,37
0,1,0,1,1,1,0,0.0,-0.23321184122292585,33
1,1,0,1,1,0,1,0.0,-0.23321184122292585,22
1,1,0,1,1,0,0,0.0,-0.23321184122292585,30
1,1,0,1,0,1,1,0.0,-0.23321184122292585,30
1,1,0,1,0,0,1,0.0,-0.23321184122292585,23
0,1,0,1,1,0,1,0.0,-0.23321184122292585,28
0,1,0,1,0,0,0,0.0,-0.23321184122292585,21
1,1,0,1,0,1,0,0.0,-0.23321184122292585,41
0,1,0,1,0,1,0,0.0,-0.23321184122292585,37
0,1,0,1,1,0,0,0.0,-0.23321184122292585,42
0,0,1,0,0,1,1,0.0,-0.23,35
1,0,1,0,1,1,0,0.0,-0.23,34
1,0,1,0,1,0,1,0.0,-0.23,26
1,0,1,0,0,1,1,0.0,-0.23,36
0,0,1,0,1,0,0,0.0,-0.23,32
1,0,1,0,1,0,0,0.0,-0.23,29
0,0,1,0,1,0,1,0.0,-0.23,23
0,0,1,0,0,0,0,0.0,-0.23,26
0,0,1,0,1,1,1,0.0,-0.23,54
0,0,1,0,0,0,1,0.0,-0.23,22
1,0,1,0,0,1,0,0.0,-0.23,31
0,0,1,0,0,1,0,0.0,-0.23,26
0,0,1,0,1,1,0,0.0,-0.23,37
1,0,1,0,0,0,0,0.0,-0.23,27
1,0,1,0,1,1,1,0.0,-0.23,41
1,0,1,0,0,0,1,0.0,-0.23,23
0,0,1,1,0,1,1,0.0,-0.15346757051155926,1
0,0,1,1,1,1,1,0.0,-0.15346757051155926,1
0,0,1,1,1,1,0,0.0,-0.15346757051155926,1
1,0,1,1,0,1,0,0.0,-0.15346757051155926,1
1,0,1,1,0,0,1,0.0,-0.15346757051155926,1
1,1,0,0,1,1,1,0.0,-0.15,1
0,1,0,0,0,0,1,0.0,-0.15,1
0,1,0,0,1,1,0,0.0,-0.15,1
1,1,0,0,1,0,0,0.0,-0.15,1
1,1,1,0,1,1,1,0.0,-0.1271769549607546,1
