0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
1,0,1,0,1,0,1,0.0,-0.36,40
1,0,1,0,1,0,0,0.0,-0.36,46
0,0,1,0,1,0,1,0.0,-0.36,59
1,1,1,0,0,0,1,0.0,-0.36,50
1,1,1,0,0,0,0,0.0,-0.36,50
0,1,1,0,0,0,0,0.0,-0.36,84
0,1,1,0,0,0,1,0.0,-0.36,62
0,0,1,0,1,0,0,0.0,-0.36,66
1,1,0,1,0,1,1,0.0,-0.35736705972552785,45
1,0,0,1,1,1,1,0.0,-0.35736705972552785,53
0,1,0,1,0,1,1,0.0,-0.35736705972552785,68
1,1,0,1,0,1,0,0.0,-0.35736705972552785,53
0,0,0,1,1,1,1,0.0,-0.35736705972552785,66
0,0,0,1,1,1,0,0.0,-0.35736705972552785,74
1,0,0,1,1,1,0,0.0,-0.35736705972552785,63
0,1,0,1,0,1,0,0.0,-0.35736705972552785,72
0,1,1,0,1,0,0,0.0,-0.3094111662044582,2
1,1,1,0,1,0,0,0.0,-0.3094111662044582,1
1,1,1,0,1,0,1,0.0,-0.3094111662044582,1
0,1,1,0,1,0,1,0.0,-0.3094111662044582,1
0,1,0,1,1,1,0,0.0,-0.30677822592998605,3
1,1,0,1,1,1,0,0.0,-0.30677822592998605,4
1,1,0,1,1,1,1,0.0,-0.30677822592998605,2
0,1,0,1,1,1,1,0.0,-0.30677822592998605,6
0,0,1,0,0,0,0,0.0,-0.3,1
0,0,1,0,0,0,1,0.0,-0.3,1
1,0,1,0,0,0,1,0.0,-0.3,1
1,0,1,0,0,0,0,0.0,-0.3,1
0,0,0,1,0,1,1,0.0,-0.2973670597255278,1
0,0,0,1,0,1,0,0.0,-0.2973670597255278,1
1,0,0,1,0,1,0,0.0,-0.2973670597255278,3
1,0,0,1,0,1,1,0.0,-0.2973670597255278,3
1,1,1,1,0,0,1,0.0,-0.28128556741761773,2
0,0,1,1,1,0,0,0.0,-0.28128556741761773,1
1,1,1,1,0,0,0,0.0,-0.28128556741761773,1
0,0,1,1,1,0,1,0.0,-0.28128556741761773,2
0,1,1,1,0,0,1,0.0,-0.28128556741761773,1
0,1,0,0,0,1,0,0.0,-0.28,2
0,1,0,0,0,1,1,0.0,-0.28,2
1,1,0,0,0,1,0,0.0,-0.28,2
0,1,1,0,0,1,1,0.0,-0.2665740629302545,1
1,0,1,0,1,1,0,0.0,-0.2665740629302545,1
0,0,1,0,1,1,1,0.0,-0.2665740629302545,1
0,1,1,0,0,1,0,0.0,-0.2665740629302545,1
