0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,chain_break_fraction,energy,num_occurrences
1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0.0,-6.133579920084319,3
1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0.0,-6.133579920084319,4
0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0.0,-6.13230271711042,14
0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0.0,-6.13230271711042,10
1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0.0,-6.130440848536768,4
1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0.0,-6.130440848536768,4
1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0.0,-6.130037379250898,6
1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0.0,-6.130037379250898,5
0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0.0,-6.129163645562869,4
0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0.0,-6.129163645562869,6
1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0.0,-6.1290342712745005,15
1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0.0,-6.1290342712745005,19
0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0.0,-6.128760176276999,8
0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0.0,-6.128760176276999,4
0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0.0,-6.1277570683006015,27
0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0.0,-6.1277570683006015,12
1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0.0,-6.126898307703347,4
1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0.0,-6.126898307703347,1
1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0.0,-6.1258951997269495,10
1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0.0,-6.1258951997269495,9
0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0.0,-6.125621104729448,8
0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0.0,-6.125621104729448,3
1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0.0,-6.125491730441079,12
1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0.0,-6.125491730441079,22
0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0.0,-6.1246179967530505,16
0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0.0,-6.1246179967530505,17
0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0.0,-6.12421452746718,14
0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0.0,-6.12421452746718,33
1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0.0,-6.122352658893528,14
1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0.0,-6.122352658893528,14
0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0.0,-6.121075455919629,19
0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0.0,-6.121075455919629,17
