0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
1,1,0,1,1,1,0,0.0,-0.23321184122292585,42
0,1,0,1,0,1,1,0.0,-0.23321184122292585,28
0,1,0,1,0,0,0,0.0,-0.23321184122292585,25
0,1,0,1,1,1,0,0.0,-0.23321184122292585,31
1,1,0,1,1,1,1,0.0,-0.23321184122292585,53
1,1,0,1,0,0,0,0.0,-0.23321184122292585,39
1,1,0,1,1,0,1,0.0,-0.23321184122292585,42
1,1,0,1,0,1,0,0.0,-0.23321184122292585,44
1,1,0,1,0,1,1,0.0,-0.23321184122292585,55
1,1,0,1,0,0,1,0.0,-0.23321184122292585,48
0,1,0,1,1,1,1,0.0,-0.23321184122292585,34
0,1,0,1,0,0,1,0.0,-0.23321184122292585,36
1,1,0,1,1,0,0,0.0,-0.23321184122292585,57
0,1,0,1,0,1,0,0.0,-0.23321184122292585,33
0,1,0,1,1,0,0,0.0,-0.23321184122292585,33
0,1,0,1,1,0,1,0.0,-0.23321184122292585,32
1,0,1,0,0,0,0,0.0,-0.23,21
0,0,1,0,0,1,1,0.0,-0.23,21
1,0,1,0,0,1,1,0.0,-0.23,31
1,0,1,0,1,0,1,0.0,-0.23,21
1,0,1,0,1,0,0,0.0,-0.23,22
0,0,1,0,1,1,1,0.0,-0.23,27
1,0,1,0,0,1,0,0.0,-0.23,23
0,0,1,0,1,1,0,0.0,-0.23,10
1,0,1,0,1,1,1,0.0,-0.23,19
0,0,1,0,1,0,0,0.0,-0.23,12
1,0,1,0,1,1,0,0.0,-0.23,26
0,0,1,0,0,1,0,0.0,-0.23,17
1,0,1,0,0,0,1,0.0,-0.23,33
0,0,1,0,0,0,0,0.0,-0.23,23
0,0,1,0,1,0,1,0.0,-0.23,28
0,0,1,0,0,0,1,0.0,-0.23,29
0,0,1,1,0,1,0,0.0,-0.15346757051155926,1
1,0,1,1,1,1,0,0.0,-0.15346757051155926,1
1,0,1,1,1,0,1,0.0,-0.15346757051155926,1
1,1,0,0,1,1,1,0.0,-0.15,1
1,1,0,0,1,1,0,0.0,-0.15,1
