0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,chain_break_fraction,energy,num_occurrences
1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0.0,-10.525225515834958,8
1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0.0,-10.525225515834958,12
1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0.0,-10.523574113469165,6
1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0.0,-10.523574113469165,3
0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0.0,-10.522801386327473,6
0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0.0,-10.522801386327473,13
1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0.0,-10.522372010422808,9
1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0.0,-10.522372010422808,10
0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0.0,-10.52114998396168,6
0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0.0,-10.52114998396168,9
1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0.0,-10.520720608057015,7
1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0.0,-10.520720608057015,8
0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0.0,-10.519947880915323,13
0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0.0,-10.519947880915323,7
0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0.0,-10.51829647854953,8
0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0.0,-10.51829647854953,10
1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0.0,-10.512372010422808,13
1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0.0,-10.512372010422808,6
1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0.0,-10.510762997087607,6
1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0.0,-10.510762997087607,14
1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0.0,-10.510720608057015,3
1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0.0,-10.510720608057015,3
0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0.0,-10.509947880915323,9
0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0.0,-10.509947880915323,3
1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0.0,-10.509111594721814,3
1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0.0,-10.509111594721814,8
0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0.0,-10.508338867580122,18
0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0.0,-10.508338867580122,20
0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0.0,-10.50829647854953,8
0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0.0,-10.50829647854953,7
0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0.0,-10.506687465214329,13
0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0.0,-10.506687465214329,13
1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0.0,-10.498577354656735,4
1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0.0,-10.498577354656735,6
0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0.0,-10.49615322514925,5
0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0.0,-10.49615322514925,12
1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0.0,-10.495723849244586,1
1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0.0,-10.495723849244586,5
1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0.0,-10.495317226942419,3
1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.0,-10.495317226942419,8
0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0.0,-10.4932997197371,7
0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0.0,-10.4932997197371,5
0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0.0,-10.492893097434933,5
