0,1,2,3,4,5,6,7,8,chain_break_fraction,energy,num_occurrences
0,0,0,1,1,0,0,0,1,0.0,-0.74,10
1,0,1,0,0,1,1,0,0,0.0,-0.74,9
0,1,0,0,1,0,1,0,1,0.0,-0.74,5
1,1,1,0,1,0,1,0,0,0.0,-0.74,10
0,1,1,1,0,1,0,0,0,0.0,-0.74,17
1,0,1,0,1,0,1,1,0,0.0,-0.74,9
1,0,0,0,0,1,1,1,1,0.0,-0.74,11
0,0,1,0,0,1,1,1,0,0.0,-0.74,13
1,1,1,1,1,0,0,1,0,0.0,-0.74,10
1,0,1,0,0,1,1,1,0,0.0,-0.74,12
0,1,0,0,1,0,1,1,1,0.0,-0.74,13
1,0,1,1,0,1,0,1,0,0.0,-0.74,13
0,1,1,0,1,0,1,1,0,0.0,-0.74,17
1,0,0,1,1,0,0,1,1,0.0,-0.74,11
0,0,1,1,0,1,0,0,0,0.0,-0.74,10
1,0,0,1,0,1,0,0,1,0.0,-0.74,20
1,0,1,1,0,1,0,0,0,0.0,-0.74,10
0,1,1,1,1,0,0,0,0,0.0,-0.74,10
1,0,0,0,1,0,1,1,1,0.0,-0.74,9
0,0,1,0,1,0,1,0,0,0.0,-0.74,4
1,1,0,0,1,0,1,0,1,0.0,-0.74,11
0,0,0,1,1,0,0,1,1,0.0,-0.74,16
1,1,0,1,0,1,0,0,1,0.0,-0.74,29
1,0,0,1,0,1,0,1,1,0.0,-0.74,23
1,0,0,0,1,0,1,0,1,0.0,-0.74,13
0,1,1,0,0,1,1,1,0,0.0,-0.74,12
0,0,1,1,0,1,0,1,0,0.0,-0.74,20
1,1,1,0,0,1,1,1,0,0.0,-0.74,17
1,1,1,1,1,0,0,0,0,0.0,-0.74,12
0,0,0,0,1,0,1,0,1,0.0,-0.74,8
0,1,1,0,1,0,1,0,0,0.0,-0.74,5
1,0,0,1,1,0,0,0,1,0.0,-0.74,14
1,0,1,0,1,0,1,0,0,0.0,-0.74,6
1,1,0,1,1,0,0,0,1,0.0,-0.74,13
1,1,0,0,0,1,1,0,1,0.0,-0.74,22
0,0,0,0,0,1,1,0,1,0.0,-0.74,21
1,0,1,1,1,0,0,0,0,0.0,-0.74,11
1,1,1,0,0,1,1,0,0,0.0,-0.74,9
1,1,0,0,1,0,1,1,1,0.0,-0.74,17
0,0,0,1,0,1,0,0,1,0.0,-0.74,22
0,1,0,1,1,0,0,1,1,0.0,-0.74,22
0,1,0,1,0,1,0,1,1,0.0,-0.74,32
0,0,1,0,0,1,1,0,0,0.0,-0.74,6
0,0,1,1,1,0,0,0,0,0.0,-0.74,15
0,0,1,0,1,0,1,1,0,0.0,-0.74,7
0,1,0,0,0,1,1,1,1,0.0,-0.74,29
1,0,0,0,0,1,1,0,1,0.0,-0.74,12
0,1,1,0,0,1,1,0,0,0.0,-0.74,15
0,1,0,1,1,0,0,0,1,0.0,-0.74,21
0,1,1,1,1,0,0,1,0,0.0,-0.74,14
1,1,0,0,0,1,1,1,1,0.0,-0.74,24
1,1,1,1,0,1,0,1,0,0.0,-0.74,22
0,0,0,0,1,0,1,1,1,0.0,-0.74,12
0,1,0,0,0,1,1,0,1,0.0,-0.74,18
0,0,0,1,0,1,0,1,1,0.0,-0.74,19
1,1,1,0,1,0,1,1,0,0.0,-0.74,10
1,1,0,1,0,1,0,1,1,0.0,-0.74,31
0,0,1,1,1,0,0,1,0,0.0,-0.74,6
1,1,0,1,1,0,0,1,1,0.0,-0.74,22
0,1,1,1,0,1,0,1,0,0.0,-0.74,18
1,0,1,1,1,0,0,1,0,0.0,-0.74,15
1,1,1,1,0,1,0,0,0,0.0,-0.74,23
0,0,0,0,0,1,1,1,1,0.0,-0.74,15
0,1,0,1,0,1,0,0,1,0.0,-0.74,34
1,1,1,0,0,0,1,1,0,0.0,-0.6,1
0,0,1,1,0,0,0,0,0,0.0,-0.6,1
0,1,0,0,0,0,1,1,1,0.0,-0.6,1
0,1,0,1,0,0,0,1,1,0.0,-0.6,1
0,0,0,1,0,0,0,0,1,0.0,-0.6,2
1,0,0,0,0,0,1,1,1,0.0,-0.6,1
1,1,1,1,0,0,0,0,0,0.0,-0.6,1
0,0,0,0,0,0,1,0,1,0.0,-0.6,1
0,1,1,1,0,0,0,0,0,0.0,-0.6,1
1,0,1,0,0,0,1,1,0,0.0,-0.6,1
1,1,0,0,0,0,1,1,1,0.0,-0.6,4
0,0,1,1,0,0,0,1,0,0.0,-0.6,3
1,1,0,0,0,0,1,0,1,0.0,-0.6,2
1,1,0,1,1,1,0,1,1,0.0,-0.5917711661684346,1
0,0,1,1,1,1,0,1,0,0.0,-0.5917711661684346,1
0,1,1,0,1,1,1,0,0,0.0,-0.5917711661684346,1
0,0,0,1,1,1,0,1,1,0.0,-0.5917711661684346,1
0,0,0,0,1,1,1,0,1,0.0,-0.5917711661684346,1
1,1,0,1,1,1,0,0,1,0.0,-0.5917711661684346,2
1,1,0,0,1,1,1,0,1,0.0,-0.5917711661684346,1
1,1,1,0,1,1,1,0,0,0.0,-0.5917711661684346,1
1,1,0,0,0,1,1,0,0,0.0,-0.51,1
1,1,0,1,1,0,0,1,0,0.0,-0.51,1
1,0,1,0,1,0,1,1,1,0.0,-0.507227375988696,1
1,1,1,0,0,1,1,1,1,0.0,-0.507227375988696,1
1,0,1,1,0,1,0,1,1,0.0,-0.507227375988696,1
