0,1,2,3,4,5,6,7,8,9,10,chain_break_fraction,energy,num_occurrences
1,1,0,0,0,0,0,0,0,1,1,0.0,-1.65,19
0,1,0,0,0,0,0,0,1,1,1,0.0,-1.65,23
1,1,0,0,0,0,1,0,0,1,1,0.0,-1.65,18
1,1,0,1,0,0,0,0,0,1,0,0.0,-1.65,34
0,1,0,1,0,0,0,0,1,1,0,0.0,-1.65,33
0,1,0,1,0,0,1,0,1,1,0,0.0,-1.65,24
0,1,0,0,0,0,1,0,1,1,1,0.0,-1.65,16
1,1,0,1,0,0,1,0,0,1,0,0.0,-1.65,13
0,0,1,1,1,0,1,0,1,1,0,0.0,-1.6456400760059338,21
1,0,1,1,1,0,1,0,0,1,0,0.0,-1.6456400760059338,33
0,0,1,0,1,0,0,0,1,1,1,0.0,-1.6456400760059338,40
1,0,1,0,1,0,0,0,0,1,1,0.0,-1.6456400760059338,38
0,0,1,0,1,0,1,0,1,1,1,0.0,-1.6456400760059338,31
0,0,1,1,1,0,0,0,1,1,0,0.0,-1.6456400760059338,43
1,0,1,1,1,0,0,0,0,1,0,0.0,-1.6456400760059338,37
1,0,1,0,1,0,1,0,0,1,1,0.0,-1.6456400760059338,32
0,1,0,0,0,1,0,1,1,0,1,0.0,-1.6421485820900492,29
0,1,0,1,0,1,1,1,1,0,0,0.0,-1.6421485820900492,20
1,1,0,1,0,1,0,1,0,0,0,0.0,-1.6421485820900492,27
1,1,0,0,0,1,1,1,0,0,1,0.0,-1.6421485820900492,19
1,1,0,1,0,1,1,1,0,0,0,0.0,-1.6421485820900492,13
0,1,0,0,0,1,1,1,1,0,1,0.0,-1.6421485820900492,23
0,1,0,1,0,1,0,1,1,0,0,0.0,-1.6421485820900492,34
1,1,0,0,0,1,0,1,0,0,1,0.0,-1.6421485820900492,21
1,0,1,1,1,1,1,1,0,0,0,0.0,-1.6377886580959826,21
0,0,1,1,1,1,0,1,1,0,0,0.0,-1.6377886580959826,46
0,0,1,1,1,1,1,1,1,0,0,0.0,-1.6377886580959826,32
0,0,1,0,1,1,1,1,1,0,1,0.0,-1.6377886580959826,29
1,0,1,1,1,1,0,1,0,0,0,0.0,-1.6377886580959826,35
1,0,1,0,1,1,1,1,0,0,1,0.0,-1.6377886580959826,24
1,0,1,0,1,1,0,1,0,0,1,0.0,-1.6377886580959826,35
0,0,1,0,1,1,0,1,1,0,1,0.0,-1.6377886580959826,50
0,0,0,0,1,0,1,0,1,1,1,0.0,-1.58,2
1,0,0,0,1,0,1,0,0,1,1,0.0,-1.58,1
1,0,0,1,1,0,0,0,0,1,0,0.0,-1.58,4
1,0,0,0,1,0,0,0,0,1,1,0.0,-1.58,5
0,0,0,1,1,0,1,0,1,1,0,0.0,-1.58,1
0,0,0,0,1,0,0,0,1,1,1,0.0,-1.58,4
0,0,0,1,1,0,0,0,1,1,0,0.0,-1.58,3
0,1,1,0,0,0,0,0,1,1,1,0.0,-1.578236918977932,1
0,1,1,1,0,0,0,0,1,1,0,0.0,-1.578236918977932,3
1,1,1,0,0,0,0,0,0,1,1,0.0,-1.578236918977932,4
1,1,1,1,0,0,1,0,0,1,0,0.0,-1.578236918977932,4
1,1,1,0,0,0,1,0,0,1,1,0.0,-1.578236918977932,1
1,1,1,1,0,0,0,0,0,1,0,0.0,-1.578236918977932,2
0,1,1,0,0,0,1,0,1,1,1,0.0,-1.578236918977932,4
1,0,0,0,1,1,0,1,0,0,1,0.0,-1.572148582090049,5
0,0,0,0,1,1,0,1,1,0,1,0.0,-1.572148582090049,2
0,0,0,0,1,1,1,1,1,0,1,0.0,-1.572148582090049,3
0,0,0,1,1,1,0,1,1,0,0,0.0,-1.572148582090049,1
1,0,0,0,1,1,1,1,0,0,1,0.0,-1.572148582090049,2
0,0,0,1,1,1,1,1,1,0,0,0.0,-1.572148582090049,4
1,0,0,1,1,1,0,1,0,0,0,0.0,-1.572148582090049,2
1,0,0,1,1,1,1,1,0,0,0,0.0,-1.572148582090049,3
0,1,1,1,0,1,1,1,1,0,0,0.0,-1.5703855010679808,2
1,1,1,1,0,1,0,1,0,0,0,0.0,-1.5703855010679808,1
0,1,1,0,0,1,1,1,1,0,1,0.0,-1.5703855010679808,2
0,1,1,0,0,1,0,1,1,0,1,0.0,-1.5703855010679808,3
1,1,1,0,0,1,0,1,0,0,1,0.0,-1.5703855010679808,2
0,1,1,1,0,1,0,1,1,0,0,0.0,-1.5703855010679808,5
1,1,1,0,0,1,1,1,0,0,1,0.0,-1.5703855010679808,1
1,1,1,1,0,1,1,1,0,0,0,0.0,-1.5703855010679808,3
1,0,1,1,0,0,0,0,0,1,0,0.0,-1.47,1
1,0,1,1,1,0,0,1,0,1,0,0.0,-1.4037687469287201,1
1,0,1,0,1,0,1,0,0,1,0,0.0,-1.3956400760059338,1
0,0,1,0,1,0,0,0,1,1,0,0.0,-1.3956400760059338,1
1,1,0,0,0,0,1,1,0,0,1,0.0,-1.3900000000000001,1
1,0,1,1,1,0,1,1,0,0,0,0.0,-1.3856400760059335,1
0,1,1,1,0,0,0,0,1,1,1,0.0,-1.3280140377811294,1
