0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
1,1,1,1,0,1,0.0,-256.01,640
0,0,0,0,1,0,0.0,-256.01,753
1,0,0,0,1,0,0.0,-240.82,138
0,1,1,1,0,1,0.0,-240.82,171
1,0,1,1,0,1,0.0,-232.92000000000002,65
0,1,0,0,1,0,0.0,-232.92,156
0,1,0,1,1,0,0.0,-219.01,42
1,0,1,0,0,1,0.0,-219.01,19
0,1,0,1,1,1,0.0,-203.19,6
1,0,1,0,0,0,0.0,-203.19,5
1,0,0,0,0,0,0.0,-184.81,1
0,1,1,1,1,1,0.0,-184.80999999999995,2
0,0,1,1,0,1,0.0,-172.81,1
1,1,0,0,1,0,0.0,-172.81,1
