0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,chain_break_fraction,energy,num_occurrences
0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0.0,-1438.78,478
1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0.0,-1438.7799999999997,317
1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0.0,-1422.1500000000003,182
0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0.0,-1422.15,379
1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0.0,-1418.8799999999999,139
0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0.0,-1418.8799999999999,228
0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0.0,-1391.95,22
1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0.0,-1391.9499999999998,21
0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0.0,-1378.28,31
1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0.0,-1378.2800000000002,40
0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0.0,-1375.3200000000002,18
1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0.0,-1375.3200000000004,3
0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0.0,-1372.05,13
1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0.0,-1372.0499999999995,6
0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0.0,-1355.56,8
1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0.0,-1355.56,2
1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0.0,-1348.5900000000001,5
0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0.0,-1348.59,6
1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0.0,-1336.1700000000003,1
0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0.0,-1336.17,5
1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0.0,-1331.4499999999998,3
0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0.0,-1324.16,12
1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0.0,-1324.1600000000005,15
0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0.0,-1323.5300000000002,12
1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0.0,-1323.5300000000004,4
0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0.05,-1378.28,1
1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0.0,-1302.56,5
0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0.0,-1302.5600000000004,2
0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0.0,-1301.76,1
0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0.0,-1301.1699999999998,1
1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0.0,-1301.17,4
0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0.0,-1298.69,1
1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.0,-1298.6900000000005,3
0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0.0,-1295.1500000000003,2
1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0.0,-1295.1499999999999,1
0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0.0,-1277.0200000000004,1
1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0.0,-1275.6700000000003,1
1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0.05,-1438.7799999999997,1
0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0.0,-1270.8999999999999,1
1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0.0,-1270.8999999999999,1
1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0.0,-1270.6000000000001,1
0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0.0,-1264.5300000000004,1
0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0.0,-1261.18,1
1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.0,-1261.18,1
1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0.0,-1246.5900000000001,2
1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0.0,-1230.18,1
0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0.0,-1230.1800000000003,1
0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0.0,-1219.3,1
0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0.0,-1204.1900000000003,1
0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0.05,-1169.0,1
1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0.0,-1176.1100000000001,2
0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0.0,-1173.8900000000003,1
0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0.0,-1172.4700000000003,1
0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0.0,-1156.19,1
1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0.0,-1152.7900000000002,1
1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0.0,-1141.02,1
1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0.0,-1136.39,1
0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0.0,-1123.3699999999997,1
0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0.0,-1114.5599999999997,1
1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0.0,-1105.1299999999999,1
1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0.0,-1096.1400000000003,1
1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0.0,-1077.5099999999998,1
