0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,chain_break_fraction,energy,num_occurrences
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0.0,-1603.02,252
0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0.0,-1603.02,359
1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0.0,-1588.82,237
0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0.0,-1588.82,128
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0.0,-1573.09,40
0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0.0,-1573.09,169
1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0.0,-1567.9899999999998,60
0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0.0,-1567.99,155
1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0.0,-1553.7899999999997,45
0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0.0,-1553.7899999999997,65
1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0.0,-1551.41,16
0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0.0,-1551.41,49
1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0.0,-1545.69,13
0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0.0,-1545.6900000000003,82
1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0.0,-1538.06,8
0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0.0,-1538.06,62
1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0.0,-1537.21,15
0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0.0,-1537.21,16
1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0.0,-1521.48,3
0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0.0,-1521.48,28
1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0.0,-1521.26,11
0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0.0,-1521.2599999999998,3
1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0.0,-1515.7099999999996,4
0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0.0,-1515.7100000000003,9
1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0.0,-1507.06,2
0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0.0,-1507.0599999999997,3
1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0.0,-1505.12,11
0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0.0,-1505.1200000000001,5
0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0.0,-1497.2100000000003,9
0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0.0,-1495.9199999999998,2
1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0.0,-1495.5499999999997,1
0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0.0,-1495.5500000000002,3
0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0.0,-1490.9200000000003,2
1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0.0,-1490.9199999999998,8
1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0.0,-1490.18,9
0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0.0,-1490.1800000000003,2
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0.0,-1489.32,1
0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0.0,-1489.32,3
1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0.0,-1488.3099999999995,1
0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0.0,-1488.3100000000002,4
1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0.0,-1486.2299999999998,1
0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0.0,-1486.2299999999998,2
0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0.0,-1484.24,1
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0.0,-1484.2400000000002,1
0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0.0,-1479.68,3
1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0.0,-1479.6799999999998,2
0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0.0,-1476.7299999999998,1
1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0.0,-1476.7299999999998,1
0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0.0,-1475.19,4
0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0.0,-1475.12,4
0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0.0,-1472.0299999999995,1
1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0.0,-1472.0299999999997,2
1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0.0,-1470.8900000000003,3
