0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,chain_break_fraction,energy,num_occurrences
0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0.0,-1579.02,527
1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0.0,-1579.0200000000002,905
0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0.0,-1516.91,64
1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0.0,-1516.91,51
0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0.0,-1504.3500000000006,46
1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0.0,-1504.35,77
0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0.0,-1493.8300000000004,25
1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0.0,-1493.8300000000002,46
0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0.0,-1492.51,48
1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0.0,-1492.5100000000002,89
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0.0,-1435.99,9
0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0.0,-1435.99,4
1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0.0,-1433.5700000000002,3
1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0.0,-1431.72,5
0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0.0,-1431.7200000000005,6
0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0.0,-1430.4,5
1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0.0,-1430.4,6
1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0.0,-1423.5199999999998,3
0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0.0,-1423.5200000000007,8
0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0.0,-1423.5100000000004,2
1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0.0,-1423.51,1
1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0.0,-1421.8600000000001,2
0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0.0,-1421.8600000000001,1
1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0.0,-1409.5300000000002,3
0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0.0,-1409.5300000000002,3
0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0.0,-1407.3200000000002,3
1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0.0,-1407.3200000000002,9
0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0.0,-1404.5400000000002,1
1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0.0,-1404.5400000000002,1
1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0.0,-1396.36,1
0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0.0,-1396.36,5
1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0.0,-1390.16,3
0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0.0,-1384.8100000000002,1
0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0.0,-1378.44,1
0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0.0,-1376.8600000000006,1
1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0.0,-1376.86,2
1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0.0,-1372.21,2
1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0.0,-1371.46,1
0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0.0,-1369.6000000000001,1
1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0.0,-1349.48,1
1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0.0,-1345.21,2
0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0.0,-1344.5099999999998,2
1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.0,-1344.51,1
0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0.0,-1338.1399999999999,1
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0.0,-1337.32,1
0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0.0,-1317.0499999999997,1
0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0.0,-1296.7800000000002,3
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0.0,-1291.3300000000002,1
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0.0,-1286.7,1
0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0.0,-1286.7000000000003,1
1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0.0,-1284.73,1
0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0.0,-1269.6000000000001,2
