0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,chain_break_fraction,energy,num_occurrences
1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,-847.35,393
0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0.0,-847.3499999999999,758
0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0.0,-841.1200000000001,379
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,-841.12,266
1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0.0,-789.92,8
0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0.0,-789.92,5
0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0.0,-764.0800000000002,25
1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.0,-764.0799999999999,12
0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0.0,-748.73,10
1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0.0,-748.73,39
1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0.0,-747.89,4
0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0.0,-747.89,3
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.0,-745.9000000000001,14
1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0.0,-745.9000000000001,13
0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0.0,-726.7999999999998,6
1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0.0,-726.8,3
0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0.0,-720.57,1
1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0.0,-720.5699999999999,2
0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0.0,-718.19,1
1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0.0,-718.19,9
0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0.0,-716.99,8
1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0.0,-716.9899999999998,3
1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0.0625,-694.4200000000001,4
0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0.0625,-694.4200000000001,5
0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0.0,-713.1100000000001,2
1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.0,-702.6299999999999,1
0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0.0,-702.6300000000001,4
0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0.0,-698.3899999999999,1
1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0.0,-691.2,1
0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0.0,-686.45,1
0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0.0,-683.26,2
0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0.0,-679.2,3
1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0.0,-679.2,2
1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0.0,-673.3199999999999,1
0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0.0,-670.52,3
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0,-665.0899999999999,1
0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0.0,-662.72,1
1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0.0,-636.81,1
0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0.0,-614.0100000000001,1
0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0.0625,-847.3499999999999,1
1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0.0,-570.95,2
0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0.0625,-421.2599999999999,1
