0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,chain_break_fraction,energy,num_occurrences
1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0.0,-954.7399999999999,960
0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0.0,-954.7400000000004,331
0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0.0,-925.7499999999999,36
1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0.0,-925.75,143
1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0.0,-919.5400000000002,83
0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0.0,-919.5400000000002,41
0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0.0,-919.1200000000001,36
1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0.0,-919.1200000000001,117
0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0.0,-905.6600000000002,25
1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0.0,-905.66,60
1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0.0,-892.6199999999999,47
0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0.0,-892.6200000000002,32
0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0.0,-879.0200000000003,4
1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0.0,-879.02,3
0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0.0,-876.67,6
1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0.0,-876.67,8
0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0.0,-843.5400000000003,1
0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0.0,-842.0100000000001,2
1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0.0,-842.01,4
0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0.0,-839.56,3
1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0.0,-839.5600000000001,4
0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0.0,-839.1400000000001,2
1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0.0,-839.14,5
1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0.0,-835.2800000000002,1
0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0.0,-820.34,2
1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0.0,-820.3400000000001,2
1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0.0,-818.9200000000001,1
0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0.0,-818.0199999999999,1
1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0.0,-818.02,1
1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0.0,-817.8100000000001,1
0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0.0,-817.8100000000002,2
1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0.0,-816.8999999999999,2
0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0.0,-813.01,1
1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0.0,-803.8300000000002,1
1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0.0,-799.0400000000001,3
0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0.0,-799.0400000000001,3
0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0.0,-797.2299999999999,1
1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0.0,-789.3400000000001,1
0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0.0,-787.5400000000003,1
1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0.0,-787.54,4
1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0.0,-767.07,1
0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0.0,-766.6899999999999,1
1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0.0,-766.2700000000001,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,-765.66,1
1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0.0,-765.46,1
1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0.0,-757.5600000000002,1
1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0.0,-737.0400000000001,1
1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0.0,-725.3599999999999,1
0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0.0,-718.61,1
1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0.0,-718.41,1
0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0.0,-717.1100000000002,1
0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0.0,-694.4100000000002,1
0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0.0,-685.2100000000002,1
1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0.0,-682.1600000000001,1
0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0.0,-682.1599999999999,1
1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0.0,-678.58,1
1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0.058823529411764705,-905.66,1
1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0.0,-613.3400000000001,1
1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0.058823529411764705,-789.5,1
