qpu_sampling_time,qpu_anneal_time_per_sample,qpu_readout_time_per_sample,qpu_access_time,qpu_access_overhead_time,qpu_programming_time,qpu_delay_time_per_sample,post_processing_overhead_time,total_post_processing_time,problem_formulation_time,connection_time,embedding_time,response_time,sample_fetch_time,n,sparsity
111,251640.0,20.0,85.24,267401.16,1385.84,15761.16,20.58,25.0,25.0,0.005617380142211914,2.1528022289276123,0.03490900993347168,0.060039520263671875,0.0,52,1.0
111,330840.0,20.0,124.84,346769.56,1584.44,15929.56,20.58,714.0,714.0,0.07065248489379883,2.1849594116210938,0.04028630256652832,9.318559408187866,0.0,53,0.0
111,357040.0,20.0,137.94,372799.56,5164.44,15759.56,20.58,1.0,1.0,0.0347135066986084,2.1776742935180664,0.03592348098754883,10.08115530014038,0.0,53,0.5
111,226040.0,20.0,72.44,241800.76,1688.24,15760.76,20.58,1.0,1.0,0.005569934844970703,1.9182093143463135,0.0339818000793457,0.060959815979003906,0.0,53,1.0
111,246320.0,20.0,82.58,262081.96,3527.04,15761.96,20.58,36.0,36.0,0.07333922386169434,2.2858333587646484,0.034707069396972656,5.174878835678101,0.0,54,0.0
111,412040.0,20.0,165.44,427799.56,4579.44,15759.56,20.58,36.0,36.0,0.05923271179199219,2.0710067749023438,0.03876614570617676,5.394089937210083,0.0,54,0.5
111,244840.0,20.0,81.84,260600.76,3446.24,15760.76,20.58,45.0,45.0,0.005477190017700195,2.3189549446105957,0.04585075378417969,0.06456851959228516,0.009315252304077148,54,1.0
111,262600.0,20.0,90.72,278527.16,10329.84,15927.16,20.58,880.0,880.0,0.08006668090820312,2.2152750492095947,0.04094290733337402,18.169057607650757,0.0016396045684814453,55,0.0
111,339920.0,20.0,129.38,355681.16,3552.84,15761.16,20.58,20.0,20.0,0.03889298439025879,2.059765338897705,0.03778266906738281,11.267207622528076,0.0,55,0.5
111,295840.0,20.0,107.34,311599.16,1977.84,15759.16,20.58,1.0,1.0,0.009512901306152344,1.9498114585876465,0.04027605056762695,0.05997920036315918,0.0,55,1.0
111,358160.0,20.0,138.5,373918.76,5081.24,15758.76,20.58,1.0,1.0,0.09161090850830078,2.388448476791382,0.03469204902648926,13.80216121673584,0.0,56,0.0
111,266200.0,20.0,92.52,281960.76,3571.24,15760.76,20.58,25.0,25.0,0.040142059326171875,2.069851875305176,0.05009150505065918,5.729773044586182,0.0,56,0.5
111,214000.0,20.0,66.42,229760.76,1960.24,15760.76,20.58,736.0,736.0,0.005130290985107422,2.0649940967559814,0.04465436935424805,0.06009411811828613,0.0,56,1.0
111,420840.0,20.0,169.84,436601.96,5040.04,15761.96,20.58,1.0,1.0,0.08830785751342773,1.980259895324707,0.03972125053405762,6.4736809730529785,0.0,57,0.0
111,348320.0,20.0,133.58,364080.36,4534.64,15760.36,20.58,30.0,30.0,0.05269169807434082,2.6707847118377686,0.03436398506164551,5.502185583114624,0.00095367431640625,57,0.5
111,264160.0,20.0,91.5,279919.96,2014.04,15759.96,20.58,16.0,16.0,0.0065386295318603516,2.2211050987243652,0.08589506149291992,0.1536569595336914,0.0010027885437011719,57,1.0
111,283800.0,20.0,101.32,299563.16,3742.84,15763.16,20.58,1.0,1.0,0.27287888526916504,2.1698989868164062,0.09536337852478027,53.960296392440796,0.0016355514526367188,58,0.0
111,228440.0,20.0,73.64,244202.76,3419.24,15762.76,20.58,71.0,71.0,0.14134764671325684,2.252765655517578,0.0881807804107666,36.4287965297699,0.0011005401611328125,58,0.5
111,256040.0,20.0,87.44,271800.76,1863.24,15760.76,20.58,35.0,35.0,0.02613520622253418,2.5324878692626953,0.09725069999694824,0.1628401279449463,0.0019936561584472656,58,1.0
111,292600.0,20.0,105.72,308361.56,4842.44,15761.56,20.58,32.0,32.0,0.28182411193847656,3.5512332916259766,0.09668183326721191,53.851956367492676,0.0016884803771972656,59,0.0
111,293200.0,20.0,106.02,308965.16,4599.84,15765.16,20.58,592.0,592.0,0.15073466300964355,2.126263380050659,0.08699631690979004,31.04677677154541,0.0019941329956054688,59,0.5
111,236520.0,20.0,77.68,252280.36,1804.64,15760.36,20.58,1.0,1.0,0.0184628963470459,2.2659997940063477,0.09047222137451172,0.1625196933746338,0.0020003318786621094,59,1.0
111,320480.0,20.0,119.66,336408.76,10965.24,15928.76,20.58,55.0,55.0,0.2986762523651123,2.289306402206421,0.09357404708862305,24.44174313545227,0.001001119613647461,60,0.0
111,277120.0,20.0,97.98,292881.16,3661.84,15761.16,20.58,546.0,546.0,0.15808510780334473,2.332429885864258,0.09903478622436523,28.93298101425171,0.0019502639770507812,60,0.5
111,256680.0,20.0,87.76,272440.36,2069.64,15760.36,20.58,1.0,1.0,0.023413658142089844,2.3336946964263916,0.0923919677734375,0.16873836517333984,0.003003358840942383,60,1.0
111,268280.0,20.0,93.56,284040.76,4146.24,15760.76,20.58,114.0,114.0,0.30646538734436035,4.25110125541687,0.09657740592956543,24.644876956939697,0.0009942054748535156,61,0.0
111,448160.0,20.0,183.5,463925.16,4421.84,15765.16,20.58,1.0,1.0,0.16640448570251465,2.1854019165039062,0.09641242027282715,26.981722831726074,0.0019860267639160156,61,0.5
111,206960.0,20.0,62.9,222887.56,8896.44,15927.56,20.58,83.0,83.0,0.025248050689697266,2.381213426589966,0.1018819808959961,0.17061924934387207,0.0027375221252441406,61,1.0
111,323120.0,20.0,120.98,339046.36,2368.64,15926.36,20.58,1.0,1.0,0.32236194610595703,2.3166773319244385,0.09771394729614258,37.54184651374817,0.0018966197967529297,62,0.0
111,363880.0,20.0,141.36,379642.36,4585.64,15762.36,20.58,40.0,40.0,0.21535944938659668,2.1854944229125977,0.09506678581237793,39.46267771720886,0.0019998550415039062,62,0.5
111,272360.0,20.0,95.6,288119.96,1648.04,15759.96,20.58,649.0,649.0,0.01854085922241211,2.334415912628174,0.10038185119628906,0.1819612979888916,0.0019884109497070312,62,1.0
111,404440.0,20.0,161.64,420204.36,5523.64,15764.36,20.58,13.0,13.0,0.40304017066955566,2.4508612155914307,0.10362887382507324,37.468512773513794,0.0020227432250976562,63,0.0
111,285160.0,20.0,102.0,300923.96,3263.04,15763.96,20.58,174.0,174.0,0.18003058433532715,4.7935779094696045,0.09673833847045898,70.71909976005554,0.0014224052429199219,63,0.5
111,305360.0,20.0,112.1,321120.36,2287.64,15760.36,20.58,1.0,1.0,0.023616790771484375,2.3130109310150146,0.11030030250549316,0.1818065643310547,0.0010039806365966797,63,1.0
111,423000.0,20.0,170.92,438763.56,3586.44,15763.56,20.58,78.0,78.0,0.36712217330932617,2.2494189739227295,0.10589241981506348,27.10904288291931,0.0021209716796875,64,0.0
111,323520.0,20.0,121.18,339449.96,13794.04,15929.96,20.58,640.0,640.0,0.22114968299865723,2.46956467628479,0.10773849487304688,38.942333698272705,0.0020017623901367188,64,0.5
111,184360.0,20.0,51.6,200287.96,1290.04,15927.96,20.58,871.0,871.0,0.030396699905395508,2.328512191772461,0.09994220733642578,0.18513917922973633,0.0020003318786621094,64,1.0
111,435160.0,20.0,177.0,450922.36,6087.64,15762.36,20.58,669.0,669.0,0.3913605213165283,2.132399797439575,0.09862446784973145,40.87751865386963,0.0019960403442382812,65,0.0
111,317280.0,20.0,118.06,333207.16,11544.84,15927.16,20.58,13.0,13.0,0.18499135971069336,2.326660633087158,0.10470080375671387,42.32438325881958,0.0019996166229248047,65,0.5
111,319520.0,20.0,119.18,335281.56,2372.44,15761.56,20.58,56.0,56.0,0.019542455673217773,2.547945499420166,0.10218524932861328,0.19805121421813965,0.0020003318786621094,65,1.0
111,304760.0,20.0,111.8,320522.36,4865.64,15762.36,20.58,23.0,23.0,0.4152669906616211,2.427473306655884,0.1055746078491211,108.8859920501709,0.0010008811950683594,66,0.0
111,348880.0,20.0,133.86,364640.36,5788.64,15760.36,20.58,12.0,12.0,0.18651914596557617,5.226287126541138,0.1025235652923584,26.441570043563843,0.001989126205444336,66,0.5
111,243960.0,20.0,81.4,259887.56,1602.44,15927.56,20.58,105.0,105.0,0.023133277893066406,2.25380539894104,0.10039973258972168,0.19586777687072754,0.0020182132720947266,66,1.0
111,436880.0,20.0,177.86,452641.16,6620.84,15761.16,20.58,1.0,1.0,0.3912508487701416,2.2057042121887207,0.10564041137695312,85.31818771362305,0.0020003318786621094,67,0.0
111,315040.0,20.0,116.94,330969.56,3030.44,15929.56,20.58,12.0,12.0,0.2535228729248047,2.208462953567505,0.10599827766418457,51.725082874298096,0.0020515918731689453,67,0.5
111,314440.0,20.0,116.64,330200.36,3186.64,15760.36,20.58,1.0,1.0,0.02003645896911621,2.2255468368530273,0.10805749893188477,0.19673442840576172,0.0015230178833007812,67,1.0
111,299000.0,20.0,108.92,314763.16,4591.84,15763.16,20.58,56.0,56.0,0.3962821960449219,2.6194369792938232,0.11194443702697754,33.73156023025513,0.001825571060180664,68,0.0
111,319920.0,20.0,119.38,335849.56,2367.44,15929.56,20.58,14.0,14.0,0.20709490776062012,2.4526586532592773,0.10250520706176758,72.88045763969421,0.0010020732879638672,68,0.5
111,308240.0,20.0,113.54,324000.76,2033.24,15760.76,20.58,41.0,41.0,0.027586936950683594,2.5635201930999756,0.10602974891662598,0.21358370780944824,0.0018260478973388672,68,1.0
111,348120.0,20.0,133.48,363880.76,4407.24,15760.76,20.58,77.0,77.0,0.4432356357574463,2.3456854820251465,0.10980057716369629,60.49102997779846,0.0019986629486083984,69,0.0
111,273440.0,20.0,96.14,289368.36,16224.64,15928.36,20.58,14.0,14.0,0.26170945167541504,2.2336227893829346,0.10390806198120117,73.67238306999207,0.0019867420196533203,69,0.5
111,313200.0,20.0,116.02,328959.56,2620.44,15759.56,20.58,664.0,664.0,0.020132064819335938,2.3792381286621094,0.10652327537536621,0.20616555213928223,0.001988649368286133,69,1.0
111,459240.0,20.0,189.04,475005.16,6950.84,15765.16,20.58,29.0,29.0,0.4047431945800781,6.077278137207031,0.11179208755493164,24.920163869857788,0.0017006397247314453,70,0.0
111,262400.0,20.0,90.62,278162.76,5816.24,15762.76,20.58,27.0,27.0,0.2182605266571045,2.409127950668335,0.1157679557800293,36.36340808868408,0.00099945068359375,70,0.5
111,232880.0,20.0,75.86,248639.56,2701.44,15759.56,20.58,1.0,1.0,0.03340554237365723,2.316365957260132,0.10458540916442871,0.1835618019104004,0.0010929107666015625,70,1.0
111,368120.0,20.0,143.48,384049.56,9040.44,15929.56,20.58,45.0,45.0,0.4314610958099365,2.2165369987487793,0.11041951179504395,36.98061180114746,0.0009968280792236328,71,0.0
111,426560.0,20.0,172.7,442319.56,8075.44,15759.56,20.58,754.0,754.0,0.28090763092041016,2.307586431503296,0.10684847831726074,59.427597522735596,0.001977682113647461,71,0.5
111,216560.0,20.0,67.7,232487.56,6789.44,15927.56,20.58,38.0,38.0,0.021379470825195312,2.4783055782318115,0.10701441764831543,0.21438145637512207,0.001604318618774414,71,1.0
111,380760.0,20.0,149.8,396521.56,6520.44,15761.56,20.58,20.0,20.0,0.4470252990722656,2.426823854446411,0.11469030380249023,60.750067949295044,0.0010170936584472656,72,0.0
111,238840.0,20.0,78.84,254767.16,2358.84,15927.16,20.58,41.0,41.0,0.0864267349243164,1.9528510570526123,0.0462031364440918,25.561710357666016,0.0009355545043945312,72,0.5
111,200640.0,20.0,59.74,216399.96,1973.04,15759.96,20.58,16.0,16.0,0.007997751235961914,2.188265323638916,0.05646181106567383,0.10171890258789062,0.0010006427764892578,72,1.0
111,475480.0,20.0,197.16,491247.16,7615.84,15767.16,20.58,25.0,25.0,0.13911724090576172,2.339372396469116,0.05609583854675293,36.02105665206909,0.0010020732879638672,73,0.0
111,236280.0,20.0,77.56,252206.76,17907.24,15926.76,20.58,43.0,43.0,0.07304143905639648,2.0220229625701904,0.05261039733886719,12.911623239517212,0.0010018348693847656,73,0.5
111,317680.0,20.0,118.26,333440.76,3110.24,15760.76,20.58,1.0,1.0,0.0075109004974365234,2.1539409160614014,0.05544543266296387,0.09099721908569336,0.0,73,1.0
111,428080.0,20.0,173.46,443842.76,6789.24,15762.76,20.58,671.0,671.0,0.14173030853271484,2.3137996196746826,0.04706144332885742,43.888978481292725,0.0010018348693847656,74,0.0
111,284280.0,20.0,101.56,300204.36,3085.64,15924.36,20.58,50.0,50.0,0.09155702590942383,4.408705472946167,0.05051255226135254,17.418051958084106,0.0010101795196533203,74,0.5
111,326200.0,20.0,122.52,341960.36,2161.64,15760.36,20.58,75.0,75.0,0.0077631473541259766,2.226184606552124,0.05200958251953125,0.08865046501159668,0.0009982585906982422,74,1.0
111,396200.0,20.0,157.52,411963.16,7157.84,15763.16,20.58,1.0,1.0,0.2608516216278076,2.1285641193389893,0.05453991889953613,25.890953302383423,0.0009965896606445312,75,0.0
111,222320.0,20.0,70.58,238242.36,1291.64,15922.36,20.58,18.0,18.0,0.07700157165527344,2.1504478454589844,0.05500054359436035,18.856833696365356,0.001003265380859375,75,0.5
111,381600.0,20.0,150.22,397361.96,2427.04,15761.96,20.58,32.0,32.0,0.007022857666015625,2.1937663555145264,0.049642324447631836,0.08858275413513184,0.0009827613830566406,75,1.0
111,485440.0,20.0,202.14,501202.76,7965.24,15762.76,20.58,182.0,182.0,0.15560245513916016,2.0455403327941895,0.050894737243652344,23.09837508201599,0.0010831356048583984,76,0.0
111,365120.0,20.0,141.98,381045.16,3990.84,15925.16,20.58,7.0,7.0,0.08814859390258789,2.105872392654419,0.05438637733459473,21.64464783668518,0.00014328956604003906,76,0.5
111,196480.0,20.0,57.66,212240.36,2656.64,15760.36,20.58,1.0,1.0,0.007543087005615234,2.0174834728240967,0.051335811614990234,0.09264874458312988,0.0,76,1.0
111,248280.0,20.0,83.56,264204.36,2657.64,15924.36,20.58,31.0,31.0,0.1573810577392578,2.0494441986083984,0.061278343200683594,66.69286322593689,0.0015115737915039062,77,0.0
111,370000.0,20.0,144.42,385761.96,5939.04,15761.96,20.58,26.0,26.0,0.10218453407287598,2.0968408584594727,0.04813504219055176,24.29017996788025,0.001001119613647461,77,0.5
111,223480.0,20.0,71.16,239406.76,1107.24,15926.76,20.58,1.0,1.0,0.006653785705566406,2.234562873840332,0.06514978408813477,0.1036684513092041,0.0,77,1.0
111,442440.0,20.0,180.64,458204.36,7490.64,15764.36,20.58,71.0,71.0,0.16622614860534668,2.133296251296997,0.06602001190185547,38.51093578338623,0.0010025501251220703,78,0.0
111,252960.0,20.0,85.9,268887.96,2365.04,15927.96,20.58,14.0,14.0,0.08456110954284668,2.280909776687622,0.0565800666809082,25.625617265701294,0.0011019706726074219,78,0.5
111,178560.0,20.0,48.7,194320.76,2421.24,15760.76,20.58,30.0,30.0,0.005998373031616211,2.2773070335388184,0.06580066680908203,0.09854817390441895,0.001003265380859375,78,1.0
111,389760.0,20.0,154.3,405520.36,6115.64,15760.36,20.58,9.0,9.0,0.16229844093322754,2.0927770137786865,0.05137372016906738,33.69110989570618,0.001004934310913086,79,0.0
111,336360.0,20.0,127.6,352290.76,7722.24,15930.76,20.58,1535.0,1535.0,0.09109115600585938,2.2920448780059814,0.051061153411865234,24.796120643615723,0.0010056495666503906,79,0.5
111,366080.0,20.0,142.46,381839.96,2520.04,15759.96,20.58,1.0,1.0,0.008511781692504883,5.145146131515503,0.052565813064575195,0.11012506484985352,0.0008835792541503906,79,1.0
111,440400.0,20.0,179.62,456159.16,8155.84,15759.16,20.58,46.0,46.0,0.16090679168701172,2.2103419303894043,0.06158804893493652,109.42394757270813,0.0009996891021728516,80,0.0
111,393440.0,20.0,156.14,409201.56,7815.44,15761.56,20.58,10.0,10.0,0.17880582809448242,2.368939161300659,0.11021113395690918,97.22359085083008,0.0010046958923339844,80,0.5
111,297480.0,20.0,108.16,313405.96,1395.04,15925.96,20.58,99.0,99.0,0.015514373779296875,2.1612069606781006,0.14909577369689941,0.22076821327209473,0.0010063648223876953,80,1.0
111,426400.0,20.0,172.62,442164.36,7804.64,15764.36,20.58,390.0,390.0,0.2200756072998047,2.287250518798828,0.14537906646728516,43.56549286842346,0.001512289047241211,81,0.0
111,407400.0,20.0,163.12,423164.36,5771.64,15764.36,20.58,22.0,22.0,0.17425036430358887,2.8123743534088135,0.10867714881896973,83.4445161819458,0.0020074844360351562,81,0.5
111,196560.0,20.0,57.7,212485.96,935.04,15925.96,20.58,1.0,1.0,0.017026185989379883,4.010310649871826,0.07178258895874023,0.1369168758392334,0.00099945068359375,81,1.0
111,405640.0,20.0,162.24,421403.16,9989.84,15763.16,20.58,598.0,598.0,0.22980475425720215,2.247025489807129,0.09262561798095703,122.86852836608887,0.0020003318786621094,82,0.0
111,350800.0,20.0,134.82,366727.16,3138.84,15927.16,20.58,20.0,20.0,0.12765026092529297,2.201531410217285,0.07616090774536133,85.3723452091217,0.006006956100463867,82,0.5
111,321680.0,20.0,120.26,337440.76,2965.24,15760.76,20.58,1.0,1.0,0.03100109100341797,2.8866524696350098,0.19342350959777832,0.3319516181945801,0.0020856857299804688,82,1.0
111,354040.0,20.0,136.44,369967.96,3227.04,15927.96,20.58,162.0,162.0,1.913813829421997,3.625781297683716,0.1628890037536621,48.735838651657104,0.0020017623901367188,83,0.0
111,317000.0,20.0,117.92,332763.16,4591.84,15763.16,20.58,41.0,41.0,0.28873324394226074,2.4312403202056885,0.1860508918762207,91.04490518569946,0.0019998550415039062,83,0.5
111,276440.0,20.0,97.64,292366.36,1329.64,15926.36,20.58,1.0,1.0,0.020511865615844727,2.991333246231079,0.16244864463806152,0.24688243865966797,0.004000425338745117,83,1.0
111,356760.0,20.0,137.8,372687.16,2746.84,15927.16,20.58,6.0,6.0,0.3583505153656006,2.421860456466675,0.15385937690734863,98.1409637928009,0.002000093460083008,84,0.0
111,384560.0,20.0,151.7,400320.36,9635.64,15760.36,20.58,231.0,231.0,0.42911481857299805,2.627652883529663,0.12151479721069336,107.71739649772644,0.0020012855529785156,84,0.5
111,227760.0,20.0,73.3,243687.96,1805.04,15927.96,20.58,1.0,1.0,0.015997648239135742,2.880007028579712,0.2054462432861328,0.348970890045166,0.0009999275207519531,84,1.0
111,396840.0,20.0,157.84,412601.56,8297.44,15761.56,20.58,32.0,32.0,0.639441728591919,2.9116623401641846,0.11601734161376953,111.33256936073303,0.0020008087158203125,85,0.0
111,339080.0,20.0,128.96,355010.36,1756.64,15930.36,20.58,62.0,62.0,0.21503829956054688,2.3007619380950928,0.12882137298583984,90.92440938949585,0.002002239227294922,85,0.5
111,224360.0,20.0,71.6,240285.96,965.04,15925.96,20.58,1.0,1.0,0.02599954605102539,3.531938076019287,0.18404507637023926,0.6266355514526367,0.004002571105957031,85,1.0
111,252560.0,20.0,85.7,268484.36,1600.64,15924.36,20.58,8.0,8.0,1.455138921737671,3.668536901473999,0.3902745246887207,145.34192156791687,0.0020020008087158203,86,0.0
111,264040.0,20.0,91.44,279965.96,2852.04,15925.96,20.58,96.0,96.0,0.3824501037597656,12.299847841262817,0.15004348754882812,102.40257263183594,0.003997325897216797,86,0.5
111,363600.0,20.0,141.22,379364.36,2444.64,15764.36,20.58,1.0,1.0,0.056528329849243164,4.221237897872925,0.4116172790527344,0.807389497756958,0.0040013790130615234,86,1.0
111,428960.0,20.0,173.9,444719.56,7540.44,15759.56,20.58,20.0,20.0,0.9367315769195557,3.535585641860962,0.48174262046813965,291.3869330883026,0.0020084381103515625,87,0.0
111,339240.0,20.0,129.04,355167.56,1501.44,15927.56,20.58,103.0,103.0,0.3964369297027588,3.2650039196014404,0.21967720985412598,45.48106288909912,0.0010001659393310547,87,0.5
111,254960.0,20.0,86.9,270722.76,2032.24,15762.76,20.58,1.0,1.0,0.018001079559326172,2.1548545360565186,0.17959332466125488,0.3334949016571045,0.0020036697387695312,87,1.0
111,344240.0,20.0,131.54,360168.76,12430.24,15928.76,20.58,34.0,34.0,0.488605260848999,3.0951220989227295,0.1480405330657959,93.86910343170166,0.002000093460083008,88,0.0
111,339160.0,20.0,129.0,355087.96,19131.04,15927.96,20.58,52.0,52.0,0.5998051166534424,3.2103641033172607,0.3526742458343506,85.28992748260498,0.003001689910888672,88,0.5
111,230720.0,20.0,74.78,246483.16,3315.84,15763.16,20.58,1.0,1.0,0.05052781105041504,2.7506778240203857,0.287611722946167,0.4304177761077881,0.0020003318786621094,88,1.0
111,344960.0,20.0,131.9,360888.76,2681.24,15928.76,20.58,230.0,230.0,0.7400913238525391,2.7776951789855957,0.11202764511108398,280.4438245296478,0.002508401870727539,89,0.0
111,355560.0,20.0,137.2,371486.76,3830.24,15926.76,20.58,33.0,33.0,0.44968390464782715,4.650689363479614,0.12484598159790039,198.3916666507721,0.003013134002685547,89,0.5
111,226760.0,20.0,72.8,242685.16,1891.84,15925.16,20.58,269.0,269.0,0.05654287338256836,3.6450326442718506,0.3585398197174072,0.5846998691558838,0.003019094467163086,89,1.0
111,352080.0,20.0,135.46,368007.16,3195.84,15927.16,20.58,859.0,859.0,1.1641731262207031,3.5424306392669678,0.40564823150634766,127.31929087638855,0.002000570297241211,90,0.0
111,410320.0,20.0,164.58,426085.16,6474.84,15765.16,20.58,1.0,1.0,0.382587194442749,2.862955331802368,0.10751628875732422,233.2061266899109,0.0010008811950683594,90,0.5
111,195840.0,20.0,57.34,211766.36,1513.64,15926.36,20.58,27.0,27.0,0.015509843826293945,2.5252366065979004,0.14752960205078125,0.32007741928100586,0.001001119613647461,90,1.0
111,383720.0,20.0,151.28,399481.16,6803.84,15761.16,20.58,17.0,17.0,0.6812098026275635,3.2248213291168213,0.14804315567016602,228.51640939712524,0.0019996166229248047,91,0.0
111,370480.0,20.0,144.66,386409.16,3466.84,15929.16,20.58,1.0,1.0,0.4907717704772949,2.992455005645752,0.17302966117858887,101.40157699584961,0.005007266998291016,91,0.5
111,248320.0,20.0,83.58,264082.76,2133.24,15762.76,20.58,37.0,37.0,0.09754729270935059,3.8721630573272705,0.5064802169799805,1.1592979431152344,0.004998445510864258,91,1.0
111,363600.0,20.0,141.22,379528.36,3584.64,15928.36,20.58,772.0,772.0,1.9683709144592285,3.5074853897094727,0.2716372013092041,288.5165810585022,0.0020017623901367188,92,0.0
111,333240.0,20.0,126.04,349001.96,5418.04,15761.96,20.58,45.0,45.0,0.41475486755371094,3.1428961753845215,0.2875816822052002,83.4905035495758,0.0030002593994140625,92,0.5
111,297480.0,20.0,108.16,313406.76,1906.24,15926.76,20.58,1.0,1.0,0.052994728088378906,4.108099460601807,0.47710633277893066,0.8319814205169678,0.004019021987915039,92,1.0
111,406600.0,20.0,162.72,422361.16,7858.84,15761.16,20.58,21.0,21.0,1.3954195976257324,4.346438646316528,0.5191900730133057,193.02203845977783,0.00299835205078125,93,0.0
111,335880.0,20.0,127.36,351809.56,1712.44,15929.56,20.58,52.0,52.0,0.6357324123382568,3.4183571338653564,0.38056302070617676,171.11131834983826,0.001999378204345703,93,0.5
111,325440.0,20.0,122.14,341202.76,2605.24,15762.76,20.58,1.0,1.0,0.031006813049316406,3.156933069229126,0.2795867919921875,0.5267994403839111,0.0020008087158203125,93,1.0
111,337760.0,20.0,128.3,353687.16,2642.84,15927.16,20.58,50.0,50.0,0.793623685836792,3.36625599861145,0.30799388885498047,221.10874319076538,0.001999378204345703,94,0.0
111,498200.0,20.0,208.52,513966.76,7314.24,15766.76,20.58,1.0,1.0,0.4561195373535156,14.8018479347229,0.3146049976348877,196.18636775016785,0.0009996891021728516,94,0.5
111,220280.0,20.0,69.56,236207.56,1694.44,15927.56,20.58,1.0,1.0,0.01900625228881836,3.1078014373779297,0.20805597305297852,0.44310760498046875,0.0010001659393310547,94,1.0
111,373080.0,20.0,145.96,389006.76,3280.24,15926.76,20.58,26.0,26.0,0.3226344585418701,3.0238149166107178,0.11651897430419922,319.4003109931946,0.003003835678100586,95,0.0
111,432200.0,20.0,175.52,447961.56,9220.44,15761.56,20.58,291.0,291.0,0.7767374515533447,3.9084737300872803,0.3879833221435547,141.06530356407166,0.0019998550415039062,95,0.5
111,300920.0,20.0,109.88,316847.56,1897.44,15927.56,20.58,53.0,53.0,0.03600025177001953,3.6015946865081787,0.4132707118988037,0.9928457736968994,0.003996133804321289,95,1.0
111,374600.0,20.0,146.72,390524.36,1949.64,15924.36,20.58,12.0,12.0,1.8350825309753418,4.736772298812866,0.5498549938201904,297.7280294895172,0.001999378204345703,96,0.0
111,357200.0,20.0,138.02,373130.76,34884.24,15930.76,20.58,539.0,539.0,0.5500073432922363,3.842414140701294,0.2820770740509033,142.62627506256104,0.0029997825622558594,96,0.5
111,187680.0,20.0,53.26,203607.56,9957.44,15927.56,20.58,27.0,27.0,0.04999661445617676,3.0960543155670166,0.5274026393890381,1.40362548828125,0.0020170211791992188,96,1.0
111,280040.0,20.0,99.44,295969.96,3727.04,15929.96,20.58,13.0,13.0,0.7945306301116943,3.0546958446502686,0.20006513595581055,303.1937756538391,0.0019986629486083984,97,0.0
111,359080.0,20.0,138.96,375007.16,3765.84,15927.16,20.58,45.0,45.0,0.4532942771911621,2.9448342323303223,0.11751103401184082,221.76898646354675,0.0020017623901367188,97,0.5
111,316680.0,20.0,117.76,332440.76,2648.24,15760.76,20.58,1.0,1.0,0.03099989891052246,3.699023723602295,0.32250094413757324,0.599114179611206,0.0019991397857666016,97,1.0
111,370360.0,20.0,144.6,386291.56,3045.44,15931.56,20.58,20.0,20.0,0.8432393074035645,3.226832151412964,0.3016080856323242,406.23843002319336,0.0009999275207519531,98,0.0
111,529600.0,20.0,224.22,545363.16,7963.84,15763.16,20.58,384.0,384.0,0.2284080982208252,3.6613032817840576,0.27959203720092773,237.8176884651184,0.002999544143676758,98,0.5
111,224080.0,20.0,71.46,240008.36,1783.64,15928.36,20.58,428.0,428.0,0.04401040077209473,3.9580471515655518,0.28397369384765625,0.6361608505249023,0.0070078372955322266,98,1.0
111,508000.0,20.0,213.42,523766.36,7902.64,15766.36,20.58,28.0,28.0,0.75807785987854,3.177525520324707,0.3135855197906494,832.4768536090851,0.0020003318786621094,99,0.0
111,347480.0,20.0,133.16,363408.36,2864.64,15928.36,20.58,491.0,491.0,0.5656747817993164,3.8684561252593994,0.3864715099334717,255.18546867370605,0.001999378204345703,99,0.5
111,223480.0,20.0,71.16,239405.96,2047.04,15925.96,20.58,1.0,1.0,0.031517982482910156,3.51052188873291,0.30359959602355957,0.6645500659942627,0.001999378204345703,99,1.0
111,455360.0,20.0,187.1,471121.56,9382.44,15761.56,20.58,8.0,8.0,0.7927188873291016,3.5970613956451416,0.3135871887207031,237.46277499198914,0.0020003318786621094,100,0.0
111,249280.0,20.0,84.06,265207.16,2593.84,15927.16,20.58,7.0,7.0,0.45368123054504395,3.351290464401245,0.3116273880004883,443.26859283447266,0.001001119613647461,100,0.5
111,323600.0,20.0,121.22,339358.76,3273.24,15758.76,20.58,75.0,75.0,0.01950693130493164,3.647338390350342,0.1486527919769287,0.4019448757171631,0.001001119613647461,100,1.0
111,286760.0,20.0,102.8,302689.56,3249.44,15929.56,20.58,24.0,24.0,0.7287118434906006,3.652479887008667,0.22321867942810059,383.19031715393066,0.002000570297241211,101,0.0
111,498200.0,20.0,208.52,513956.36,8584.64,15756.36,20.58,63.0,63.0,0.4461333751678467,2.9413681030273438,0.18490362167358398,369.31217217445374,0.003541707992553711,101,0.5
111,200000.0,20.0,59.42,215926.76,1617.24,15926.76,20.58,1.0,1.0,0.08052754402160645,4.523765563964844,0.46222567558288574,1.331146240234375,0.003016233444213867,101,1.0
111,326440.0,20.0,122.64,342369.16,4048.84,15929.16,20.58,396.0,396.0,1.7091593742370605,3.3745126724243164,0.17002296447753906,174.33891940116882,0.003995418548583984,102,0.0
111,489280.0,20.0,204.06,505041.56,8518.44,15761.56,20.58,18.0,18.0,1.047154426574707,3.1540420055389404,0.19494938850402832,345.03771805763245,0.003002166748046875,102,0.5
