0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
1,1,0,0,0,0,0.0,-0.1,24
1,0,1,0,1,0,0.0,-0.1,17
1,0,1,1,1,0,0.0,-0.1,26
0,0,1,1,1,0,0.0,-0.1,30
0,0,1,0,0,0,0.0,-0.1,21
0,0,1,0,0,1,0.0,-0.1,28
0,1,0,0,1,0,0.0,-0.1,18
0,1,0,0,0,0,0.0,-0.1,24
1,0,1,1,0,0,0.0,-0.1,29
0,0,1,0,1,1,0.0,-0.1,33
1,0,1,0,1,1,0.0,-0.1,28
1,0,1,0,0,0,0.0,-0.1,21
0,0,1,1,0,0,0.0,-0.1,45
1,0,1,0,0,1,0.0,-0.1,31
0,1,0,0,1,1,0.0,-0.1,41
1,1,0,1,0,0,0.0,-0.1,26
0,0,1,0,1,0,0.0,-0.1,20
0,1,0,0,0,1,0.0,-0.1,27
1,1,0,0,1,0,0.0,-0.1,18
1,1,0,0,0,1,0.0,-0.1,37
1,1,0,1,1,0,0.0,-0.1,30
1,1,0,1,0,1,0.0,-0.1,34
0,0,1,1,0,1,0.0,-0.1,62
1,1,0,0,1,1,0.0,-0.1,37
0,0,1,1,1,1,0.0,-0.1,41
0,1,0,1,1,0,0.0,-0.1,27
0,1,0,1,1,1,0.0,-0.1,30
1,1,0,1,1,1,0.0,-0.1,32
0,1,0,1,0,1,0.0,-0.1,36
1,0,1,1,1,1,0.0,-0.1,44
0,1,0,1,0,0,0.0,-0.1,38
1,0,1,1,0,1,0.0,-0.1,45
