0,1,2,3,4,5,6,7,8,9,10,11,12,chain_break_fraction,energy,num_occurrences
1,0,0,1,0,0,0,0,1,1,0,0,1,0.0,-2.497367059725528,28
1,0,0,1,0,0,1,0,1,1,0,1,0,0.0,-2.497367059725528,29
1,0,0,1,0,0,0,0,1,1,0,1,0,0.0,-2.497367059725528,24
1,0,0,1,0,0,1,0,1,1,0,0,1,0.0,-2.497367059725528,23
1,0,0,1,0,0,1,1,0,0,1,0,1,0.0,-2.4951294653468254,20
1,0,0,1,0,0,1,1,0,0,1,1,0,0.0,-2.4951294653468254,15
1,0,0,1,0,0,0,1,0,0,1,1,0,0.0,-2.4951294653468254,22
1,0,0,1,0,0,0,1,0,0,1,0,1,0.0,-2.4951294653468254,26
1,0,0,0,1,1,0,0,1,1,0,0,1,0.0,-2.4915576970394477,27
1,0,0,0,1,1,1,0,1,1,0,0,1,0.0,-2.4915576970394477,18
1,0,0,0,1,1,1,0,1,1,0,1,0,0.0,-2.4915576970394477,15
1,0,0,0,1,1,0,0,1,1,0,1,0,0.0,-2.4915576970394477,23
0,1,1,1,0,0,1,0,1,1,0,0,1,0.0,-2.4901680986831662,20
0,1,1,1,0,0,0,0,1,1,0,1,0,0.0,-2.4901680986831662,18
0,1,1,1,0,0,1,0,1,1,0,1,0,0.0,-2.4901680986831662,21
0,1,1,1,0,0,0,0,1,1,0,0,1,0.0,-2.4901680986831662,11
1,0,0,0,1,1,0,1,0,0,1,1,0,0.0,-2.489320102660745,15
1,0,0,0,1,1,0,1,0,0,1,0,1,0.0,-2.489320102660745,19
1,0,0,0,1,1,1,1,0,0,1,0,1,0.0,-2.489320102660745,20
1,0,0,0,1,1,1,1,0,0,1,1,0,0.0,-2.489320102660745,21
0,1,1,1,0,0,0,1,0,0,1,1,0,0.0,-2.487930504304464,15
0,1,1,1,0,0,1,1,0,0,1,0,1,0.0,-2.487930504304464,21
0,1,1,1,0,0,1,1,0,0,1,1,0,0.0,-2.487930504304464,18
0,1,1,1,0,0,0,1,0,0,1,0,1,0.0,-2.487930504304464,24
0,1,1,0,1,1,0,0,1,1,0,1,0,0.0,-2.484358735997086,9
0,1,1,0,1,1,0,0,1,1,0,0,1,0.0,-2.484358735997086,15
0,1,1,0,1,1,1,0,1,1,0,0,1,0.0,-2.484358735997086,18
0,1,1,0,1,1,1,0,1,1,0,1,0,0.0,-2.484358735997086,18
0,1,1,0,1,1,0,1,0,0,1,0,1,0.0,-2.4821211416183835,8
0,1,1,0,1,1,1,1,0,0,1,0,1,0.0,-2.4821211416183835,15
0,1,1,0,1,1,1,1,0,0,1,1,0,0.0,-2.4821211416183835,17
0,1,1,0,1,1,0,1,0,0,1,1,0,0.0,-2.4821211416183835,12
1,0,0,0,0,1,0,0,1,1,0,1,0,0.0,-2.457367059725528,5
1,0,0,0,0,1,1,0,1,1,0,0,1,0.0,-2.457367059725528,10
1,0,0,0,0,1,0,0,1,1,0,0,1,0.0,-2.457367059725528,7
1,0,0,0,0,1,1,0,1,1,0,1,0,0.0,-2.457367059725528,10
1,0,0,1,1,0,0,0,1,1,0,0,1,0.0,-2.4565411171231863,8
1,0,0,1,1,0,1,0,1,1,0,1,0,0.0,-2.4565411171231863,10
1,0,0,1,1,0,1,0,1,1,0,0,1,0.0,-2.4565411171231863,19
1,0,0,1,1,0,0,0,1,1,0,1,0,0.0,-2.4565411171231863,7
1,0,0,0,0,1,0,1,0,0,1,1,0,0.0,-2.4551294653468254,4
1,0,0,0,0,1,1,1,0,0,1,1,0,0.0,-2.4551294653468254,10
1,0,0,0,0,1,1,1,0,0,1,0,1,0.0,-2.4551294653468254,8
1,0,0,0,0,1,0,1,0,0,1,0,1,0.0,-2.4551294653468254,6
1,0,0,1,1,0,0,1,0,0,1,1,0,0.0,-2.454303522744484,6
1,0,0,1,1,0,1,1,0,0,1,0,1,0.0,-2.454303522744484,11
1,0,0,1,1,0,0,1,0,0,1,0,1,0.0,-2.454303522744484,10
1,0,0,1,1,0,1,1,0,0,1,1,0,0.0,-2.454303522744484,12
0,1,1,0,0,1,1,0,1,1,0,0,1,0.0,-2.450168098683166,7
0,1,1,0,0,1,0,0,1,1,0,0,1,0.0,-2.450168098683166,9
0,1,1,0,0,1,1,0,1,1,0,1,0,0.0,-2.450168098683166,9
0,1,1,0,0,1,0,0,1,1,0,1,0,0.0,-2.450168098683166,10
0,1,1,1,1,0,0,0,1,1,0,0,1,0.0,-2.449342156080825,7
0,1,1,1,1,0,1,0,1,1,0,1,0,0.0,-2.449342156080825,10
0,1,1,1,1,0,0,0,1,1,0,1,0,0.0,-2.449342156080825,7
0,1,1,1,1,0,1,0,1,1,0,0,1,0.0,-2.449342156080825,11
0,1,1,0,0,1,1,1,0,0,1,1,0,0.0,-2.447930504304464,7
0,1,1,0,0,1,1,1,0,0,1,0,1,0.0,-2.447930504304464,3
0,1,1,0,0,1,0,1,0,0,1,1,0,0.0,-2.447930504304464,8
0,1,1,0,0,1,0,1,0,0,1,0,1,0.0,-2.447930504304464,8
0,1,1,1,1,0,0,1,0,0,1,0,1,0.0,-2.4471045617021225,3
0,1,1,1,1,0,1,1,0,0,1,0,1,0.0,-2.4471045617021225,8
0,1,1,1,1,0,1,1,0,0,1,1,0,0.0,-2.4471045617021225,8
0,1,1,1,1,0,0,1,0,0,1,1,0,0.0,-2.4471045617021225,9
1,0,0,1,0,1,0,0,1,1,0,1,0,0.0,-2.3512654701200164,1
1,0,0,1,0,1,0,0,1,1,0,0,1,0.0,-2.3512654701200164,3
1,0,0,1,0,1,1,0,1,1,0,0,1,0.0,-2.3512654701200164,2
1,0,0,1,0,1,1,1,0,0,1,1,0,0.0,-2.3490278757413137,2
1,0,0,1,0,1,0,1,0,0,1,1,0,0.0,-2.3490278757413137,1
1,0,0,0,1,0,1,0,1,1,0,0,1,0.0,-2.347367059725528,2
1,0,0,0,1,0,0,0,1,1,0,0,1,0.0,-2.347367059725528,3
1,0,0,0,1,0,0,0,1,1,0,1,0,0.0,-2.347367059725528,1
1,0,0,0,1,0,1,1,0,0,1,0,1,0.0,-2.3451294653468255,3
1,0,0,0,1,0,0,1,0,0,1,0,1,0.0,-2.3451294653468255,3
0,1,1,1,0,1,1,0,1,1,0,0,1,0.0,-2.3440665090776545,1
0,1,1,1,0,1,1,0,1,1,0,1,0,0.0,-2.3440665090776545,1
0,1,1,1,0,1,0,0,1,1,0,0,1,0.0,-2.3440665090776545,2
0,1,1,1,0,1,0,1,0,0,1,0,1,0.0,-2.341828914698952,2
0,1,1,1,0,1,1,1,0,0,1,0,1,0.0,-2.341828914698952,2
0,1,1,1,0,1,0,1,0,0,1,1,0,0.0,-2.341828914698952,1
0,1,1,0,1,0,1,0,1,1,0,1,0,0.0,-2.3401680986831663,2
0,1,1,0,1,0,0,0,1,1,0,0,1,0.0,-2.3401680986831663,1
0,1,1,0,1,0,1,0,1,1,0,0,1,0.0,-2.3401680986831663,1
0,1,1,0,1,0,0,0,1,1,0,1,0,0.0,-2.3401680986831663,3
0,1,1,0,1,0,0,1,0,0,1,1,0,0.0,-2.337930504304464,1
1,0,0,1,0,0,1,1,1,1,0,0,1,0.0,-2.3052266900734004,1
1,0,0,1,0,0,0,1,1,1,0,0,1,0.0,-2.3052266900734004,1
1,0,0,1,0,0,0,0,0,0,1,0,1,0.0,-2.3000000000000003,1
1,0,0,1,0,0,1,0,0,0,1,0,1,0.0,-2.3000000000000003,2
1,0,0,0,1,1,0,1,1,1,0,0,1,0.0,-2.29941732738732,1
1,0,0,0,1,1,1,1,1,1,0,1,0,0.0,-2.29941732738732,1
0,1,1,1,0,0,1,1,1,1,0,1,0,0.0,-2.298027729031039,2
0,1,1,1,0,0,0,1,1,1,0,1,0,0.0,-2.298027729031039,1
0,1,1,1,0,0,0,1,1,1,0,0,1,0.0,-2.298027729031039,2
1,0,0,0,1,1,1,0,0,0,1,1,0,0.0,-2.29419063731392,1
1,0,0,0,1,1,0,0,0,0,1,1,0,0.0,-2.29419063731392,1
1,0,0,0,1,1,1,0,0,0,1,0,1,0.0,-2.29419063731392,1
0,1,1,1,0,0,1,0,0,0,1,0,1,0.0,-2.2928010389576388,3
0,1,1,1,0,0,0,0,0,0,1,1,0,0.0,-2.2928010389576388,1
0,1,1,1,0,0,1,0,0,0,1,1,0,0.0,-2.2928010389576388,1
0,1,1,0,1,1,1,1,1,1,0,0,1,0.0,-2.2922183663449585,3
0,1,1,0,1,1,0,1,1,1,0,1,0,0.0,-2.2922183663449585,1
0,1,1,0,1,1,1,0,0,0,1,0,1,0.0,-2.2869916762715583,1
0,1,1,0,1,1,1,0,0,0,1,1,0,0.0,-2.2869916762715583,1
0,1,1,0,1,1,0,0,0,0,1,1,0,0.0,-2.2869916762715583,1
0,1,1,0,1,1,0,0,0,0,1,0,1,0.0,-2.2869916762715583,1
1,0,0,1,0,0,1,1,0,1,0,1,0,0.0,-2.2665740629302547,1
1,0,0,1,0,0,1,1,0,1,0,0,1,0.0,-2.2665740629302547,1
1,0,0,1,1,0,0,1,1,1,0,0,1,0.0,-2.2644007474710586,1
1,0,0,1,1,0,1,1,1,1,0,1,0,0.0,-2.2644007474710586,2
1,0,0,1,0,0,1,0,0,1,1,1,0,0.0,-2.2622336154407603,1
1,0,0,1,0,0,0,0,0,1,1,1,0,0.0,-2.2622336154407603,1
1,0,0,1,0,0,0,1,1,0,0,0,1,0.0,-2.2612855674176178,1
1,0,0,0,1,1,0,1,0,1,0,0,1,0.0,-2.260764700244174,1
1,0,0,0,0,1,1,0,0,0,1,1,0,0.0,-2.2600000000000002,1
1,0,0,1,1,0,0,0,0,0,1,0,1,0.0,-2.2591740573976584,1
1,0,0,1,1,0,0,0,0,0,1,1,0,0.0,-2.2591740573976584,1
0,1,1,1,1,0,0,1,1,1,0,0,1,0.0,-2.257201786428697,2
0,1,1,1,0,0,1,0,1,0,1,1,0,0.0,-2.2566633021121723,1
1,0,0,0,1,1,0,1,1,0,0,0,1,0.0,-2.2554762047315373,1
0,1,1,1,0,0,0,0,0,1,1,0,1,0.0,-2.255034654398399,1
0,1,1,1,0,0,1,0,0,1,1,0,1,0.0,-2.255034654398399,1
0,1,1,1,0,0,0,1,1,0,0,0,1,0.0,-2.2540866063752563,1
0,1,1,1,0,0,0,1,1,0,0,1,0,0.0,-2.2540866063752563,1
0,1,1,0,1,1,0,1,0,1,0,0,1,0.0,-2.2535657392018127,1
0,1,1,1,1,0,1,0,0,0,1,0,1,0.0,-2.251975096355297,1
0,1,1,1,1,0,0,0,0,0,1,0,1,0.0,-2.251975096355297,2
0,1,1,1,1,0,0,0,0,0,1,1,0,0.0,-2.251975096355297,1
0,1,1,0,1,1,0,0,1,0,1,0,1,0.0,-2.250853939426092,1
0,1,1,0,1,1,1,1,1,0,0,1,0,0.0,-2.248277243689176,1
1,0,0,0,0,1,0,1,0,1,0,1,0,0.0,-2.2265740629302546,1
1,0,0,1,1,0,1,1,0,1,0,1,0,0.0,-2.2257481203279132,1
1,0,0,1,1,0,0,0,1,0,1,1,0,0.0,-2.223036320552192,1
1,0,0,0,0,1,1,0,0,1,1,1,0,0.0,-2.2222336154407603,1
1,0,0,1,1,0,1,0,0,1,1,1,0,0.0,-2.221407672838419,1
0,1,1,1,1,0,0,0,1,0,1,0,1,0.0,-2.2158373595098304,1
0,1,1,0,0,1,1,1,1,0,0,1,0,0.0,-2.2140866063752562,1
1,0,0,1,0,0,1,0,1,1,0,1,1,0.0,-2.1968637465207155,1
1,0,0,1,0,0,1,1,0,0,1,1,1,0.0,-2.1946261521420127,2
0,1,1,1,0,0,0,0,1,1,0,1,1,0.0,-2.1896647854783535,1
1,0,0,0,1,1,1,1,0,0,1,1,1,0.0,-2.1888167894559323,1
0,1,1,0,1,1,1,0,1,1,0,1,1,0.0,-2.183855422792273,1
1,0,0,0,1,1,1,1,0,0,1,0,0,0.0,-2.179320102660745,1
1,0,0,1,0,0,1,1,1,0,1,0,1,0.0,-2.170277295918977,1
1,1,0,1,0,0,1,0,1,1,0,1,0,0.0,-2.1695709460518686,1
0,0,1,1,0,0,0,1,0,0,1,0,1,0.0,-2.1651294653468254,1
1,0,0,0,1,1,1,1,1,0,1,0,1,0.0,-2.1644679332328964,1
1,1,0,0,1,1,0,0,1,1,0,1,0,0.0,-2.163761583365788,1
1,1,0,0,1,1,1,0,1,1,0,0,1,0.0,-2.163761583365788,1
1,0,0,1,0,1,0,1,1,1,0,1,0,0.0,-2.1591251004678886,1
0,1,1,1,0,1,0,0,0,0,1,0,1,0.0,-2.146699449352127,1
1,0,0,1,1,0,1,0,1,1,0,0,0,0.0,-2.1465411171231863,1
1,0,0,1,0,0,1,1,0,1,1,1,0,0.0,-2.1439371437178405,1
1,0,0,1,0,1,1,1,0,1,0,1,0,0.0,-2.120472473324743,1
1,0,0,1,0,1,0,0,0,1,1,1,0,0.0,-2.1161320258352485,1
1,0,0,0,1,0,0,0,0,1,1,0,1,0.0,-2.1122336154407604,1
1,0,0,0,0,0,0,1,0,0,1,1,0,0.0,-2.0951294653468255,1
1,0,0,1,0,0,0,1,0,0,0,0,1,0.0,-2.09,1
