qpu_sampling_time,qpu_anneal_time_per_sample,qpu_readout_time_per_sample,qpu_access_time,qpu_access_overhead_time,qpu_programming_time,qpu_delay_time_per_sample,post_processing_overhead_time,total_post_processing_time,problem_formulation_time,connection_time,embedding_time,response_time,sample_fetch_time,split_index,n
91800.0,20.0,51.22,107725.56,624.44,15925.56,20.58,1.0,1.0,0.0,2.1140122413635254,0.055029869079589844,0.0343015193939209,0.0010132789611816406,7
