0,1,2,3,4,5,6,7,chain_break_fraction,energy,num_occurrences
1,1,0,0,1,1,0,1,0.0,-0.31092008027476536,27
0,1,0,1,1,1,0,1,0.0,-0.31092008027476536,23
0,0,1,0,1,1,0,0,0.0,-0.31092008027476536,18
1,1,0,0,1,1,0,0,0.0,-0.31092008027476536,35
0,1,0,1,1,1,0,0,0.0,-0.31092008027476536,34
1,0,1,0,1,1,0,0,0.0,-0.31092008027476536,43
0,1,0,0,1,1,0,1,0.0,-0.31092008027476536,29
0,0,1,0,1,1,0,1,0.0,-0.31092008027476536,22
0,0,1,1,1,1,0,1,0.0,-0.31092008027476536,22
1,0,1,1,1,1,0,1,0.0,-0.31092008027476536,32
0,0,1,1,1,1,0,0,0.0,-0.31092008027476536,23
1,0,1,0,1,1,0,1,0.0,-0.31092008027476536,34
0,1,0,0,1,1,0,0,0.0,-0.31092008027476536,31
1,1,0,1,1,1,0,1,0.0,-0.31092008027476536,23
1,0,1,1,1,1,0,0,0.0,-0.31092008027476536,44
1,1,0,1,1,1,0,0,0.0,-0.31092008027476536,30
1,1,0,0,0,0,1,1,0.0,-0.31,29
0,1,0,0,0,0,1,1,0.0,-0.31,19
1,0,1,1,0,0,1,1,0.0,-0.31,26
1,1,0,1,0,0,1,1,0.0,-0.31,23
0,1,0,0,0,0,1,0,0.0,-0.31,18
0,1,0,1,0,0,1,1,0.0,-0.31,19
0,0,1,0,0,0,1,1,0.0,-0.31,25
1,1,0,1,0,0,1,0,0.0,-0.31,42
1,1,0,0,0,0,1,0,0.0,-0.31,37
0,1,0,1,0,0,1,0,0.0,-0.31,20
0,0,1,0,0,0,1,0,0.0,-0.31,28
1,0,1,0,0,0,1,0,0.0,-0.31,29
0,0,1,1,0,0,1,1,0.0,-0.31,26
1,0,1,1,0,0,1,0,0.0,-0.31,35
1,0,1,0,0,0,1,1,0.0,-0.31,29
0,0,1,1,0,0,1,0,0.0,-0.31,20
1,1,0,0,0,1,1,1,0.0,-0.28747851860089246,5
1,1,0,1,0,1,1,0,0.0,-0.28747851860089246,4
0,0,1,1,0,1,1,0,0.0,-0.28747851860089246,2
1,0,1,1,0,1,1,1,0.0,-0.28747851860089246,3
0,1,0,1,0,1,1,0,0.0,-0.28747851860089246,4
0,0,1,1,0,1,1,1,0.0,-0.28747851860089246,1
0,0,1,0,0,1,1,0,0.0,-0.28747851860089246,4
1,0,1,0,0,1,1,1,0.0,-0.28747851860089246,4
1,0,1,0,0,1,1,0,0.0,-0.28747851860089246,5
0,1,0,0,0,1,1,0,0.0,-0.28747851860089246,2
0,1,0,0,0,1,1,1,0.0,-0.28747851860089246,4
0,1,0,1,0,1,1,1,0.0,-0.28747851860089246,3
1,0,1,1,0,1,1,0,0.0,-0.28747851860089246,4
1,1,0,0,0,1,1,0,0.0,-0.28747851860089246,4
0,1,0,0,1,0,0,1,0.0,-0.28,1
0,0,1,0,1,0,0,0,0.0,-0.28,2
1,1,0,0,1,0,0,0,0.0,-0.28,3
0,1,0,1,1,0,0,0,0.0,-0.28,2
0,0,1,1,1,0,0,1,0.0,-0.28,3
0,1,0,0,1,0,0,0,0.0,-0.28,4
0,1,0,1,1,0,0,1,0.0,-0.28,5
1,1,0,1,1,0,0,1,0.0,-0.28,3
1,0,1,0,1,0,0,0,0.0,-0.28,6
1,0,1,0,1,0,0,1,0.0,-0.28,4
1,0,1,1,1,0,0,0,0.0,-0.28,3
0,0,1,1,1,0,0,0,0.0,-0.28,3
0,0,1,0,1,0,0,1,0.0,-0.28,3
1,0,1,1,1,0,0,1,0.0,-0.28,3
1,1,0,0,1,0,0,1,0.0,-0.28,3
1,1,0,1,1,0,0,0,0.0,-0.28,5
0,1,0,0,0,1,0,0,0.0,-0.25,1
1,0,1,1,0,1,0,1,0.0,-0.25,1
1,1,0,1,1,0,1,0,0.0,-0.23929222823955376,1
