0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
0,1,1,0,0,1,0.0,-0.18,19
1,0,1,0,1,0,0.0,-0.18,24
0,0,0,0,1,0,0.0,-0.18,42
1,1,1,0,0,1,0.0,-0.18,10
1,1,1,0,1,0,0.0,-0.18,12
0,1,1,1,0,1,0.0,-0.18,23
0,0,1,0,1,0,0.0,-0.18,26
0,0,1,0,0,1,0.0,-0.18,26
0,0,1,1,0,1,0.0,-0.18,28
1,1,0,1,1,0,0.0,-0.18,32
0,1,1,1,1,0,0.0,-0.18,16
0,1,1,0,1,0,0.0,-0.18,16
1,0,0,0,0,1,0.0,-0.18,49
0,1,0,1,0,1,0.0,-0.18,43
1,1,0,0,0,1,0.0,-0.18,34
0,1,0,0,0,1,0.0,-0.18,32
1,0,1,1,1,0,0.0,-0.18,34
1,1,0,1,0,1,0.0,-0.18,37
0,0,0,1,0,1,0.0,-0.18,58
0,0,0,1,1,0,0.0,-0.18,41
0,0,1,1,1,0,0.0,-0.18,25
1,1,1,1,1,0,0.0,-0.18,22
1,0,0,1,1,0,0.0,-0.18,31
0,1,0,0,1,0,0.0,-0.18,32
1,0,1,0,0,1,0.0,-0.18,28
1,1,0,0,1,0,0.0,-0.18,34
1,1,1,1,0,1,0.0,-0.18,20
0,0,0,0,0,1,0.0,-0.18,54
1,0,1,1,0,1,0.0,-0.18,29
0,1,0,1,1,0,0.0,-0.18,31
1,0,0,1,0,1,0.0,-0.18,50
1,0,0,0,1,0,0.0,-0.18,42
