0,1,2,3,4,5,6,7,8,9,10,chain_break_fraction,energy,num_occurrences
0,1,0,1,0,1,1,1,1,0,0,0.0,-2.117652727389917,37
0,0,0,1,1,0,1,1,1,0,0,0.0,-2.117652727389917,41
0,0,0,1,1,0,0,1,1,1,0,0.0,-2.117652727389917,61
0,0,0,1,0,1,0,1,1,1,0,0.0,-2.117652727389917,64
0,1,0,1,0,1,0,1,1,1,0,0.0,-2.117652727389917,55
0,1,0,1,1,0,0,1,1,1,0,0.0,-2.117652727389917,78
0,1,0,1,1,0,1,1,1,0,0,0.0,-2.117652727389917,40
0,0,0,1,0,1,1,1,1,0,0,0.0,-2.117652727389917,39
1,0,0,0,1,0,1,1,1,0,1,0.0,-2.114407160793297,20
1,1,0,0,1,0,1,1,1,0,1,0.0,-2.114407160793297,22
1,1,0,0,0,1,0,1,1,1,1,0.0,-2.114407160793297,24
1,0,0,0,0,1,1,1,1,0,1,0.0,-2.114407160793297,28
1,1,0,0,1,0,0,1,1,1,1,0.0,-2.114407160793297,28
1,1,0,0,0,1,1,1,1,0,1,0.0,-2.114407160793297,27
1,0,0,0,1,0,0,1,1,1,1,0.0,-2.114407160793297,44
1,0,0,0,0,1,0,1,1,1,1,0.0,-2.114407160793297,27
0,1,1,1,0,1,1,0,0,0,0,0.0,-2.11,14
0,0,1,1,1,0,1,0,0,0,0,0.0,-2.11,13
0,1,1,1,1,0,1,0,0,0,0,0.0,-2.11,16
0,1,1,1,1,0,0,0,0,1,0,0.0,-2.11,34
0,0,1,1,0,1,1,0,0,0,0,0.0,-2.11,11
0,0,1,1,0,1,0,0,0,1,0,0.0,-2.11,21
0,1,1,1,0,1,0,0,0,1,0,0.0,-2.11,23
0,0,1,1,1,0,0,0,0,1,0,0.0,-2.11,27
1,1,1,0,0,1,0,0,0,1,1,0.0,-2.10675443340338,11
1,0,1,0,1,0,0,0,0,1,1,0.0,-2.10675443340338,20
1,0,1,0,1,0,1,0,0,0,1,0.0,-2.10675443340338,4
1,1,1,0,1,0,1,0,0,0,1,0.0,-2.10675443340338,8
1,0,1,0,0,1,0,0,0,1,1,0.0,-2.10675443340338,11
1,0,1,0,0,1,1,0,0,0,1,0.0,-2.10675443340338,7
1,1,1,0,1,0,0,0,0,1,1,0.0,-2.10675443340338,14
1,1,1,0,0,1,1,0,0,0,1,0.0,-2.10675443340338,9
0,1,0,1,1,0,1,1,1,0,1,0.0,-2.034880103378613,2
0,0,0,1,0,1,1,1,1,0,1,0.0,-2.034880103378613,2
0,0,0,1,0,1,0,1,1,1,1,0.0,-2.034880103378613,5
0,0,0,1,1,0,0,1,1,1,1,0.0,-2.034880103378613,3
0,1,0,1,0,1,0,1,1,1,1,0.0,-2.034880103378613,4
0,0,0,1,1,0,1,1,1,0,1,0.0,-2.034880103378613,4
0,1,0,1,1,0,0,1,1,1,1,0.0,-2.034880103378613,9
1,1,0,0,0,1,1,1,1,0,0,0.0,-2.027652727389917,3
1,0,0,0,1,0,0,1,1,1,0,0.0,-2.027652727389917,2
1,1,0,0,0,1,0,1,1,1,0,0.0,-2.027652727389917,8
