0,1,2,3,4,5,6,7,8,9,10,11,12,13,chain_break_fraction,energy,num_occurrences
1,1,1,0,0,1,0,0,1,1,0,0,1,0,0.0,-4.904637856277858,13
1,1,1,0,0,1,0,0,1,1,0,0,0,0,0.0,-4.904637856277858,17
1,0,1,1,0,1,0,0,0,1,0,0,0,1,0.0,-4.902454066062096,16
1,0,1,1,0,1,0,0,0,1,0,0,1,1,0.0,-4.902454066062096,29
1,1,0,0,1,0,1,0,1,0,1,0,0,0,0.0,-4.900996648936503,31
1,1,0,0,1,0,1,0,1,0,1,0,1,0,0.0,-4.900996648936503,29
0,1,1,0,0,1,0,1,1,1,0,1,0,0,0.0,-4.898822485343384,13
0,1,1,0,0,1,0,1,1,1,0,1,1,0,0.0,-4.898822485343384,15
1,0,0,1,1,0,1,0,0,0,1,0,1,1,0.0,-4.89881285872074,24
1,0,0,1,1,0,1,0,0,0,1,0,0,1,0.0,-4.89881285872074,33
0,0,1,1,0,1,0,1,0,1,0,1,1,1,0.0,-4.8966386951276215,18
0,0,1,1,0,1,0,1,0,1,0,1,0,1,0.0,-4.8966386951276215,19
0,1,0,0,1,0,1,1,1,0,1,1,0,0,0.0,-4.895181278002029,22
0,1,0,0,1,0,1,1,1,0,1,1,1,0,0.0,-4.895181278002029,19
0,0,0,1,1,0,1,1,0,0,1,1,0,1,0.0,-4.892997487786267,22
0,0,0,1,1,0,1,1,0,0,1,1,1,1,0.0,-4.892997487786267,15
1,1,1,0,0,1,0,0,1,1,1,0,0,0,0.0,-4.835060735471503,10
1,1,1,0,0,1,0,0,1,1,1,0,1,0,0.0,-4.835060735471503,11
1,0,1,1,0,1,0,0,0,1,1,0,0,1,0.0,-4.832876945255741,14
1,0,1,1,0,1,0,0,0,1,1,0,1,1,0.0,-4.832876945255741,7
1,1,0,0,1,0,1,0,1,0,0,0,0,0,0.0,-4.831559748294507,16
1,1,0,0,1,0,1,0,1,0,0,0,1,0,0.0,-4.831559748294507,21
1,0,0,1,1,0,1,0,0,0,0,0,1,1,0.0,-4.829375958078744,14
1,0,0,1,1,0,1,0,0,0,0,0,0,1,0.0,-4.829375958078744,17
0,1,1,0,0,1,0,1,1,1,1,1,1,0,0.0,-4.829245364537029,7
0,1,1,0,0,1,0,1,1,1,1,1,0,0,0.0,-4.829245364537029,12
0,0,1,1,0,1,0,1,0,1,1,1,1,1,0.0,-4.827061574321267,4
0,0,1,1,0,1,0,1,0,1,1,1,0,1,0.0,-4.827061574321267,11
0,1,0,0,1,0,1,1,1,0,0,1,0,0,0.0,-4.825744377360033,11
0,1,0,0,1,0,1,1,1,0,0,1,1,0,0.0,-4.825744377360033,15
0,0,0,1,1,0,1,1,0,0,0,1,0,1,0.0,-4.823560587144271,12
0,0,0,1,1,0,1,1,0,0,0,1,1,1,0.0,-4.823560587144271,10
1,0,1,1,0,1,0,0,0,1,0,0,1,0,0.0,-4.8052266900733995,9
1,0,1,1,0,1,0,0,0,1,0,0,0,0,0.0,-4.8052266900733995,6
1,1,1,0,0,1,0,0,1,1,0,0,1,1,0.0,-4.802599479894896,3
1,1,1,0,0,1,0,0,1,1,0,0,0,1,0.0,-4.802599479894896,2
1,0,0,1,1,0,1,0,0,0,1,0,0,0,0.0,-4.801585482732045,7
1,0,0,1,1,0,1,0,0,0,1,0,1,0,0.0,-4.801585482732045,3
0,0,1,1,0,1,0,1,0,1,0,1,0,0,0.0,-4.799411319138926,4
0,0,1,1,0,1,0,1,0,1,0,1,1,0,0.0,-4.799411319138926,6
1,1,0,0,1,0,1,0,1,0,1,0,1,1,0.0,-4.798958272553541,7
1,1,0,0,1,0,1,0,1,0,1,0,0,1,0.0,-4.798958272553541,6
0,1,1,0,0,1,0,1,1,1,0,1,1,1,0.0,-4.796784108960422,5
0,1,1,0,0,1,0,1,1,1,0,1,0,1,0.0,-4.796784108960422,2
0,0,0,1,1,0,1,1,0,0,1,1,1,0,0.0,-4.795770111797571,3
0,0,0,1,1,0,1,1,0,0,1,1,0,0,0.0,-4.795770111797571,4
0,1,0,0,1,0,1,1,1,0,1,1,0,1,0.0,-4.793142901619067,7
0,1,0,0,1,0,1,1,1,0,1,1,1,1,0.0,-4.793142901619067,4
0,1,1,0,0,1,0,1,1,1,0,0,1,0,0.0,-4.774637856277858,3
0,1,1,0,0,1,0,1,1,1,0,0,0,0,0.0,-4.774637856277858,4
1,1,1,0,0,1,0,0,1,1,0,1,1,0,0.0,-4.774238225698924,6
0,0,1,1,0,1,0,1,0,1,0,0,0,1,0.0,-4.772454066062096,3
0,0,1,1,0,1,0,1,0,1,0,0,1,1,0.0,-4.772454066062096,3
1,0,1,1,0,1,0,0,0,1,0,1,1,1,0.0,-4.772054435483162,2
1,0,1,1,0,1,0,0,0,1,0,1,0,1,0.0,-4.772054435483162,1
0,1,0,0,1,0,1,1,1,0,1,0,0,0,0.0,-4.770996648936503,3
0,1,0,0,1,0,1,1,1,0,1,0,1,0,0.0,-4.770996648936503,3
1,1,0,0,1,0,1,0,1,0,1,1,1,0,0.0,-4.770597018357569,1
1,1,0,0,1,0,1,0,1,0,1,1,0,0,0.0,-4.770597018357569,2
0,0,0,1,1,0,1,1,0,0,1,0,0,1,0.0,-4.768812858720741,2
0,0,0,1,1,0,1,1,0,0,1,0,1,1,0.0,-4.768812858720741,4
1,0,0,1,1,0,1,0,0,0,1,1,0,1,0.0,-4.7684132281418075,3
1,1,0,0,0,1,0,0,1,1,1,0,1,0,0.0,-4.761740319381006,7
1,1,0,0,0,1,0,0,1,1,1,0,0,0,0.0,-4.761740319381006,4
1,0,0,1,0,1,0,0,0,1,1,0,1,1,0.0,-4.759556529165244,5
1,0,0,1,0,1,0,0,0,1,1,0,0,1,0.0,-4.759556529165244,3
1,1,1,0,1,0,1,0,1,0,0,0,1,0,0.0,-4.757582398448948,5
1,1,1,0,1,0,1,0,1,0,0,0,0,0,0.0,-4.757582398448948,8
0,1,0,0,0,1,0,1,1,1,1,1,1,0,0.0,-4.755924948446532,4
0,1,0,0,0,1,0,1,1,1,1,1,0,0,0.0,-4.755924948446532,6
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0.0,-4.755398608233186,1
1,0,1,1,1,0,1,0,0,0,0,0,1,1,0.0,-4.755398608233186,3
0,0,0,1,0,1,0,1,0,1,1,1,1,1,0.0,-4.75374115823077,4
0,0,0,1,0,1,0,1,0,1,1,1,0,1,0.0,-4.75374115823077,3
0,1,1,0,1,0,1,1,1,0,0,1,1,0,0.0,-4.751767027514475,3
0,1,1,0,1,0,1,1,1,0,0,1,0,0,0.0,-4.751767027514475,2
0,0,1,1,1,0,1,1,0,0,0,1,0,1,0.0,-4.749583237298712,7
0,0,1,1,1,0,1,1,0,0,0,1,1,1,0.0,-4.749583237298712,3
1,0,1,1,0,1,0,0,0,1,1,0,1,0,0.0,-4.735649569267045,5
1,0,1,1,0,1,0,0,0,1,1,0,0,0,0.0,-4.735649569267045,5
1,1,0,0,1,0,1,0,1,1,0,0,0,0,0.0,-4.734336951006297,7
1,1,0,0,1,0,1,0,1,1,0,0,1,0,0.0,-4.734336951006297,8
1,1,1,0,0,1,0,0,1,0,1,0,0,0,0.0,-4.733466885425804,3
1,1,1,0,0,1,0,0,1,0,1,0,1,0,0.0,-4.733466885425804,6
1,1,1,0,0,1,0,0,1,1,1,0,0,1,0.0,-4.733022359088541,2
1,0,0,1,1,0,1,0,0,1,0,0,1,1,0.0,-4.732153160790534,5
1,0,0,1,1,0,1,0,0,1,0,0,0,1,0.0,-4.732153160790534,4
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0,-4.732148582090049,2
1,0,0,1,1,0,1,0,0,0,0,0,1,0,0.0,-4.732148582090049,3
1,0,1,1,0,1,0,0,0,0,1,0,1,1,0.0,-4.731283095210042,4
1,0,1,1,0,1,0,0,0,0,1,0,0,1,0.0,-4.731283095210042,6
0,0,1,1,0,1,0,1,0,1,1,1,1,0,0.0,-4.729834198332571,2
0,0,1,1,0,1,0,1,0,1,1,1,0,0,0.0,-4.729834198332571,2
1,1,0,0,1,0,1,0,1,0,0,0,0,1,0.0,-4.729521371911545,3
1,1,0,0,1,0,1,0,1,0,0,0,1,1,0.0,-4.729521371911545,1
0,1,0,0,1,0,1,1,1,1,0,1,0,0,0.0,-4.728521580071823,4
0,1,0,0,1,0,1,1,1,1,0,1,1,0,0.0,-4.728521580071823,3
0,1,1,0,0,1,0,1,1,0,1,1,1,0,0.0,-4.72765151449133,4
0,1,1,0,0,1,0,1,1,0,1,1,0,0,0.0,-4.72765151449133,1
0,1,1,0,0,1,0,1,1,1,1,1,0,1,0.0,-4.727206988154067,4
0,1,1,0,0,1,0,1,1,1,1,1,1,1,0.0,-4.727206988154067,1
