0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
0,0,0,1,1,0,1,0.0,-1.31,78
1,0,0,0,1,1,0,0.0,-1.31,120
1,0,0,1,1,0,0,0.0,-1.31,173
0,0,0,0,1,1,1,0.0,-1.31,88
1,1,1,1,0,0,0,0.0,-1.302148582090049,187
0,1,1,0,0,1,1,0.0,-1.302148582090049,76
0,1,1,1,0,0,1,0.0,-1.302148582090049,114
1,1,1,0,0,1,0,0.0,-1.302148582090049,145
0,0,0,1,1,0,0,0.0,-1.08,1
1,0,0,1,1,0,1,0.0,-1.077227375988696,1
1,0,0,0,1,1,1,0.0,-1.077227375988696,1
0,1,0,0,0,1,1,0.0,-1.07,1
1,1,0,0,0,1,0,0.0,-1.07,1
1,1,0,1,0,0,0,0.0,-1.07,2
1,1,1,0,0,1,1,0.0,-1.069375958078745,1
0,0,1,1,1,0,1,0.0,-1.0681286709227866,3
1,0,1,1,1,0,0,0.0,-1.0681286709227866,3
1,1,0,1,1,0,0,0.0,-1.0613082297192096,1
1,1,0,0,1,1,0,0.0,-1.0613082297192096,2
1,0,1,0,0,1,0,0.0,-1.05,1
0,0,1,1,0,0,1,0.0,-1.05,1
