0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
0,1,1,0,0,0,1,0.0,-0.36,54
1,1,1,0,0,0,0,0.0,-0.36,52
0,0,1,0,1,0,0,0.0,-0.36,34
1,0,1,0,1,0,0,0.0,-0.36,54
0,0,1,0,1,0,1,0.0,-0.36,48
0,1,1,0,0,0,0,0.0,-0.36,43
1,1,1,0,0,0,1,0.0,-0.36,101
1,0,1,0,1,0,1,0.0,-0.36,107
0,1,0,1,0,1,1,0.0,-0.35736705972552785,52
1,0,0,1,1,1,1,0.0,-0.35736705972552785,89
1,0,0,1,1,1,0,0.0,-0.35736705972552785,52
0,0,0,1,1,1,0,0.0,-0.35736705972552785,27
1,1,0,1,0,1,1,0.0,-0.35736705972552785,98
1,1,0,1,0,1,0,0.0,-0.35736705972552785,54
0,0,0,1,1,1,1,0.0,-0.35736705972552785,51
0,1,0,1,0,1,0,0.0,-0.35736705972552785,46
1,1,1,0,1,0,1,0.0,-0.3094111662044582,1
1,1,1,0,1,0,0,0.0,-0.3094111662044582,3
0,1,0,1,1,1,1,0.0,-0.30677822592998605,3
1,1,0,1,1,1,0,0.0,-0.30677822592998605,1
1,1,0,1,1,1,1,0.0,-0.30677822592998605,3
0,1,0,1,1,1,0,0.0,-0.30677822592998605,1
1,0,1,0,0,0,1,0.0,-0.3,2
0,0,1,0,0,0,1,0.0,-0.3,2
1,0,1,0,0,0,0,0.0,-0.3,2
0,0,0,1,0,1,0,0.0,-0.2973670597255278,1
1,0,0,1,0,1,1,0.0,-0.2973670597255278,6
1,0,0,1,0,1,0,0.0,-0.2973670597255278,2
1,0,0,0,1,1,0,0.0,-0.28,1
1,0,0,0,1,1,1,0.0,-0.28,1
1,1,0,0,0,1,0,0.0,-0.28,3
1,1,0,0,0,1,1,0.0,-0.28,3
0,1,0,1,0,0,1,0.0,-0.27,1
1,0,1,0,1,1,1,0.0,-0.2665740629302545,1
1,1,1,0,0,1,1,0.0,-0.2665740629302545,1
