0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
0,1,0,0,0,0,0.0,-0.48,73
0,1,0,0,0,1,0.0,-0.48,55
1,1,1,0,0,0,0.0,-0.48,55
0,1,1,0,0,1,0.0,-0.48,29
0,1,1,0,0,0,0.0,-0.48,53
1,1,0,0,0,0,0.0,-0.48,87
1,1,0,0,0,1,0.0,-0.48,64
1,1,1,0,0,1,0.0,-0.48,45
1,0,1,1,1,1,0.0,-0.4756400760059336,32
0,0,0,1,1,0,0.0,-0.4756400760059336,75
0,0,0,1,1,1,0.0,-0.4756400760059336,58
1,0,1,1,1,0,0.0,-0.4756400760059336,54
1,0,0,1,1,1,0.0,-0.4756400760059336,76
0,0,1,1,1,1,0.0,-0.4756400760059336,25
1,0,0,1,1,0,0.0,-0.4756400760059336,88
0,0,1,1,1,0,0.0,-0.4756400760059336,37
1,0,0,0,1,1,0.0,-0.41,1
0,0,1,0,1,0,0.0,-0.41,2
0,0,1,0,1,1,0.0,-0.41,1
0,0,0,0,1,0,0.0,-0.41,7
1,0,1,0,1,1,0.0,-0.41,3
1,0,1,0,1,0,0.0,-0.41,5
1,0,0,0,1,0,0.0,-0.41,3
0,0,0,0,1,1,0.0,-0.41,6
1,1,1,1,0,1,0.0,-0.40823691897793185,2
0,1,1,1,0,0,0.0,-0.40823691897793185,8
0,1,0,1,0,1,0.0,-0.40823691897793185,8
0,1,0,1,0,0,0.0,-0.40823691897793185,6
0,1,1,1,0,1,0.0,-0.40823691897793185,9
1,1,1,1,0,0,0.0,-0.40823691897793185,7
1,1,0,1,0,1,0.0,-0.40823691897793185,7
1,1,0,1,0,0,0.0,-0.40823691897793185,14
0,0,1,1,0,0,0.0,-0.3,1
1,0,0,1,0,0,0.0,-0.3,1
1,0,1,1,0,0,0.0,-0.3,1
0,1,1,0,1,0,0.0,-0.2979317589320195,1
1,1,1,0,1,0,0.0,-0.2979317589320195,1
