0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
0,0,1,0,0,0,0.0,-0.21,17
0,1,0,1,0,1,0.0,-0.21,24
0,0,1,0,0,1,0.0,-0.21,14
0,1,0,0,1,0,0.0,-0.21,20
0,0,1,1,0,0,0.0,-0.21,17
0,0,1,0,1,1,0.0,-0.21,22
0,1,0,0,1,1,0.0,-0.21,19
0,0,1,1,1,1,0.0,-0.21,13
0,0,1,1,0,1,0.0,-0.21,12
1,1,0,0,1,1,0.0,-0.21,49
0,1,0,1,0,0,0.0,-0.21,27
0,1,0,1,1,0,0.0,-0.21,33
1,0,1,0,1,0,0.0,-0.21,39
1,0,1,1,0,1,0.0,-0.21,26
1,0,1,0,0,0,0.0,-0.21,34
0,1,0,0,0,1,0.0,-0.21,22
1,1,0,0,0,0,0.0,-0.21,41
0,1,0,1,1,1,0.0,-0.21,33
1,1,0,0,0,1,0.0,-0.21,38
0,0,1,1,1,0,0.0,-0.21,28
1,0,1,1,0,0,0.0,-0.21,33
1,0,1,1,1,0,0.0,-0.21,39
0,1,0,0,0,0,0.0,-0.21,26
1,1,0,0,1,0,0.0,-0.21,49
0,0,1,0,1,0,0.0,-0.21,24
1,0,1,1,1,1,0.0,-0.21,34
1,0,1,0,1,1,0.0,-0.21,30
1,1,0,1,0,1,0.0,-0.21,44
1,1,0,1,1,1,0.0,-0.21,48
1,0,1,0,0,1,0.0,-0.21,41
1,1,0,1,0,0,0.0,-0.21,53
1,1,0,1,1,0,0.0,-0.21,51
