0,1,2,3,4,5,6,7,8,9,10,chain_break_fraction,energy,num_occurrences
0,1,1,0,0,0,1,0,1,1,0,0.0,-1.07,8
1,0,1,0,0,1,0,1,0,0,0,0.0,-1.07,8
1,0,1,0,0,0,1,1,0,0,1,0.0,-1.07,7
1,0,1,0,0,0,1,0,1,1,1,0.0,-1.07,9
1,0,1,0,0,1,0,0,1,1,1,0.0,-1.07,6
1,0,1,0,0,0,1,0,1,0,1,0.0,-1.07,5
1,0,1,0,0,1,0,1,0,0,1,0.0,-1.07,5
0,1,1,0,0,1,0,0,1,1,0,0.0,-1.07,12
1,0,1,0,0,0,1,1,0,1,1,0.0,-1.07,2
1,0,1,0,0,1,0,0,1,1,0,0.0,-1.07,5
1,0,1,0,0,1,0,1,0,1,0,0.0,-1.07,7
0,1,1,0,0,1,0,0,1,1,1,0.0,-1.07,15
0,1,1,0,0,0,1,0,1,0,0,0.0,-1.07,10
0,1,1,0,0,0,1,0,1,0,1,0.0,-1.07,18
1,0,1,0,0,1,0,1,0,1,1,0.0,-1.07,7
1,0,1,0,0,0,1,0,1,0,0,0.0,-1.07,10
1,0,1,0,0,0,1,0,1,1,0,0.0,-1.07,7
0,1,1,0,0,1,0,0,1,0,0,0.0,-1.07,14
1,0,1,0,0,0,1,1,0,0,0,0.0,-1.07,6
1,0,1,0,0,0,1,1,0,1,0,0.0,-1.07,6
1,0,1,0,0,1,0,0,1,0,0,0.0,-1.07,4
0,1,1,0,0,1,0,1,0,0,0,0.0,-1.07,18
0,1,1,0,0,0,1,1,0,0,1,0.0,-1.07,21
0,1,1,0,0,0,1,1,0,1,0,0.0,-1.07,15
0,1,1,0,0,0,1,1,0,1,1,0.0,-1.07,16
0,1,1,0,0,1,0,0,1,0,1,0.0,-1.07,25
0,1,1,0,0,0,1,0,1,1,1,0.0,-1.07,11
0,1,1,0,0,1,0,1,0,1,1,0.0,-1.07,20
0,1,1,0,0,1,0,1,0,0,1,0.0,-1.07,25
0,1,1,0,0,0,1,1,0,0,0,0.0,-1.07,11
1,0,1,0,0,1,0,0,1,0,1,0.0,-1.07,14
0,1,1,0,0,1,0,1,0,1,0,0.0,-1.07,16
1,0,0,1,1,0,1,1,0,1,1,0.0,-1.0684649857951607,9
1,0,0,1,1,0,1,0,1,1,1,0.0,-1.0684649857951607,5
1,0,0,1,1,0,1,1,0,1,0,0.0,-1.0684649857951607,5
1,0,0,1,1,0,1,0,1,0,1,0.0,-1.0684649857951607,6
1,0,0,1,1,1,0,0,1,0,0,0.0,-1.0684649857951607,6
1,0,0,1,1,0,1,0,1,0,0,0.0,-1.0684649857951607,6
0,1,0,1,1,0,1,1,0,1,1,0.0,-1.0684649857951607,14
1,0,0,1,1,1,0,0,1,0,1,0.0,-1.0684649857951607,16
1,0,0,1,1,0,1,1,0,0,1,0.0,-1.0684649857951607,8
1,0,0,1,1,0,1,0,1,1,0,0.0,-1.0684649857951607,9
0,1,0,1,1,0,1,1,0,0,0,0.0,-1.0684649857951607,22
1,0,0,1,1,1,0,0,1,1,1,0.0,-1.0684649857951607,11
0,1,0,1,1,1,0,0,1,0,0,0.0,-1.0684649857951607,14
0,1,0,1,1,1,0,1,0,0,0,0.0,-1.0684649857951607,22
0,1,0,1,1,0,1,0,1,0,0,0.0,-1.0684649857951607,22
1,0,0,1,1,1,0,1,0,0,0,0.0,-1.0684649857951607,9
1,0,0,1,1,1,0,1,0,1,0,0.0,-1.0684649857951607,11
0,1,0,1,1,1,0,1,0,1,0,0.0,-1.0684649857951607,17
1,0,0,1,1,1,0,1,0,1,1,0.0,-1.0684649857951607,9
0,1,0,1,1,0,1,0,1,1,0,0.0,-1.0684649857951607,15
1,0,0,1,1,1,0,0,1,1,0,0.0,-1.0684649857951607,5
0,1,0,1,1,0,1,0,1,0,1,0.0,-1.0684649857951607,21
0,1,0,1,1,1,0,0,1,0,1,0.0,-1.0684649857951607,27
0,1,0,1,1,1,0,1,0,1,1,0.0,-1.0684649857951607,16
1,0,0,1,1,0,1,1,0,0,0,0.0,-1.0684649857951607,8
0,1,0,1,1,1,0,0,1,1,0,0.0,-1.0684649857951607,21
0,1,0,1,1,0,1,0,1,1,1,0.0,-1.0684649857951607,22
0,1,0,1,1,1,0,1,0,0,1,0.0,-1.0684649857951607,33
0,1,0,1,1,1,0,0,1,1,1,0.0,-1.0684649857951607,21
0,1,0,1,1,0,1,1,0,0,1,0.0,-1.0684649857951607,28
1,0,0,1,1,1,0,1,0,0,1,0.0,-1.0684649857951607,10
0,1,0,1,1,0,1,1,0,1,0,0.0,-1.0684649857951607,17
0,1,0,0,1,0,1,0,1,1,0,0.0,-1.03,1
0,1,0,0,1,1,0,0,1,1,0,0.0,-1.03,1
1,0,0,0,1,0,1,1,0,1,0,0.0,-1.03,1
0,1,0,0,1,0,1,1,0,1,0,0.0,-1.03,1
0,1,0,0,1,1,0,1,0,1,0,0.0,-1.03,4
1,0,0,0,1,1,0,0,1,1,0,0.0,-1.03,1
1,0,0,0,1,1,0,1,0,0,0,0.0,-1.03,5
1,0,0,0,1,1,0,1,0,1,1,0.0,-1.03,2
0,1,0,0,1,1,0,1,0,0,0,0.0,-1.03,2
0,1,0,0,1,1,0,0,1,0,1,0.0,-1.03,5
1,0,0,0,1,0,1,0,1,0,1,0.0,-1.03,4
1,0,0,0,1,1,0,1,0,0,1,0.0,-1.03,2
1,0,0,0,1,1,0,0,1,1,1,0.0,-1.03,3
1,0,0,0,1,0,1,0,1,1,1,0.0,-1.03,2
0,1,0,0,1,1,0,1,0,0,1,0.0,-1.03,4
1,0,0,0,1,1,0,0,1,0,1,0.0,-1.03,2
0,1,0,0,1,0,1,0,1,1,1,0.0,-1.03,3
0,1,0,0,1,0,1,1,0,1,1,0.0,-1.03,3
1,0,0,0,1,0,1,1,0,0,1,0.0,-1.03,3
1,0,0,0,1,0,1,1,0,0,0,0.0,-1.03,2
1,0,0,0,1,0,1,1,0,1,1,0.0,-1.03,1
0,1,0,0,1,0,1,1,0,0,1,0.0,-1.03,4
0,1,0,0,1,1,0,1,0,1,1,0.0,-1.03,5
0,1,0,0,1,1,0,0,1,1,1,0.0,-1.03,6
1,0,0,0,1,1,0,0,1,0,0,0.0,-1.03,1
0,1,0,0,1,1,0,0,1,0,0,0.0,-1.03,5
0,1,0,0,1,0,1,0,1,0,0,0.0,-1.03,4
0,1,0,0,1,0,1,0,1,0,1,0.0,-1.03,3
0,1,0,0,1,0,1,1,0,0,0,0.0,-1.03,3
0,1,1,1,0,1,0,0,1,1,1,0.0,-1.0257581476005373,3
1,0,1,1,0,1,0,1,0,0,1,0.0,-1.0257581476005373,1
0,1,1,1,0,0,1,1,0,1,1,0.0,-1.0257581476005373,2
1,0,1,1,0,1,0,0,1,0,1,0.0,-1.0257581476005373,1
1,0,1,1,0,0,1,0,1,0,0,0.0,-1.0257581476005373,2
1,0,1,1,0,0,1,1,0,0,1,0.0,-1.0257581476005373,2
1,0,1,1,0,0,1,0,1,0,1,0.0,-1.0257581476005373,2
1,0,1,1,0,1,0,1,0,1,0,0.0,-1.0257581476005373,2
1,0,1,1,0,0,1,1,0,1,1,0.0,-1.0257581476005373,2
