0,1,2,3,4,5,6,7,chain_break_fraction,energy,num_occurrences
1,0,1,1,1,0,1,0,0.0,-0.56,22
1,0,0,0,0,0,0,1,0.0,-0.56,21
1,0,1,0,1,0,1,1,0.0,-0.56,21
1,0,0,1,0,0,0,0,0.0,-0.56,34
1,0,1,1,0,0,0,0,0.0,-0.56,45
1,0,0,0,1,0,0,1,0.0,-0.56,15
1,0,0,0,0,0,1,1,0.0,-0.56,9
1,0,1,0,0,0,1,1,0.0,-0.56,27
1,0,0,0,1,0,1,1,0.0,-0.56,9
1,0,1,1,0,0,1,0,0.0,-0.56,35
1,0,1,0,1,0,0,1,0.0,-0.56,22
1,0,0,1,1,0,1,0,0.0,-0.56,20
1,0,0,1,1,0,0,0,0.0,-0.56,30
1,0,0,1,0,0,1,0,0.0,-0.56,32
1,0,1,1,1,0,0,0,0.0,-0.56,41
1,0,1,0,0,0,0,1,0.0,-0.56,32
0,1,0,0,0,1,1,1,0.0,-0.5583600299451695,14
0,1,1,0,1,1,0,1,0.0,-0.5583600299451695,26
0,1,0,1,0,1,0,0,0.0,-0.5583600299451695,36
0,1,1,0,1,1,1,1,0.0,-0.5583600299451695,15
0,1,1,1,0,1,1,0,0.0,-0.5583600299451695,36
0,1,0,0,1,1,1,1,0.0,-0.5583600299451695,12
0,1,1,0,0,1,0,1,0.0,-0.5583600299451695,28
0,1,0,0,1,1,0,1,0.0,-0.5583600299451695,24
0,1,0,1,1,1,0,0,0.0,-0.5583600299451695,44
0,1,0,1,0,1,1,0,0.0,-0.5583600299451695,30
0,1,1,0,0,1,1,1,0.0,-0.5583600299451695,18
0,1,0,0,0,1,0,1,0.0,-0.5583600299451695,28
0,1,1,1,1,1,1,0,0.0,-0.5583600299451695,40
0,1,0,1,1,1,1,0,0.0,-0.5583600299451695,14
0,1,1,1,1,1,0,0,0.0,-0.5583600299451695,35
0,1,1,1,0,1,0,0,0.0,-0.5583600299451695,60
1,0,1,1,0,1,1,0,0.0,-0.5183117670214391,1
1,0,0,1,0,1,1,0,0.0,-0.5183117670214391,2
1,0,0,0,1,1,0,1,0.0,-0.5183117670214391,1
1,0,1,0,0,1,0,1,0.0,-0.5183117670214391,4
1,0,1,1,1,1,1,0,0.0,-0.5183117670214391,6
1,0,0,1,1,1,0,0,0.0,-0.5183117670214391,6
1,0,0,0,0,1,0,1,0.0,-0.5183117670214391,4
1,0,0,1,1,1,1,0,0.0,-0.5183117670214391,2
1,0,1,0,1,1,0,1,0.0,-0.5183117670214391,2
1,0,0,0,0,1,1,1,0.0,-0.5183117670214391,1
1,0,1,0,1,1,1,1,0.0,-0.5183117670214391,2
1,0,1,1,1,1,0,0,0.0,-0.5183117670214391,6
1,0,0,1,0,1,0,0,0.0,-0.5183117670214391,6
1,0,1,1,0,1,0,0,0.0,-0.5183117670214391,6
0,1,1,0,0,0,0,1,0.0,-0.51,2
0,1,1,0,1,0,0,1,0.0,-0.51,1
0,1,1,0,0,0,1,1,0.0,-0.51,1
0,1,0,0,1,0,1,1,0.0,-0.51,2
0,1,1,1,0,0,1,0,0.0,-0.51,3
0,1,1,1,1,0,1,0,0.0,-0.51,3
0,1,0,0,0,0,1,1,0.0,-0.51,3
0,1,0,1,0,0,1,0,0.0,-0.51,5
0,1,1,1,1,0,0,0,0.0,-0.51,6
0,1,0,1,1,0,1,0,0.0,-0.51,3
0,1,1,1,0,0,0,0,0.0,-0.51,8
0,1,0,0,0,0,0,1,0.0,-0.51,6
0,1,0,0,1,0,0,1,0.0,-0.51,3
0,1,0,1,1,0,0,0,0.0,-0.51,7
0,1,0,1,0,0,0,0,0.0,-0.51,8
0,1,1,0,1,0,1,1,0.0,-0.51,3
0,0,1,0,1,1,0,1,0.0,-0.45,1
0,0,1,1,1,1,0,0,0.0,-0.45,1
0,0,0,1,1,1,1,0,0.0,-0.45,1
0,0,1,0,0,1,1,1,0.0,-0.45,1
0,0,0,0,0,1,1,1,0.0,-0.45,2
1,1,1,1,0,0,1,0,0.0,-0.446788661998531,1
1,1,1,0,0,0,0,1,0.0,-0.446788661998531,1
1,1,0,0,0,0,1,1,0.0,-0.446788661998531,1
1,1,1,0,0,0,1,1,0.0,-0.446788661998531,1
1,1,1,1,0,0,0,0,0.0,-0.446788661998531,1
1,1,1,1,1,0,1,0,0.0,-0.446788661998531,1
