0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
1,0,1,1,0,0,0.0,-0.07,41
0,0,0,1,0,0,0.0,-0.07,28
0,1,0,0,1,1,0.0,-0.07,26
0,0,1,0,1,1,0.0,-0.07,21
1,0,0,1,0,1,0.0,-0.07,33
0,0,1,1,0,0,0.0,-0.07,24
1,0,0,0,1,1,0.0,-0.07,24
1,1,1,1,0,1,0.0,-0.07,40
1,1,0,1,0,1,0.0,-0.07,28
1,1,1,1,0,0,0.0,-0.07,33
0,1,0,1,0,0,0.0,-0.07,28
1,1,0,0,1,1,0.0,-0.07,26
0,0,0,0,1,1,0.0,-0.07,23
0,1,1,1,0,0,0.0,-0.07,54
0,1,1,0,1,0,0.0,-0.07,30
0,1,1,1,0,1,0.0,-0.07,38
0,1,0,1,0,1,0.0,-0.07,31
0,1,1,0,1,1,0.0,-0.07,24
1,0,0,0,1,0,0.0,-0.07,22
0,0,1,1,0,1,0.0,-0.07,38
1,1,0,1,0,0,0.0,-0.07,34
0,0,0,0,1,0,0.0,-0.07,28
1,0,1,0,1,0,0.0,-0.07,33
1,1,1,0,1,1,0.0,-0.07,45
0,1,0,0,1,0,0.0,-0.07,24
1,1,0,0,1,0,0.0,-0.07,37
0,0,1,0,1,0,0.0,-0.07,32
1,1,1,0,1,0,0.0,-0.07,34
1,0,0,1,0,0,0.0,-0.07,30
0,0,0,1,0,1,0.0,-0.07,25
1,0,1,0,1,1,0.0,-0.07,36
1,0,1,1,0,1,0.0,-0.07,30
