0,1,2,3,4,5,6,7,8,9,10,11,chain_break_fraction,energy,num_occurrences
1,0,0,0,1,1,0,1,0,0,0,0,0.0,-1.3994111662044582,11
1,1,0,0,1,1,0,1,0,1,0,0,0.0,-1.3994111662044582,9
1,0,0,0,1,1,1,0,0,1,0,0,0.0,-1.3994111662044582,5
1,0,0,0,1,1,0,1,0,1,0,0,0.0,-1.3994111662044582,4
1,0,0,1,1,1,0,1,0,1,0,0,0.0,-1.3994111662044582,4
1,1,0,0,1,1,1,0,0,1,0,0,0.0,-1.3994111662044582,8
1,1,0,1,1,1,0,1,0,0,0,0,0.0,-1.3994111662044582,18
1,0,0,1,1,1,1,0,0,1,0,0,0.0,-1.3994111662044582,8
1,0,0,1,1,1,0,1,0,0,0,0,0.0,-1.3994111662044582,17
1,0,0,0,1,1,1,0,0,0,0,0,0.0,-1.3994111662044582,10
1,1,0,0,1,1,0,1,0,0,0,0,0.0,-1.3994111662044582,15
1,1,0,1,1,1,1,0,0,0,0,0,0.0,-1.3994111662044582,25
1,0,0,1,1,1,1,0,0,0,0,0,0.0,-1.3994111662044582,22
1,1,0,0,1,1,1,0,0,0,0,0,0.0,-1.3994111662044582,21
1,1,0,1,1,1,1,0,0,1,0,0,0.0,-1.3994111662044582,10
1,1,0,1,1,1,0,1,0,1,0,0,0.0,-1.3994111662044582,13
1,0,1,0,1,0,0,1,0,0,1,1,0.0,-1.3971019933196698,3
1,1,1,1,1,0,1,0,0,0,1,1,0.0,-1.3971019933196698,17
1,1,1,0,1,0,0,1,0,0,1,1,0.0,-1.3971019933196698,9
1,0,1,0,1,0,1,0,0,0,1,1,0.0,-1.3971019933196698,10
1,0,1,0,1,0,0,1,0,1,1,1,0.0,-1.3971019933196698,2
1,1,1,1,1,0,1,0,0,1,1,1,0.0,-1.3971019933196698,10
1,0,1,1,1,0,1,0,0,0,1,1,0.0,-1.3971019933196698,9
1,0,1,1,1,0,0,1,0,1,1,1,0.0,-1.3971019933196698,5
1,0,1,0,1,0,1,0,0,1,1,1,0.0,-1.3971019933196698,5
1,1,1,0,1,0,0,1,0,1,1,1,0.0,-1.3971019933196698,4
1,1,1,1,1,0,0,1,0,1,1,1,0.0,-1.3971019933196698,12
1,1,1,0,1,0,1,0,0,0,1,1,0.0,-1.3971019933196698,9
1,1,1,0,1,0,1,0,0,1,1,1,0.0,-1.3971019933196698,12
1,0,1,1,1,0,1,0,0,1,1,1,0.0,-1.3971019933196698,14
1,1,1,1,1,0,0,1,0,0,1,1,0.0,-1.3971019933196698,15
1,0,1,1,1,0,0,1,0,0,1,1,0.0,-1.3971019933196698,10
0,0,0,1,0,1,0,1,1,1,0,0,0.0,-1.3900000000000001,7
0,0,0,0,0,1,0,1,1,1,0,0,0.0,-1.3900000000000001,3
0,1,0,0,0,1,0,1,1,0,0,0,0.0,-1.3900000000000001,16
0,0,0,0,0,1,1,0,1,0,0,0,0.0,-1.3900000000000001,18
0,1,0,1,0,1,1,0,1,1,0,0,0.0,-1.3900000000000001,13
0,0,0,1,0,1,1,0,1,0,0,0,0.0,-1.3900000000000001,14
0,0,0,0,0,1,0,1,1,0,0,0,0.0,-1.3900000000000001,6
0,1,0,1,0,1,0,1,1,0,0,0,0.0,-1.3900000000000001,32
0,0,0,1,0,1,0,1,1,0,0,0,0.0,-1.3900000000000001,16
0,0,0,0,0,1,1,0,1,1,0,0,0.0,-1.3900000000000001,7
0,1,0,0,0,1,1,0,1,0,0,0,0.0,-1.3900000000000001,19
0,1,0,0,0,1,1,0,1,1,0,0,0.0,-1.3900000000000001,11
0,1,0,1,0,1,1,0,1,0,0,0,0.0,-1.3900000000000001,23
0,1,0,0,0,1,0,1,1,1,0,0,0.0,-1.3900000000000001,11
0,1,0,1,0,1,0,1,1,1,0,0,0.0,-1.3900000000000001,12
0,0,0,1,0,1,1,0,1,1,0,0,0.0,-1.3900000000000001,11
0,0,1,1,0,0,0,1,1,0,1,1,0.0,-1.3876908271152115,8
