0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
1,1,0,1,1,0,0,0.0,-0.18,22
1,0,0,1,1,0,1,0.0,-0.18,35
0,1,1,0,0,1,0,0.0,-0.18,24
1,0,0,0,1,1,0,0.0,-0.18,22
1,1,0,0,0,1,1,0.0,-0.18,20
0,1,1,0,0,1,1,0.0,-0.18,28
1,0,0,0,0,1,0,0.0,-0.18,19
0,1,1,1,0,0,0,0.0,-0.18,48
1,0,0,1,0,0,0,0.0,-0.18,42
1,1,0,0,1,1,0,0.0,-0.18,17
1,0,0,0,0,1,1,0.0,-0.18,28
0,0,1,0,1,1,0,0.0,-0.18,27
1,1,0,0,0,1,0,0.0,-0.18,19
0,1,1,1,1,0,1,0.0,-0.18,33
0,0,1,0,0,1,1,0.0,-0.18,27
0,0,1,1,1,0,1,0.0,-0.18,51
1,1,0,1,0,0,1,0.0,-0.18,29
0,0,1,0,0,1,0,0.0,-0.18,32
0,1,1,1,1,0,0,0.0,-0.18,34
0,0,1,1,0,0,0,0.0,-0.18,42
1,1,0,1,0,0,0,0.0,-0.18,31
0,1,1,0,1,1,1,0.0,-0.18,31
0,1,1,0,1,1,0,0.0,-0.18,20
1,0,0,1,1,0,0,0.0,-0.18,40
1,0,0,0,1,1,1,0.0,-0.18,20
0,1,1,1,0,0,1,0.0,-0.18,42
0,0,1,0,1,1,1,0.0,-0.18,39
1,0,0,1,0,0,1,0.0,-0.18,35
0,0,1,1,1,0,0,0.0,-0.18,38
1,1,0,1,1,0,1,0.0,-0.18,25
0,0,1,1,0,0,1,0.0,-0.18,49
1,1,0,0,1,1,1,0.0,-0.18,26
1,0,1,1,0,0,0,0.0,-0.11214858209004887,1
1,0,1,1,0,0,1,0.0,-0.11214858209004887,1
1,1,1,1,0,0,1,0.0,-0.11214858209004887,1
0,1,0,0,1,1,0,0.0,-0.11,1
0,0,1,0,1,0,0,0.0,-0.07,1
