0,1,2,3,4,5,6,7,8,9,10,11,chain_break_fraction,energy,num_occurrences
1,1,0,1,0,0,1,0,0,0,1,0,0.0,-1.87,16
1,1,0,0,1,0,0,0,1,0,1,0,0.0,-1.87,25
1,1,0,1,0,0,0,0,1,0,1,0,0.0,-1.87,23
1,1,0,0,1,0,1,0,0,0,1,0,0.0,-1.87,24
1,0,0,0,1,0,1,0,0,0,1,1,0.0,-1.87,30
1,0,0,1,0,0,0,0,1,0,1,1,0.0,-1.87,27
1,0,0,1,0,0,1,0,0,0,1,1,0.0,-1.87,15
1,0,0,0,1,0,0,0,1,0,1,1,0.0,-1.87,38
0,1,0,0,1,0,1,1,0,1,1,0,0.0,-1.8641906373139199,17
0,1,0,1,0,0,0,1,1,1,1,0,0.0,-1.8641906373139199,19
0,0,0,1,0,0,0,1,1,1,1,1,0.0,-1.8641906373139199,25
0,1,0,0,1,0,0,1,1,1,1,0,0.0,-1.8641906373139199,21
0,1,0,1,0,0,1,1,0,1,1,0,0.0,-1.8641906373139199,16
0,0,0,1,0,0,1,1,0,1,1,1,0.0,-1.8641906373139199,20
0,0,0,0,1,0,0,1,1,1,1,1,0.0,-1.8641906373139199,31
0,0,0,0,1,0,1,1,0,1,1,1,0.0,-1.8641906373139199,27
1,0,1,1,0,1,1,0,0,0,0,1,0.0,-1.8621485820900492,22
1,1,1,0,1,1,1,0,0,0,0,0,0.0,-1.8621485820900492,20
1,1,1,1,0,1,1,0,0,0,0,0,0.0,-1.8621485820900492,16
1,1,1,1,0,1,0,0,1,0,0,0,0.0,-1.8621485820900492,18
1,1,1,0,1,1,0,0,1,0,0,0,0.0,-1.8621485820900492,26
1,0,1,0,1,1,0,0,1,0,0,1,0.0,-1.8621485820900492,38
1,0,1,0,1,1,1,0,0,0,0,1,0.0,-1.8621485820900492,27
1,0,1,1,0,1,0,0,1,0,0,1,0.0,-1.8621485820900492,31
0,1,1,0,1,1,0,1,1,1,0,0,0.0,-1.8563392194039687,21
0,0,1,0,1,1,1,1,0,1,0,1,0.0,-1.8563392194039687,24
0,1,1,1,0,1,0,1,1,1,0,0,0.0,-1.8563392194039687,20
0,0,1,1,0,1,0,1,1,1,0,1,0.0,-1.8563392194039687,26
0,1,1,1,0,1,1,1,0,1,0,0,0.0,-1.8563392194039687,16
0,1,1,0,1,1,1,1,0,1,0,0,0.0,-1.8563392194039687,15
0,0,1,0,1,1,0,1,1,1,0,1,0.0,-1.8563392194039687,39
0,0,1,1,0,1,1,1,0,1,0,1,0.0,-1.8563392194039687,18
0,1,0,1,0,0,1,0,0,1,1,0,0.0,-1.83,5
0,0,0,0,1,0,0,0,1,1,1,1,0.0,-1.83,13
0,0,0,1,0,0,1,0,0,1,1,1,0.0,-1.83,6
0,0,0,0,1,0,1,0,0,1,1,1,0.0,-1.83,10
0,1,0,0,1,0,1,0,0,1,1,0,0.0,-1.83,10
0,0,0,1,0,0,0,0,1,1,1,1,0.0,-1.83,9
0,1,0,1,0,0,0,0,1,1,1,0,0.0,-1.83,12
0,1,0,0,1,0,0,0,1,1,1,0,0.0,-1.83,8
1,1,0,1,0,0,0,1,1,0,1,0,0.0,-1.8291740573976585,2
1,0,0,1,0,0,1,1,0,0,1,1,0.0,-1.8291740573976585,2
1,0,0,0,1,0,0,1,1,0,1,1,0.0,-1.8291740573976585,3
1,0,0,0,1,0,1,1,0,0,1,1,0.0,-1.8291740573976585,9
1,1,0,0,1,0,0,1,1,0,1,0,0.0,-1.8291740573976585,8
1,0,0,1,0,0,0,1,1,0,1,1,0.0,-1.8291740573976585,3
1,1,0,1,0,0,1,1,0,0,1,0,0.0,-1.8291740573976585,3
1,1,0,0,1,0,1,1,0,0,1,0,0.0,-1.8291740573976585,7
0,1,1,1,0,1,1,0,0,1,0,0,0.0,-1.8221485820900492,6
0,1,1,0,1,1,0,0,1,1,0,0,0.0,-1.8221485820900492,9
0,1,1,1,0,1,0,0,1,1,0,0,0.0,-1.8221485820900492,12
0,0,1,0,1,1,1,0,0,1,0,1,0.0,-1.8221485820900492,9
0,0,1,0,1,1,0,0,1,1,0,1,0.0,-1.8221485820900492,15
0,0,1,1,0,1,0,0,1,1,0,1,0.0,-1.8221485820900492,7
0,0,1,1,0,1,1,0,0,1,0,1,0.0,-1.8221485820900492,10
0,1,1,0,1,1,1,0,0,1,0,0,0.0,-1.8221485820900492,12
1,0,1,0,1,1,1,1,0,0,0,1,0.0,-1.8213226394877073,1
1,0,1,1,0,1,0,1,1,0,0,1,0.0,-1.8213226394877073,3
1,1,1,0,1,1,0,1,1,0,0,0,0.0,-1.8213226394877073,7
1,1,1,0,1,1,1,1,0,0,0,0,0.0,-1.8213226394877073,6
1,0,1,0,1,1,0,1,1,0,0,1,0.0,-1.8213226394877073,2
1,0,1,1,0,1,1,1,0,0,0,1,0.0,-1.8213226394877073,3
1,1,1,1,0,1,0,1,1,0,0,0,0.0,-1.8213226394877073,8
1,1,1,1,0,1,1,1,0,0,0,0,0.0,-1.8213226394877073,7
1,1,0,0,1,0,1,0,0,1,1,0,0.0,-1.7238984103944883,1
1,0,0,0,1,0,0,0,1,1,1,1,0.0,-1.7238984103944883,1
0,0,0,0,1,0,1,1,0,0,1,1,0.0,-1.72,1
1,0,1,0,1,1,1,0,0,1,0,1,0.0,-1.7160469924845374,1
1,1,1,1,0,1,1,0,0,1,0,0,0.0,-1.7160469924845374,1
1,0,1,1,0,1,0,0,1,1,0,1,0.0,-1.7160469924845374,2
0,0,1,1,0,1,1,1,0,0,0,1,0.0,-1.7121485820900488,1
0,0,1,0,1,1,0,1,1,0,0,1,0.0,-1.7121485820900488,1
0,1,1,0,1,1,0,1,1,0,0,0,0.0,-1.7121485820900488,2
0,1,1,0,1,1,1,1,0,0,0,0,0.0,-1.7121485820900488,1
1,0,0,0,1,1,1,0,0,0,1,1,0.0,-1.6281286709227867,1
1,0,0,1,0,1,1,0,0,0,1,1,0.0,-1.6281286709227867,1
1,1,0,0,1,1,0,0,1,0,1,0,0.0,-1.6281286709227867,1
0,1,1,0,1,0,1,1,0,1,0,0,0.0,-1.6241906373139197,1
0,0,0,0,1,1,1,1,0,1,1,1,0.0,-1.6223193082367062,1
0,1,1,1,0,1,0,1,1,1,0,1,0.0,-1.6061163382071661,1
0,0,0,1,0,1,0,1,1,1,0,1,0.0,-1.6041906373139196,1
0,1,1,0,1,0,1,0,0,1,1,0,0.0,-1.5813082297192094,1
0,0,0,0,1,1,0,0,1,1,0,1,0.0,-1.57,1
1,1,0,1,1,0,0,0,1,0,1,0,0.0,-1.5639823719627142,1
