0,1,2,3,4,5,6,7,8,9,chain_break_fraction,energy,num_occurrences
1,0,0,1,1,0,1,1,0,1,0.0,-4.348007460420276,108
0,1,0,0,1,0,1,0,1,1,0.0,-4.338224153308393,55
1,0,1,1,0,1,0,1,0,0,0.0,-4.335893330795043,64
0,1,1,0,0,1,0,0,1,0,0.0,-4.32611002368316,25
0,0,0,1,1,0,1,1,1,1,0.0,-4.2665539545918785,53
1,1,0,0,1,0,1,0,0,1,0.0,-4.264147590210224,31
0,0,1,1,0,1,0,1,1,0,0.0,-4.2544398249666475,25
1,1,1,0,0,1,0,0,0,0,0.0,-4.252033460584993,23
1,0,0,0,1,0,1,1,1,1,0.0,-4.250474159570401,23
1,0,0,1,1,0,0,1,0,1,0.0,-4.244393982338681,28
0,1,0,1,1,0,1,0,0,1,0.0,-4.242946909051743,30
0,0,0,1,1,0,1,1,0,1,0.0,-4.242114129625231,32
1,0,1,1,0,1,1,1,0,0,0.0,-4.241793515893054,27
1,0,0,1,1,0,1,1,1,1,0.0,-4.240807315332092,37
1,1,0,0,1,0,1,0,1,1,0.0,-4.2386176438385545,27
1,0,1,0,0,1,0,1,1,0,0.0,-4.23836002994517,12
0,1,0,0,1,0,0,0,1,1,0.0,-4.234610675226798,9
0,1,0,0,1,0,1,0,0,1,0.0,-4.232114129625232,18
0,1,1,0,0,1,1,0,1,0,0.0,-4.232010208781171,12
0,1,1,1,0,1,0,0,0,0,0.0,-4.230832779426511,16
0,0,1,1,0,1,0,1,0,0,0.0,-4.23,14
1,0,1,1,0,1,0,1,1,0,0.0,-4.2286931857068595,11
1,1,1,0,0,1,0,0,1,0,0.0,-4.226503514213324,7
0,1,1,0,0,1,0,0,0,0,0.0,-4.220000000000001,11
1,0,0,1,0,0,1,1,0,1,0.0,-4.1843794146329305,17
1,0,1,1,1,1,0,1,0,0,0.0,-4.177193287987275,21
0,1,0,0,0,0,1,0,1,1,0.0,-4.174596107521048,8
0,1,1,0,1,1,0,0,1,0,0.0,-4.167409980875393,5
0,0,0,1,1,0,0,1,1,1,0.0,-4.162940476510284,9
1,0,1,1,1,0,1,1,0,0,0.0,-4.1610207250387505,12
1,1,0,0,1,0,0,0,0,1,0.0,-4.16053411212863,5
0,0,1,1,0,1,1,1,1,0,0.0,-4.160340010064658,10
1,1,1,0,0,1,1,0,0,0,0.0,-4.157933645683004,8
0,1,1,0,1,0,1,0,1,0,0.0,-4.151237417926868,10
1,0,0,1,0,1,0,1,0,1,0.0,-4.150611627414001,8
1,0,0,0,1,0,0,1,1,1,0.0,-4.146860681488807,11
1,0,1,0,0,1,1,1,1,0,0.0,-4.144260215043181,7
0,1,0,0,0,1,0,0,1,1,0.0,-4.140828320302118,2
0,1,0,1,1,0,0,0,0,1,0.0,-4.139333430970148,4
0,0,0,1,1,0,0,1,0,1,0.0,-4.138500651543637,4
1,0,0,1,1,0,0,1,1,1,0.0,-4.137193837250497,9
0,1,1,1,0,1,1,0,0,0,0.0,-4.136732964524523,5
0,0,1,1,0,1,1,1,0,0,0.0,-4.135900185098011,4
1,1,0,0,1,0,0,0,1,1,0.0,-4.1350041657569605,6
1,0,1,1,0,1,1,1,1,0,0.0,-4.13459337080487,9
1,1,1,0,0,1,1,0,1,0,0.0,-4.132403699311334,3
0,1,0,0,1,0,0,0,0,1,0.0,-4.1285006515436375,4
0,1,1,0,0,1,1,0,0,0,0.0,-4.125900185098011,5
0,0,0,1,0,0,1,1,1,1,0.0,-4.102925908804534,5
1,1,0,0,0,0,1,0,0,1,0.0,-4.1005195444228795,3
0,0,1,1,1,1,0,1,1,0,0.0,-4.095739782158878,4
1,1,1,0,1,1,0,0,0,0,0.0,-4.093333417777224,2
1,0,0,0,0,0,1,1,1,1,0.0,-4.086846113783056,6
1,0,1,0,1,1,0,1,1,0,0.0,-4.079659987137401,5
0,0,1,1,1,0,1,1,1,0,0.0,-4.079567219210354,3
0,1,0,1,0,0,1,0,0,1,0.0,-4.079318863264398,4
0,0,0,1,0,0,1,1,0,1,0.0,-4.078486083837887,6
1,0,0,1,0,0,1,1,1,1,0.0,-4.0771792695447475,1
1,1,1,0,1,0,1,0,0,0,0.0,-4.0771608548286995,4
0,1,1,1,1,1,0,0,0,0,0.0,-4.072132736618743,1
0,0,1,1,1,1,0,1,0,0,0.0,-4.071299957192231,4
1,0,1,1,1,1,0,1,1,0,0.0,-4.069993142899092,5
0,0,0,1,0,1,0,1,1,1,0.0,-4.069158121585604,5
0,1,0,0,0,0,1,0,0,1,0.0,-4.068486083837887,4
1,1,1,0,1,1,0,0,1,0,0.0,-4.067803471405554,4
1,1,0,0,0,1,0,0,0,1,0.0,-4.066751757203949,1
1,0,1,0,1,0,1,1,1,0,0.0,-4.063487424188876,3
0,1,1,0,1,1,0,0,0,0,0.0,-4.061299957192231,3
0,1,1,1,1,0,1,0,0,0,0.0,-4.055960173670218,4
