0,1,2,3,4,5,6,7,8,9,10,11,12,chain_break_fraction,energy,num_occurrences
0,0,1,0,0,0,1,1,0,1,0,0,1,0.0,-2.31,6
0,0,1,0,0,0,1,0,1,0,0,0,1,0.0,-2.31,7
0,0,1,0,0,0,1,1,0,0,0,0,1,0.0,-2.31,17
0,0,1,0,1,0,1,1,0,0,0,0,0,0.0,-2.31,8
0,1,1,0,0,0,1,1,0,0,0,0,1,0.0,-2.31,16
0,0,1,0,1,0,1,1,0,1,0,0,0,0.0,-2.31,11
0,1,1,0,1,0,1,0,1,0,0,0,0,0.0,-2.31,9
0,0,1,0,1,0,1,0,1,1,0,0,0,0.0,-2.31,4
0,1,1,0,1,0,1,1,0,1,0,0,0,0.0,-2.31,18
0,1,1,0,1,0,1,0,1,1,0,0,0,0.0,-2.31,8
0,1,1,0,0,0,1,0,1,0,0,0,1,0.0,-2.31,11
0,1,1,0,0,0,1,1,0,1,0,0,1,0.0,-2.31,8
0,1,1,0,1,0,1,1,0,0,0,0,0,0.0,-2.31,17
0,0,1,0,1,0,1,0,1,0,0,0,0,0.0,-2.31,11
0,0,1,0,0,0,1,0,1,1,0,0,1,0.0,-2.31,8
0,1,1,0,0,0,1,0,1,1,0,0,1,0.0,-2.31,17
0,0,1,1,1,0,0,1,0,1,1,1,0,0.0,-2.3076908271152115,3
0,1,1,1,1,0,0,1,0,1,1,1,0,0.0,-2.3076908271152115,4
0,1,1,1,0,0,0,0,1,0,1,1,1,0.0,-2.3076908271152115,4
0,1,1,1,0,0,0,0,1,1,1,1,1,0.0,-2.3076908271152115,6
0,0,1,1,0,0,0,1,0,0,1,1,1,0.0,-2.3076908271152115,4
0,1,1,1,0,0,0,1,0,1,1,1,1,0.0,-2.3076908271152115,12
0,0,1,1,0,0,0,1,0,1,1,1,1,0.0,-2.3076908271152115,8
0,0,1,1,0,0,0,0,1,1,1,1,1,0.0,-2.3076908271152115,7
0,1,1,1,1,0,0,1,0,0,1,1,0,0.0,-2.3076908271152115,12
0,1,1,1,0,0,0,1,0,0,1,1,1,0.0,-2.3076908271152115,4
0,1,1,1,1,0,0,0,1,1,1,1,0,0.0,-2.3076908271152115,9
0,0,1,1,1,0,0,1,0,0,1,1,0,0.0,-2.3076908271152115,10
0,0,1,1,0,0,0,0,1,0,1,1,1,0.0,-2.3076908271152115,7
0,1,1,1,1,0,0,0,1,0,1,1,0,0.0,-2.3076908271152115,6
0,0,1,1,1,0,0,0,1,0,1,1,0,0.0,-2.3076908271152115,4
0,0,1,1,1,0,0,0,1,1,1,1,0,0.0,-2.3076908271152115,9
1,0,0,0,1,1,1,0,1,0,0,0,0,0.0,-2.3067544334033796,9
1,1,0,0,0,1,1,0,1,0,0,0,1,0.0,-2.3067544334033796,8
1,0,0,0,0,1,1,1,0,1,0,0,1,0.0,-2.3067544334033796,7
1,1,0,0,0,1,1,0,1,1,0,0,1,0.0,-2.3067544334033796,10
1,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-2.3067544334033796,13
1,0,0,0,1,1,1,0,1,1,0,0,0,0.0,-2.3067544334033796,5
1,0,0,0,0,1,1,0,1,0,0,0,1,0.0,-2.3067544334033796,13
1,0,0,0,0,1,1,1,0,0,0,0,1,0.0,-2.3067544334033796,5
1,1,0,0,1,1,1,0,1,0,0,0,0,0.0,-2.3067544334033796,15
1,1,0,0,0,1,1,1,0,0,0,0,1,0.0,-2.3067544334033796,21
1,1,0,0,1,1,1,0,1,1,0,0,0,0.0,-2.3067544334033796,11
1,0,0,0,0,1,1,0,1,1,0,0,1,0.0,-2.3067544334033796,9
1,1,0,0,1,1,1,1,0,1,0,0,0,0.0,-2.3067544334033796,16
1,1,0,0,0,1,1,1,0,1,0,0,1,0.0,-2.3067544334033796,16
1,0,0,0,1,1,1,1,0,1,0,0,0,0.0,-2.3067544334033796,9
1,1,0,0,1,1,1,1,0,0,0,0,0,0.0,-2.3067544334033796,18
1,0,0,1,1,1,0,0,1,0,1,1,0,0.0,-2.304445260518591,2
1,0,0,1,1,1,0,1,0,0,1,1,0,0.0,-2.304445260518591,8
1,0,0,1,0,1,0,0,1,1,1,1,1,0.0,-2.304445260518591,3
1,0,0,1,1,1,0,0,1,1,1,1,0,0.0,-2.304445260518591,6
1,1,0,1,0,1,0,0,1,0,1,1,1,0.0,-2.304445260518591,7
1,0,0,1,0,1,0,1,0,1,1,1,1,0.0,-2.304445260518591,3
1,0,0,1,1,1,0,1,0,1,1,1,0,0.0,-2.304445260518591,5
1,0,0,1,0,1,0,1,0,0,1,1,1,0.0,-2.304445260518591,6
1,1,0,1,1,1,0,0,1,1,1,1,0,0.0,-2.304445260518591,8
1,1,0,1,1,1,0,1,0,1,1,1,0,0.0,-2.304445260518591,11
1,1,0,1,0,1,0,1,0,1,1,1,1,0.0,-2.304445260518591,7
1,1,0,1,1,1,0,1,0,0,1,1,0,0.0,-2.304445260518591,7
1,1,0,1,0,1,0,0,1,1,1,1,1,0.0,-2.304445260518591,10
1,0,0,1,0,1,0,0,1,0,1,1,1,0.0,-2.304445260518591,4
1,1,0,1,0,1,0,1,0,0,1,1,1,0.0,-2.304445260518591,12
1,1,0,1,1,1,0,0,1,0,1,1,0,0.0,-2.304445260518591,10
0,0,1,1,1,0,1,0,1,0,0,0,0,0.0,-2.2382286253350134,1
0,0,1,1,1,0,1,0,1,1,0,0,0,0.0,-2.2382286253350134,2
0,0,1,1,0,0,1,1,0,1,0,0,1,0.0,-2.2382286253350134,4
0,0,1,1,0,0,1,0,1,0,0,0,1,0.0,-2.2382286253350134,4
0,1,1,1,1,0,1,0,1,1,0,0,0,0.0,-2.2382286253350134,1
0,1,1,1,0,0,1,0,1,0,0,0,1,0.0,-2.2382286253350134,2
0,1,1,1,0,0,1,0,1,1,0,0,1,0.0,-2.2382286253350134,4
0,1,1,1,0,0,1,1,0,1,0,0,1,0.0,-2.2382286253350134,3
0,0,1,1,0,0,1,1,0,0,0,0,1,0.0,-2.2382286253350134,4
0,1,1,1,1,0,1,1,0,0,0,0,0,0.0,-2.2382286253350134,4
0,1,1,1,1,0,1,0,1,0,0,0,0,0.0,-2.2382286253350134,6
0,0,1,1,1,0,1,1,0,0,0,0,0,0.0,-2.2382286253350134,5
0,1,1,1,1,0,1,1,0,1,0,0,0,0.0,-2.2382286253350134,4
0,1,1,0,1,0,0,0,1,0,1,1,0,0.0,-2.2374785186008923,1
0,0,1,0,1,0,0,0,1,1,1,1,0,0.0,-2.2374785186008923,2
0,1,1,0,1,0,0,1,0,1,1,1,0,0.0,-2.2374785186008923,2
0,0,1,0,1,0,0,1,0,1,1,1,0,0.0,-2.2374785186008923,1
0,1,1,0,0,0,0,0,1,0,1,1,1,0.0,-2.2374785186008923,1
0,0,1,0,1,0,0,0,1,0,1,1,0,0.0,-2.2374785186008923,1
0,0,1,0,0,0,0,0,1,0,1,1,1,0.0,-2.2374785186008923,4
0,0,1,0,0,0,0,1,0,1,1,1,1,0.0,-2.2374785186008923,4
0,1,1,0,1,0,0,0,1,1,1,1,0,0.0,-2.2374785186008923,1
0,0,1,0,0,0,0,0,1,1,1,1,1,0.0,-2.2374785186008923,4
0,1,1,0,0,0,0,1,0,0,1,1,1,0.0,-2.2374785186008923,2
0,1,1,0,0,0,0,1,0,1,1,1,1,0.0,-2.2374785186008923,2
0,1,1,0,0,0,0,0,1,1,1,1,1,0.0,-2.2374785186008923,1
1,0,0,1,0,1,1,0,1,0,0,0,1,0.0,-2.234983058738393,1
1,0,0,1,1,1,1,1,0,1,0,0,0,0.0,-2.234983058738393,2
1,0,0,1,0,1,1,0,1,1,0,0,1,0.0,-2.234983058738393,1
1,1,0,1,0,1,1,1,0,0,0,0,1,0.0,-2.234983058738393,3
1,0,0,1,1,1,1,1,0,0,0,0,0,0.0,-2.234983058738393,1
1,1,0,1,1,1,1,1,0,1,0,0,0,0.0,-2.234983058738393,4
1,1,0,1,0,1,1,0,1,0,0,0,1,0.0,-2.234983058738393,3
1,0,0,1,1,1,1,0,1,1,0,0,0,0.0,-2.234983058738393,3
1,1,0,1,1,1,1,0,1,1,0,0,0,0.0,-2.234983058738393,3
1,0,0,1,1,1,1,0,1,0,0,0,0,0.0,-2.234983058738393,4
1,1,0,1,0,1,1,1,0,1,0,0,1,0.0,-2.234983058738393,4
1,0,0,1,0,1,1,1,0,1,0,0,1,0.0,-2.234983058738393,4
1,1,0,1,0,1,1,0,1,1,0,0,1,0.0,-2.234983058738393,3
1,0,0,1,0,1,1,1,0,0,0,0,1,0.0,-2.234983058738393,7
1,1,0,1,1,1,1,0,1,0,0,0,0,0.0,-2.234983058738393,5
1,1,0,1,1,1,1,1,0,0,0,0,0,0.0,-2.234983058738393,5
1,1,0,0,0,1,0,1,0,0,1,1,1,0.0,-2.2342329520042723,2
1,0,0,0,0,1,0,1,0,0,1,1,1,0.0,-2.2342329520042723,2
1,0,0,0,0,1,0,0,1,0,1,1,1,0.0,-2.2342329520042723,1
1,0,0,0,0,1,0,1,0,1,1,1,1,0.0,-2.2342329520042723,2
1,1,0,0,1,1,0,1,0,1,1,1,0,0.0,-2.2342329520042723,3
1,1,0,0,1,1,0,1,0,0,1,1,0,0.0,-2.2342329520042723,1
1,1,0,0,1,1,0,0,1,0,1,1,0,0.0,-2.2342329520042723,1
1,0,0,0,1,1,0,1,0,0,1,1,0,0.0,-2.2342329520042723,2
1,1,0,0,1,1,0,0,1,1,1,1,0,0.0,-2.2342329520042723,1
1,1,0,0,0,1,0,1,0,1,1,1,1,0.0,-2.2342329520042723,4
1,1,0,0,0,1,0,0,1,0,1,1,1,0.0,-2.2342329520042723,4
1,0,0,0,1,1,0,0,1,0,1,1,0,0.0,-2.2342329520042723,1
0,0,1,0,0,1,1,1,0,0,0,0,1,0.0,-2.227227375988696,1
0,0,1,0,1,1,1,1,0,1,0,0,0,0.0,-2.227227375988696,2
0,1,1,0,0,1,1,1,0,1,0,0,1,0.0,-2.227227375988696,3
0,0,1,0,1,1,1,0,1,0,0,0,0,0.0,-2.227227375988696,3
0,1,1,0,1,1,1,0,1,0,0,0,0,0.0,-2.227227375988696,3
0,0,1,0,1,1,1,1,0,0,0,0,0,0.0,-2.227227375988696,1
0,1,1,0,0,1,1,0,1,1,0,0,1,0.0,-2.227227375988696,3
0,1,1,0,1,1,1,1,0,0,0,0,0,0.0,-2.227227375988696,2
0,0,1,0,0,1,1,0,1,1,0,0,1,0.0,-2.227227375988696,3
0,1,1,0,1,1,1,1,0,1,0,0,0,0.0,-2.227227375988696,2
0,1,1,0,0,1,1,0,1,0,0,0,1,0.0,-2.227227375988696,2
0,0,1,0,0,1,1,0,1,0,0,0,1,0.0,-2.227227375988696,1
0,0,1,0,1,1,1,0,1,1,0,0,0,0.0,-2.227227375988696,1
0,0,1,1,1,1,0,0,1,1,1,1,0,0.0,-2.224918203103907,1
0,0,1,1,1,1,0,1,0,1,1,1,0,0.0,-2.224918203103907,1
0,0,1,1,0,1,0,1,0,1,1,1,1,0.0,-2.224918203103907,1
0,1,1,1,1,1,0,0,1,0,1,1,0,0.0,-2.224918203103907,1
0,0,1,1,1,1,0,1,0,0,1,1,0,0.0,-2.224918203103907,1
0,1,1,1,0,1,0,1,0,1,1,1,1,0.0,-2.224918203103907,4
0,0,1,1,0,1,0,0,1,1,1,1,1,0.0,-2.224918203103907,1
0,1,1,1,0,1,0,1,0,0,1,1,1,0.0,-2.224918203103907,1
0,1,1,1,1,1,0,1,0,0,1,1,0,0.0,-2.224918203103907,2
0,1,1,1,1,1,0,1,0,1,1,1,0,0.0,-2.224918203103907,1
1,0,0,0,1,0,1,1,0,0,0,0,0,0.0,-2.2199999999999998,1
1,0,0,0,1,0,1,0,1,0,0,0,0,0.0,-2.2199999999999998,1
1,1,0,0,0,0,1,1,0,1,0,0,1,0.0,-2.2199999999999998,2
1,1,0,0,0,0,1,1,0,0,0,0,1,0.0,-2.2199999999999998,2
1,0,0,0,0,0,1,0,1,1,0,0,1,0.0,-2.2199999999999998,4
1,0,0,0,0,0,1,1,0,0,0,0,1,0.0,-2.2199999999999998,3
1,1,0,0,1,0,1,1,0,0,0,0,0,0.0,-2.2199999999999998,3
1,1,0,0,0,0,1,0,1,0,0,0,1,0.0,-2.2199999999999998,4
1,0,0,0,1,0,1,1,0,1,0,0,0,0.0,-2.2199999999999998,3
1,1,0,0,0,0,1,0,1,1,0,0,1,0.0,-2.2199999999999998,4
1,0,0,0,1,0,1,0,1,1,0,0,0,0.0,-2.2199999999999998,2
1,1,0,0,1,0,1,0,1,1,0,0,0,0.0,-2.2199999999999998,4
1,0,0,0,0,0,1,0,1,0,0,0,1,0.0,-2.2199999999999998,7
1,0,0,0,0,0,1,1,0,1,0,0,1,0.0,-2.2199999999999998,6
1,1,0,0,1,0,1,0,1,0,0,0,0,0.0,-2.2199999999999998,5
1,1,0,0,1,0,1,1,0,1,0,0,0,0.0,-2.2199999999999998,6
1,1,0,1,0,0,0,1,0,0,1,1,1,0.0,-2.2176908271152116,1
1,0,0,1,1,0,0,0,1,1,1,1,0,0.0,-2.2176908271152116,1
1,0,0,1,0,0,0,0,1,0,1,1,1,0.0,-2.2176908271152116,1
1,1,0,1,1,0,0,0,1,1,1,1,0,0.0,-2.2176908271152116,1
1,1,0,1,0,0,0,0,1,1,1,1,1,0.0,-2.2176908271152116,2
1,1,0,1,1,0,0,1,0,1,1,1,0,0.0,-2.2176908271152116,5
1,0,0,1,0,0,0,1,0,1,1,1,1,0.0,-2.2176908271152116,2
1,1,0,1,1,0,0,1,0,0,1,1,0,0.0,-2.2176908271152116,2
1,1,0,1,1,0,0,0,1,0,1,1,0,0.0,-2.2176908271152116,2
1,0,0,1,0,0,0,1,0,0,1,1,1,0.0,-2.2176908271152116,3
1,0,0,1,1,0,0,1,0,0,1,1,0,0.0,-2.2176908271152116,3
1,0,0,1,1,0,0,0,1,0,1,1,0,0.0,-2.2176908271152116,4
1,0,0,1,0,0,0,0,1,1,1,1,1,0.0,-2.2176908271152116,4
1,0,0,1,1,0,0,1,0,1,1,1,0,0.0,-2.2176908271152116,2
1,1,0,1,0,0,0,0,1,0,1,1,1,0.0,-2.2176908271152116,2
