0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
1,0,0,1,1,1,1,0.0,-5.456274129329828,268
0,1,1,0,0,0,0,0.0,-5.4539918009120765,366
1,0,0,0,1,1,1,0.0,-5.321808753915886,89
0,1,1,1,0,0,0,0.0,-5.3216082302275485,33
0,1,0,0,1,1,0,0.0,-5.275606245353203,62
1,0,0,1,1,1,0,0.0,-5.272903171548654,28
0,1,1,0,0,0,1,0.0,-5.271801416883227,59
1,0,1,1,0,0,1,0.0,-5.264273803007247,48
0,1,1,0,1,0,0,0.0,-5.195516362923552,16
1,0,0,1,0,1,1,0.0,-5.191452959937827,20
0,1,1,1,0,0,1,0.0,-5.039216969041919,1
1,0,0,0,1,1,0,0.0,-5.038236918977932,6
0,0,1,1,0,0,1,0.0,-4.889799122843221,2
1,0,0,1,1,0,1,0.0,-4.48638337325729,1
1,0,1,1,0,0,0,0.0,-4.254474680164026,1
