0,1,2,3,4,5,6,7,8,9,10,11,12,13,chain_break_fraction,energy,num_occurrences
1,0,1,1,1,0,0,1,0,0,0,1,0,1,0.0,-3.4638563666952398,4
1,0,1,1,1,0,0,1,0,0,1,0,0,1,0.0,-3.4638563666952398,8
1,0,1,1,1,0,0,1,0,0,1,0,1,0,0.0,-3.4638563666952398,12
1,0,1,1,1,0,0,1,0,0,0,1,1,0,0.0,-3.4638563666952398,12
0,1,0,0,0,1,1,1,0,0,1,0,0,1,0.0,-3.4588944758922247,27
0,1,0,0,0,1,1,1,0,0,1,0,1,0,0.0,-3.4588944758922247,34
0,1,0,0,0,1,1,1,0,0,0,1,0,1,0.0,-3.4588944758922247,13
0,1,0,0,0,1,1,1,0,0,0,1,1,0,0.0,-3.4588944758922247,23
1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0,-3.455910464975183,6
1,0,1,1,1,0,0,0,1,1,0,1,0,1,0.0,-3.455910464975183,9
1,0,1,1,1,0,0,0,1,1,1,0,1,0,0.0,-3.455910464975183,12
1,0,1,1,1,0,0,0,1,1,0,1,1,0,0.0,-3.455910464975183,6
1,0,1,1,1,0,0,0,0,1,0,1,0,1,0.0,-3.45385636669524,3
1,0,1,1,1,0,0,0,0,1,1,0,0,1,0.0,-3.45385636669524,10
1,0,1,1,1,0,0,0,0,1,0,1,1,0,0.0,-3.45385636669524,17
1,0,1,1,1,0,0,0,0,1,1,0,1,0,0.0,-3.45385636669524,20
1,0,1,1,1,0,0,1,1,0,0,1,1,0,0.0,-3.4522216300619983,3
1,0,1,1,1,0,0,1,1,0,1,0,0,1,0.0,-3.4522216300619983,4
1,0,1,1,1,0,0,1,1,0,1,0,1,0,0.0,-3.4522216300619983,7
1,0,1,1,1,0,0,1,1,0,0,1,0,1,0.0,-3.4522216300619983,11
0,1,0,0,0,1,1,0,1,1,0,1,1,0,0.0,-3.450948574172168,25
0,1,0,0,0,1,1,0,1,1,1,0,0,1,0.0,-3.450948574172168,18
0,1,0,0,0,1,1,0,1,1,1,0,1,0,0.0,-3.450948574172168,28
0,1,0,0,0,1,1,0,1,1,0,1,0,1,0.0,-3.450948574172168,10
0,1,0,0,0,1,1,0,0,1,1,0,1,0,0.0,-3.448894475892225,25
0,1,0,0,0,1,1,0,0,1,1,0,0,1,0.0,-3.448894475892225,28
0,1,0,0,0,1,1,0,0,1,0,1,0,1,0.0,-3.448894475892225,15
