0,1,2,3,4,5,6,7,8,chain_break_fraction,energy,num_occurrences
0,0,1,0,1,1,1,1,1,0.0,-0.6834675705115593,13
0,0,0,0,1,1,1,1,1,0.0,-0.6834675705115593,23
0,1,1,0,1,1,1,0,0,0.0,-0.6834675705115593,18
0,0,1,0,1,1,1,0,1,0.0,-0.6834675705115593,19
1,1,0,0,0,1,1,0,0,0.0,-0.6834675705115593,32
1,0,1,0,0,1,1,0,1,0.0,-0.6834675705115593,27
0,0,0,0,1,1,1,0,1,0.0,-0.6834675705115593,12
0,1,1,0,1,1,1,1,0,0.0,-0.6834675705115593,16
0,1,0,0,1,1,1,0,0,0.0,-0.6834675705115593,32
0,1,0,0,1,1,1,1,0,0.0,-0.6834675705115593,21
1,0,1,0,0,1,1,1,1,0.0,-0.6834675705115593,21
1,1,1,0,0,1,1,1,0,0.0,-0.6834675705115593,24
1,0,0,0,0,1,1,0,1,0.0,-0.6834675705115593,39
1,1,0,0,0,1,1,1,0,0.0,-0.6834675705115593,37
1,1,1,0,0,1,1,0,0,0.0,-0.6834675705115593,28
1,0,0,0,0,1,1,1,1,0.0,-0.6834675705115593,33
0,1,1,1,1,0,0,0,0,0.0,-0.6799999999999999,29
0,0,1,1,1,0,0,1,1,0.0,-0.6799999999999999,21
1,1,0,1,0,0,0,0,0,0.0,-0.6799999999999999,55
1,0,0,1,0,0,0,1,1,0.0,-0.6799999999999999,39
1,1,0,1,0,0,0,1,0,0.0,-0.6799999999999999,39
0,1,0,1,1,0,0,0,0,0.0,-0.6799999999999999,37
0,1,0,1,1,0,0,1,0,0.0,-0.6799999999999999,28
1,0,1,1,0,0,0,1,1,0.0,-0.6799999999999999,23
1,0,1,1,0,0,0,0,1,0.0,-0.6799999999999999,30
1,1,1,1,0,0,0,0,0,0.0,-0.6799999999999999,29
0,0,1,1,1,0,0,0,1,0.0,-0.6799999999999999,17
1,1,1,1,0,0,0,1,0,0.0,-0.6799999999999999,30
0,0,0,1,1,0,0,1,1,0.0,-0.6799999999999999,22
0,1,1,1,1,0,0,1,0,0.0,-0.6799999999999999,18
0,0,0,1,1,0,0,0,1,0.0,-0.6799999999999999,29
1,0,0,1,0,0,0,0,1,0.0,-0.6799999999999999,50
1,0,1,0,1,1,1,0,1,0.0,-0.5972521998201291,1
1,1,1,0,1,1,1,0,0,0.0,-0.5972521998201291,1
1,1,0,0,1,1,1,0,0,0.0,-0.5972521998201291,1
1,0,0,0,1,1,1,0,1,0.0,-0.5972521998201291,1
1,0,0,0,1,1,1,1,1,0.0,-0.5972521998201291,2
1,1,1,1,1,0,0,0,0,0.0,-0.5937846293085698,1
1,0,0,1,1,0,0,0,1,0.0,-0.5937846293085698,2
1,0,0,1,1,0,0,1,1,0.0,-0.5937846293085698,2
1,0,1,1,1,0,0,1,1,0.0,-0.5937846293085698,1
1,0,1,1,1,0,0,0,1,0.0,-0.5937846293085698,3
1,1,0,1,1,0,0,1,0,0.0,-0.5937846293085698,3
0,1,0,0,0,1,1,1,0,0.0,-0.5934675705115593,1
0,0,1,0,0,1,1,0,1,0.0,-0.5934675705115593,1
0,1,1,0,0,1,1,0,0,0.0,-0.5934675705115593,1
0,0,1,0,0,1,1,1,1,0.0,-0.5934675705115593,1
0,0,0,0,0,1,1,0,1,0.0,-0.5934675705115593,1
0,1,1,0,0,1,1,1,0,0.0,-0.5934675705115593,1
1,1,1,0,0,0,1,0,0,0.0,-0.5900000000000001,1
0,1,0,0,1,0,1,1,0,0.0,-0.5900000000000001,1
1,1,0,0,0,0,1,1,0,0.0,-0.5900000000000001,1
0,1,0,1,0,0,0,0,0,0.0,-0.59,1
0,0,1,1,0,0,0,0,1,0.0,-0.59,1
0,0,0,1,0,0,0,0,1,0.0,-0.59,2
0,1,1,0,1,0,1,0,0,0.0,-0.5900000000000001,2
0,1,0,1,0,0,0,1,0,0.0,-0.59,2
0,0,0,0,1,0,1,0,1,0.0,-0.5900000000000001,2
1,1,1,0,0,0,1,1,0,0.0,-0.5900000000000001,2
0,0,1,0,1,0,1,1,1,0.0,-0.5900000000000001,1
0,0,0,0,1,0,1,1,1,0.0,-0.5900000000000001,1
1,0,0,0,0,0,1,0,1,0.0,-0.5900000000000001,3
0,1,1,0,1,0,1,1,0,0.0,-0.5900000000000001,1
0,1,1,1,0,0,0,0,0,0.0,-0.59,1
1,1,0,0,0,0,1,0,0,0.0,-0.5900000000000001,1
1,0,0,0,0,0,1,1,1,0.0,-0.5900000000000001,1
0,0,0,1,0,0,0,1,1,0.0,-0.59,2
1,1,1,1,0,1,0,1,0,0.0,-0.5855268810480266,1
0,0,0,1,1,1,0,0,1,0.0,-0.5855268810480266,1
0,0,0,1,1,1,0,1,1,0.0,-0.5855268810480266,1
0,1,0,1,1,1,0,0,0,0.0,-0.5855268810480266,2
0,1,1,1,1,1,0,0,0,0.0,-0.5855268810480266,1
0,1,1,1,1,1,0,1,0,0.0,-0.5855268810480266,1
1,1,1,1,0,1,0,0,0,0.0,-0.5855268810480266,1
0,0,1,1,1,1,0,0,1,0.0,-0.5855268810480266,1
0,1,0,1,1,1,0,1,0,0.0,-0.5855268810480266,2
1,1,0,1,0,1,0,0,0,0.0,-0.5855268810480266,2
0,0,1,1,1,1,0,1,1,0.0,-0.5855268810480266,2
1,0,0,1,0,1,0,0,1,0.0,-0.5855268810480266,2
1,0,1,1,0,1,0,1,1,0.0,-0.5855268810480266,1
1,1,0,1,0,1,0,1,0,0.0,-0.5855268810480266,2
0,0,0,0,1,1,1,0,0,0.0,-0.5834675705115593,2
0,0,0,0,1,1,1,1,0,0.0,-0.5834675705115593,1
1,0,1,0,0,1,1,0,0,0.0,-0.5834675705115593,1
1,0,0,0,0,1,1,1,0,0.0,-0.5834675705115593,2
1,1,1,0,0,1,1,0,1,0.0,-0.5829597138679307,1
1,1,0,0,0,1,1,1,1,0.0,-0.5829597138679307,1
1,1,1,0,0,1,1,1,1,0.0,-0.5829597138679307,1
1,1,0,0,0,1,1,0,1,0.0,-0.5829597138679307,3
0,1,0,0,1,1,1,0,1,0.0,-0.5829597138679307,2
1,0,1,1,0,0,0,0,0,0.0,-0.58,1
0,0,0,1,1,0,0,0,0,0.0,-0.58,1
1,0,1,1,0,0,0,1,0,0.0,-0.58,2
0,0,0,1,1,0,0,1,0,0.0,-0.58,1
0,0,1,1,1,0,0,1,0,0.0,-0.58,1
1,1,0,1,0,0,0,0,1,0.0,-0.5794921433563713,2
0,1,1,1,1,0,0,1,1,0.0,-0.5794921433563713,1
1,1,0,1,0,0,0,1,1,0.0,-0.5794921433563713,1
0,1,0,1,1,0,0,1,1,0.0,-0.5794921433563713,2
0,1,0,1,1,0,0,0,1,0.0,-0.5794921433563713,1
0,1,1,1,1,0,0,0,1,0.0,-0.5794921433563713,3
0,1,0,0,0,0,1,0,0,0.0,-0.5,2
1,0,1,0,1,1,1,0,0,0.0,-0.49725219982012914,1
1,0,1,1,0,0,1,0,1,0.0,-0.4921554503259177,1
1,1,1,1,0,0,1,1,0,0.0,-0.4921554503259177,1
0,1,0,1,1,0,1,0,0,0.0,-0.4921554503259177,1
1,1,0,1,0,0,1,0,0,0.0,-0.4921554503259177,1
1,0,1,0,0,0,1,0,0,0.0,-0.49,1
1,0,0,0,0,1,0,0,1,0.0,-0.49,1
