0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
1,1,0,0,1,1,0.0,-0.1,27
0,0,1,0,0,0,0.0,-0.1,57
0,1,0,0,1,1,0.0,-0.1,31
1,1,0,1,0,1,0.0,-0.1,37
0,1,0,1,1,0,0.0,-0.1,14
0,0,1,1,1,0,0.0,-0.1,22
1,0,1,1,1,1,0.0,-0.1,18
1,0,1,0,1,1,0.0,-0.1,30
1,1,0,0,0,1,0.0,-0.1,47
0,0,1,0,1,0,0.0,-0.1,25
1,0,1,1,1,0,0.0,-0.1,18
1,1,0,1,1,0,0.0,-0.1,19
1,1,0,1,0,0,0.0,-0.1,24
1,0,1,0,1,0,0.0,-0.1,36
0,1,0,1,1,1,0.0,-0.1,22
1,1,0,1,1,1,0.0,-0.1,16
1,0,1,1,0,0,0.0,-0.1,30
1,0,1,0,0,1,0.0,-0.1,59
1,1,0,0,0,0,0.0,-0.1,34
0,1,0,1,0,0,0.0,-0.1,24
0,1,0,0,0,0,0.0,-0.1,39
0,0,1,1,1,1,0.0,-0.1,16
0,1,0,0,1,0,0.0,-0.1,29
0,0,1,1,0,1,0.0,-0.1,38
1,0,1,0,0,0,0.0,-0.1,45
0,0,1,1,0,0,0.0,-0.1,32
1,0,1,1,0,1,0.0,-0.1,36
0,1,0,1,0,1,0.0,-0.1,19
1,1,0,0,1,0,0.0,-0.1,16
0,1,0,0,0,1,0.0,-0.1,42
0,0,1,0,0,1,0.0,-0.1,67
0,0,1,0,1,1,0.0,-0.1,30
0,0,0,1,0,1,0.0,0.0,1
