0,1,2,3,4,5,6,7,8,chain_break_fraction,energy,num_occurrences
1,0,1,0,0,0,1,0,1,0.0,-1.3599999999999999,54
1,0,1,0,0,1,0,1,0,0.0,-1.3599999999999999,50
0,1,1,0,0,0,1,0,1,0.0,-1.3599999999999999,73
0,1,1,0,0,1,0,0,1,0.0,-1.3599999999999999,57
0,1,1,0,0,0,1,1,0,0.0,-1.3599999999999999,41
1,0,1,0,0,0,1,1,0,0.0,-1.3599999999999999,41
0,1,1,0,0,1,0,1,0,0.0,-1.3599999999999999,46
1,0,1,0,0,1,0,0,1,0.0,-1.3599999999999999,73
1,0,0,1,1,1,0,1,0,0.0,-1.3541906373139199,33
1,0,0,1,1,1,0,0,1,0.0,-1.3541906373139199,43
0,1,0,1,1,1,0,0,1,0.0,-1.3541906373139199,44
0,1,0,1,1,1,0,1,0,0.0,-1.3541906373139199,32
1,0,0,1,1,0,1,0,1,0.0,-1.3541906373139199,60
0,1,0,1,1,0,1,0,1,0.0,-1.3541906373139199,47
0,1,0,1,1,0,1,1,0,0.0,-1.3541906373139199,45
1,0,0,1,1,0,1,1,0,0.0,-1.3541906373139199,40
0,1,0,0,1,0,1,0,1,0.0,-1.3199999999999998,19
0,1,0,0,1,1,0,0,1,0.0,-1.3199999999999998,20
1,0,0,0,1,1,0,0,1,0.0,-1.3199999999999998,17
0,1,0,0,1,1,0,1,0,0.0,-1.3199999999999998,12
1,0,0,0,1,1,0,1,0,0.0,-1.3199999999999998,21
1,0,0,0,1,0,1,1,0,0.0,-1.3199999999999998,15
1,0,0,0,1,0,1,0,1,0.0,-1.3199999999999998,19
0,1,0,0,1,0,1,1,0,0.0,-1.3199999999999998,16
1,0,1,1,0,1,0,0,1,0.0,-1.3191740573976585,10
1,0,1,1,0,0,1,0,1,0.0,-1.3191740573976585,11
1,0,1,1,0,0,1,1,0,0.0,-1.3191740573976585,6
0,1,1,1,0,0,1,0,1,0.0,-1.3191740573976585,9
0,1,1,1,0,0,1,1,0,0.0,-1.3191740573976585,2
0,1,1,1,0,1,0,0,1,0.0,-1.3191740573976585,10
1,0,1,1,0,1,0,1,0,0.0,-1.3191740573976585,10
0,1,1,1,0,1,0,1,0,0.0,-1.3191740573976585,9
1,0,1,0,1,1,0,0,1,0.0,-1.213898410394488,2
0,1,1,0,1,1,0,0,1,0.0,-1.213898410394488,2
1,0,1,0,1,0,1,0,1,0.0,-1.213898410394488,1
0,1,1,0,1,1,0,1,0,0.0,-1.213898410394488,2
1,0,1,0,1,1,0,1,0,0.0,-1.213898410394488,1
0,1,1,0,1,0,1,0,1,0.0,-1.213898410394488,2
1,0,0,1,0,0,1,0,1,0.0,-1.21,1
1,0,0,1,0,1,0,0,1,0.0,-1.21,2
0,1,0,1,0,0,1,0,1,0.0,-1.21,1
1,0,1,0,0,1,1,0,1,0.0,-1.0768609284524495,1
