0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
0,0,0,1,1,0,0,0.0,-0.35000000000000003,63
0,0,0,1,1,1,0,0.0,-0.35000000000000003,37
1,0,0,0,1,1,1,0.0,-0.35000000000000003,87
1,0,0,0,1,0,1,0.0,-0.35000000000000003,117
0,0,0,1,1,1,1,0.0,-0.35000000000000003,76
0,0,0,1,1,0,1,0.0,-0.35000000000000003,83
1,0,0,0,1,1,0,0.0,-0.35000000000000003,71
1,0,0,0,1,0,0,0.0,-0.35000000000000003,79
1,1,1,0,0,0,1,0.0,-0.3451273942437076,70
0,1,1,1,0,1,0,0.0,-0.3451273942437076,18
0,1,1,1,0,1,1,0.0,-0.3451273942437076,49
0,1,1,1,0,0,1,0.0,-0.3451273942437076,54
1,1,1,0,0,1,1,0.0,-0.3451273942437076,49
1,1,1,0,0,0,0,0.0,-0.3451273942437076,51
0,1,1,1,0,0,0,0.0,-0.3451273942437076,31
1,1,1,0,0,1,0,0.0,-0.3451273942437076,30
0,0,1,1,0,1,1,0.0,-0.29000000000000004,1
1,0,1,0,0,0,1,0.0,-0.29000000000000004,3
1,0,1,0,0,1,1,0.0,-0.29000000000000004,3
0,0,1,1,0,0,1,0.0,-0.29000000000000004,3
1,0,0,1,1,0,1,0.0,-0.2883600299451695,1
1,0,0,1,1,0,0,0.0,-0.2883600299451695,1
0,1,0,1,1,0,0,0.0,-0.28538440339341825,1
0,1,0,1,1,1,0,0.0,-0.28538440339341825,1
1,1,0,0,1,1,1,0.0,-0.28538440339341825,2
1,1,0,0,1,1,0,0.0,-0.28538440339341825,1
0,1,0,1,1,1,1,0.0,-0.28538440339341825,1
1,1,0,0,1,0,0,0.0,-0.28538440339341825,3
1,1,0,0,1,0,1,0.0,-0.28538440339341825,1
1,1,1,1,0,0,1,0.0,-0.2834874241888771,1
0,0,0,0,1,1,1,0.0,-0.28,1
0,0,0,0,1,0,1,0.0,-0.28,1
0,0,0,0,1,0,0,0.0,-0.28,3
0,1,1,0,0,0,1,0.0,-0.27512739424370763,1
0,1,1,0,0,1,1,0.0,-0.27512739424370763,1
0,0,1,1,1,0,1,0.0,-0.27398318807081334,1
1,0,1,0,1,0,1,0.0,-0.27398318807081334,1
1,0,1,0,1,0,0,0.0,-0.27398318807081334,2
0,1,0,1,0,0,1,0.0,-0.26,1
