0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,chain_break_fraction,energy,num_occurrences
0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0.0,-6.914934531194073,8
0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0.0,-6.914620391276825,3
1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0.0,-6.914183700075581,8
1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0.0,-6.913869560158333,12
1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0.0,-6.912832137458982,10
1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0.0,-6.912517997541734,9
0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0.0,-6.909311510356597,2
0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0.0,-6.908997370439349,7
0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0.0,-6.907049117342212,5
0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0.0,-6.906734977424964,2
1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0.0,-6.90629828622372,3
1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0.0,-6.905984146306472,6
1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0.0,-6.904946723607121,3
0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,-6.9049345311940735,3
1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0.0,-6.904632583689873,6
0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0.0,-6.904620391276826,3
1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0.0,-6.90418370007558,4
1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0.0,-6.903869560158332,9
0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0.0,-6.903175563827412,5
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0.0,-6.902861423910164,4
1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0.0,-6.902832137458981,14
1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0.0,-6.902517997541733,14
1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0.0,-6.902424732708921,2
1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0.0,-6.902110592791673,7
0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0.0,-6.901426096504736,1
0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0.0,-6.901111956587488,5
1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0.0,-6.901073170092321,4
1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0.0,-6.900759030175073,8
0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0.0,-6.899311510356597,6
0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0.0,-6.898997370439349,2
1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0.0,-6.898808178617861,7
0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0.0,-6.898700512475705,6
1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0.0,-6.898494038700613,12
0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0.0,-6.898386372558457,4
0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0.0,-6.897552542989937,2
0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0.0,-6.897238403072689,5
1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0.0,-6.890922764766,6
0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0.0,-6.890815098623844,5
1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0.0,-6.890608624848752,5
0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0.0,-6.890500958706596,2
1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,-6.888808178617861,5
0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0.0,-6.888700512475705,3
1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0.0,-6.888494038700613,10
0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0.0,-6.888386372558457,6
1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0.0,-6.887049211251201,7
0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0.0,-6.886941545109044,3
1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0.0,-6.886735071333953,5
0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0.0,-6.886627405191796,3
0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0.0,-6.862227701504326,5
0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0.0,-6.861913561587078,4
1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0.0,-6.858853393878257,3
