0,1,2,3,4,5,6,7,8,9,10,chain_break_fraction,energy,num_occurrences
0,1,0,0,1,0,1,0,1,1,1,0.0,-5.170474159570401,213
1,0,0,1,1,0,1,0,0,1,1,0.0,-5.166602476338308,140
0,1,1,0,0,1,0,1,1,0,0,0.0,-5.15836002994517,144
1,0,1,1,0,1,0,1,0,0,0,0.0,-5.154488346713076,102
0,1,0,0,1,0,0,0,1,1,1,0.0,-5.066860681488807,65
0,1,1,0,0,1,1,1,1,0,0,0.0,-5.0642602150431815,36
1,0,0,1,1,0,0,0,0,1,1,0.0,-5.062988998256713,42
1,0,1,1,0,1,1,1,0,0,0,0.0,-5.060388531811086,29
0,1,0,0,0,0,1,0,1,1,1,0.0,-5.006846113783056,51
1,0,0,1,0,0,1,0,0,1,1,0.0,-5.002974430550963,26
0,1,1,0,1,1,0,1,1,0,0,0.0,-4.9996599871374015,22
1,0,1,1,1,1,0,1,0,0,0,0.0,-4.995788303905306,17
0,1,1,0,1,0,1,1,1,0,0,0.0,-4.983487424188877,17
1,0,1,1,1,0,1,1,0,0,0,0.0,-4.979615740956782,12
0,1,0,0,0,1,0,0,1,1,1,0.0,-4.973078326564126,28
1,0,0,1,0,1,0,0,0,1,1,0.0,-4.969206643332033,28
0,1,1,0,1,1,1,1,1,0,0,0.0,-4.770687566479119,1
0,1,0,0,0,0,0,0,1,1,1,0.0,-4.768360029945169,3
1,0,1,1,1,1,1,1,0,0,0,0.0,-4.766815883247024,1
1,0,0,1,0,0,0,0,0,1,1,0.0,-4.764488346713075,2
0,1,0,0,1,0,1,1,1,1,1,0.0,-4.739513149282648,2
1,0,0,1,1,0,1,1,0,1,1,0.0,-4.735641466050555,1
0,1,1,0,0,1,0,0,1,0,0,0.0,-4.71836002994517,1
1,0,1,1,0,1,0,0,0,0,0,0.0,-4.714488346713075,1
1,0,0,1,1,0,0,1,0,1,1,0.0,-4.63202798796896,1
1,0,1,1,0,1,1,0,0,0,0,0.0,-4.620388531811086,1
0,1,0,1,1,0,1,0,1,1,1,0.0,-4.610807315332091,2
1,0,0,0,1,0,1,0,0,1,1,0.0,-4.602114129625233,1
0,1,1,1,0,1,0,1,1,0,0,0.0,-4.59869318570686,1
0,1,1,0,1,0,0,1,1,0,0,0.0,-4.59836002994517,1
1,0,1,0,0,1,0,1,0,0,0,0.0,-4.590000000000001,3
0,1,0,0,1,1,0,0,1,1,1,0.0,-4.572878935299995,1
1,0,0,1,0,0,1,1,0,1,1,0.0,-4.57201342026321,1
1,0,1,1,1,0,1,0,0,0,0,0.0,-4.539615740956782,1
0,1,0,1,1,0,0,0,1,1,1,0.0,-4.507193837250497,1
0,1,0,1,0,0,1,0,1,1,1,0.0,-4.447179269544747,1
0,0,0,1,1,0,0,0,1,1,1,0.0,-4.392940476510285,1
