n,sparsity,mean,min,max,lower,upper
27,1.0,0.121875,0.0308,0.2752,0.012504273416817174,0.23124572658318282
28,0.0,0.07206666666666667,0.0615,0.0844,0.06051489912514588,0.08361843420818746
28,0.5,0.356075,0.1345,0.731,0.072335995807767,0.6398140041922329
28,1.0,0.11177499999999999,0.033,0.2935,-0.010145476130960063,0.23369547613096003
29,0.0,0.07326666666666666,0.0709,0.0759,0.07075602265897993,0.0757773106743534
29,0.5,0.36375,0.1205,0.6441,0.08827116233728588,0.6392288376627142
29,1.0,0.11705,0.037,0.3075,-0.010498801118108012,0.244598801118108
30,0.0,0.08159999999999999,0.0735,0.0943,0.07046312431603907,0.09273687568396091
30,0.5,0.44377500000000003,0.135,0.8927,0.0881395839252414,0.7994104160747586
30,1.0,0.125675,0.039,0.3239,-0.007307865437619465,0.2586578654376195
31,0.0,0.2857,0.085,0.6793,-0.055189908914887065,0.6265899089148871
31,0.5,0.410825,0.0996,0.8134,0.07226833438354319,0.7493816656164568
31,1.0,0.133025,0.038,0.3355,-0.004084697566097306,0.2701346975660973
32,0.0,0.35559999999999997,0.0965,0.8569,-0.07862076182513433,0.7898207618251343
32,0.5,0.564675,0.1484,1.2048,0.08665114163447163,1.0426988583655286
32,1.0,0.174425,0.044,0.476,-0.028435516529626004,0.377285516529626
33,0.0,0.7315999999999999,0.686,0.7769,0.6861492574318085,0.7770507425681913
33,0.5,0.5057,0.1821,0.8156,0.16125957457541856,0.8501404254245815
33,1.0,0.143775,0.0455,0.3694,-0.007592486050780861,0.29514248605078086
34,0.0,0.12133333333333333,0.1128,0.1297,0.11288210068162309,0.1297845659850436
34,0.5,0.560375,0.187,1.0308,0.13828138972695486,0.9824686102730451
34,1.0,0.1595,0.051,0.3938,0.0006547083899977046,0.3183452916100023
35,0.0,0.1527666666666667,0.1431,0.1661,0.14083631322121784,0.16469702011211554
35,0.5,0.579225,0.207,1.0806,0.14840833075425225,1.0100416692457477
35,1.0,0.175375,0.0515,0.4319,0.0014088083611262792,0.3493411916388737
36,0.0,0.15373333333333333,0.1055,0.2292,0.08753919965569289,0.21992746701097377
36,0.5,0.757325,0.203,1.3933,0.15582965573982488,1.3588203442601752
36,1.0,0.186375,0.0615,0.458,0.002488995910509828,0.3702610040894902
37,0.0,0.1754,0.1111,0.2232,0.11755719578028742,0.23324280421971258
37,0.5,0.716175,0.2436,1.219,0.17823397240806527,1.2541160275919347
37,1.0,0.191525,0.0586,0.461,0.008003968053613336,0.37504603194638664
38,0.0,0.22146666666666667,0.1629,0.259,0.17007986550787363,0.2728534678254597
38,0.5,0.807175,0.2708,1.4616,0.22304081236271855,1.3913091876372814
38,1.0,0.20215,0.0631,0.485,0.009701418122484817,0.3945985818775152
39,0.0,0.2162333333333333,0.1662,0.3105,0.13454451320883073,0.2979221534578359
39,0.5,1.9132,0.4151,4.9759,-0.2340513329060172,4.060451332906017
39,1.0,0.208675,0.06,0.5141,0.0011519189543807151,0.4161980810456193
40,0.0,3.2241999999999997,0.2083,9.1749,-1.9294169017496827,8.377816901749682
40,0.5,0.956325,0.366,1.5876,0.2955839545316057,1.6170660454683943
40,1.0,0.224875,0.0746,0.5518,0.0034352056991562296,0.44631479430084375
41,0.0,3.7772666666666663,0.2628,10.7141,-2.2303837162478835,9.784917049581216
41,0.5,1.6933,0.1986,4.5818,-0.3309173582235021,3.7175173582235024
41,1.0,0.246,0.0725,0.6365,-0.016796385058851226,0.5087963850588513
42,0.0,7.8432,0.1821,12.6609,1.135457829194686,14.550942170805314
42,0.5,1.705,0.5305,4.0717,0.09179795231140808,3.318202047688592
42,1.0,0.244275,0.0845,0.5919,0.009482433749135322,0.47906756625086466
43,0.0,6.6043666666666665,0.279,10.0956,1.116594559214196,12.092138774119137
43,0.5,1.46565,0.3216,1.9446,0.699354367318548,2.2319456326814517
43,1.0,0.251925,0.0835,0.6095,0.009049279036925262,0.49480072096307476
44,0.0,116.17433333333334,82.9387,138.5045,86.83005902260393,145.51860764406274
44,0.5,2.2936,0.3698,4.6452,0.51596035335242,4.07123964664758
44,1.0,0.266875,0.0817,0.6382,0.014250557068072489,0.5194994429319275
45,0.0,423.5614,69.4174,706.1581,99.21753638903238,747.9052636109676
45,0.5,4.2029,0.401,6.2931,1.598905636206816,6.806894363793184
45,1.0,0.28615,0.096,0.6716,0.023571903680701778,0.5487280963192982
46,0.0,712.4895,234.3083,1033.6117,290.32587245300255,1134.6531275469974
46,0.5,2.677975,0.4461,5.1619,0.7442758276449339,4.611674172355066
46,1.0,0.300575,0.1001,0.698,0.029401754330987406,0.5717482456690126
47,0.0,419.63210000000004,373.4877,511.9209,339.7076547152187,499.55654528478135
47,0.5,3.0735,0.5823,6.3334,0.6815252997436057,5.465474700256395
47,1.0,0.32994999999999997,0.1125,0.7916,0.017229587064312823,0.642670412935687
48,0.0,751.2901,751.2901,751.2901,751.2901,751.2901
48,0.5,4.893050000000001,2.4641,8.8071,1.9396214674861918,7.846478532513809
48,1.0,0.32034999999999997,0.1196,0.7735,0.015699484381419992,0.6250005156185799
49,0.0,1230.4028,1230.4028,1230.4028,1230.4028,1230.4028
49,0.5,4.3072,2.4743,5.3935,3.030203842344595,5.584196157655405
49,1.0,0.35215,0.1365,0.8076,0.04362831518676036,0.6606716848132397
50,0.0,6686.4772,6686.4772,6686.4772,6686.4772,6686.4772
50,0.5,2.2421333333333333,0.865,3.2812,0.9990635793237954,3.485203087342871
50,1.0,0.3872,0.1375,0.8381,-0.004043108565505604,0.7784431085655056
51,0.0,30113.3455,30113.3455,30113.3455,30113.3455,30113.3455
51,0.5,4.385266666666667,2.8374,5.7724,2.9111796090837943,5.859353724249541
51,1.0,3.4152066666666667,0.1545,9.9032,-2.203585226982121,9.033998560315455
52,0.5,5.061566666666667,2.9972,8.3373,2.192817130138018,7.930316203195316
52,1.0,0.41176666666666667,0.1504,0.9318,-0.03859743418211692,0.8621307675154503
53,0.5,5.897233333333332,3.4392,7.2116,3.7668036763548787,8.027662990311786
53,1.0,0.43616666666666665,0.1722,0.9557,-0.013782000775891035,0.8861153341092243
54,0.5,7.053466666666668,3.4165,11.4342,2.9931994385973955,11.11373389473594
54,1.0,0.4657,0.2024,0.9842,0.016647564309021978,0.914752435690978
55,0.5,8.649466666666667,5.0784,13.9199,3.9901839039087195,13.308749429424616
55,1.0,0.5069666666666667,0.241,1.0385,0.046645253593873226,0.9672880797394601
56,0.5,18.9909,9.2576,34.4009,5.492193547528341,32.48960645247166
56,1.0,0.6601,0.2629,1.0829,0.24950102289460102,1.070698977105399
57,0.5,15.783966666666666,11.0828,20.5088,11.07092210042996,20.497011232903372
57,1.0,0.6969,0.2918,1.1321,0.275942127998537,1.117857872001463
58,0.5,33.395199999999996,12.1591,71.5426,0.28788858952754026,66.50251141047245
58,1.0,0.5589333333333334,0.101,1.2164,-0.024924057930435173,1.142790724597102
59,0.5,28.466866666666665,10.7602,48.5011,9.489062311490766,47.44467102184257
59,1.0,0.8005333333333334,0.1065,1.9256,-0.182636796061032,1.7837034627276989
60,0.5,42.441833333333335,25.0344,66.6745,20.79899757774592,64.08466908892075
60,1.0,0.7447333333333334,0.1169,1.727,-0.11684820275790242,1.606314869424569
61,0.5,48.141799999999996,37.9999,59.3675,37.4168501507,58.86674984929999
61,1.0,0.6515333333333333,0.1161,1.4503,-0.05347073994095164,1.3565374066076181
62,0.5,26.793400000000002,13.0675,49.2833,7.1591998785282875,46.42760012147171
62,1.0,0.6627,0.1471,1.4354,-0.018845691791827046,1.3442456917918268
63,0.5,57.44820000000001,37.685,69.1824,40.23279461877242,74.6636053812276
63,1.0,0.6516000000000001,0.1249,1.3915,-0.00806625652673787,1.311266256526738
64,0.5,39.259433333333334,25.1597,50.5896,26.320235980199975,52.19863068646669
64,1.0,0.7219000000000001,0.1327,1.6093,-0.06026323104579634,1.5040632310457966
65,0.5,64.6528,19.1715,108.8337,19.807557138242643,109.49804286175736
65,1.0,1.0191333333333332,0.4525,1.9865,0.17727265404409753,1.860994012622569
66,0.5,98.3315,62.9138,152.9942,50.306536337442175,146.35646366255784
66,1.0,0.5923999999999999,0.1169,1.517,-0.20843588206323516,1.3932358820632351
67,0.5,36.684333333333335,22.1135,48.7116,23.204087436342682,50.16457923032399
67,1.0,0.6326,0.1318,1.6148,-0.21806545715692494,1.483265457156925
68,0.5,107.5127,65.8908,137.5832,70.29676005607274,144.72863994392725
68,1.0,0.6695666666666668,0.1449,1.7006,-0.22338127321187573,1.5625146065452094
69,0.5,165.73153333333335,103.9041,272.6673,72.74591229091983,258.7171543757469
69,1.0,0.8047666666666666,0.1595,1.7528,-0.03392395765992806,1.6434572909932612
70,0.5,295.2151666666667,108.1908,442.0051,124.70972997808673,465.7206033552466
70,1.0,0.8471000000000001,0.1647,1.8387,-0.03169035042494628,1.7258903504249465
71,0.5,148.44143333333332,83.9697,272.1485,41.275983076763524,255.60688358990313
71,1.0,0.834,0.1686,1.8167,-0.03465866138547202,1.702658661385472
72,0.5,361.0985666666666,131.7024,643.9449,100.82796721470527,621.369166118628
72,1.0,0.8508999999999999,0.1669,1.8506,-0.03423348710801821,1.7360334871080179
73,0.5,640.9526333333333,345.7342,845.3358,379.05814325489865,902.847123411768
73,1.0,0.9293333333333335,0.2426,1.9896,-0.0021427067950927636,1.8608093734617597
74,0.5,246.09703333333334,86.2382,508.265,17.23676143774344,474.95730522892325
74,1.0,1.3864,1.0506,1.9363,0.9063008123314518,1.8664991876685484
75,0.5,548.6817,514.5339,570.3775,518.7498416674474,578.6135583325525
75,1.0,0.7702333333333334,0.1504,2.0078,-0.30153135321559976,1.8419980198822667
76,0.5,418.4518666666667,94.7344,599.9301,137.41864185318786,699.4850914801456
76,1.0,1.0633333333333332,0.184,2.8199,-0.45789838581182507,2.5845650524784913
77,0.5,693.2489666666667,285.3193,1372.034,101.42198009193862,1285.0759532413947
77,1.0,0.8394333333333334,0.165,2.1672,-0.3104947267353534,1.98936139340202
78,0.5,546.0362333333334,231.4955,1110.1868,56.39003264712022,1035.6824340195465
78,1.0,1.5690333333333333,1.2399,2.1881,1.0325477199816486,2.105518946685018
79,0.5,1199.4451666666666,912.3586,1652.2728,802.619220280517,1596.2711130528164
79,1.0,1.1675666666666666,0.1826,3.1351,-0.5363676053442386,2.871500938677572
80,0.5,1007.7224,331.7477,1589.923,373.4145427606072,1642.0302572393928
80,1.0,0.9163,0.1939,2.3523,-0.32732026358531174,2.159920263585312
81,0.5,1985.1161,1985.1161,1985.1161,1985.1161,1985.1161
81,1.0,0.9057333333333334,0.1828,2.3484,-0.343653673695847,2.155120340362514
82,0.5,1871.1981,1871.1981,1871.1981,1871.1981,1871.1981
82,1.0,1.0171666666666666,0.2163,2.5146,-0.2806967943080745,2.315030127641408
83,0.5,896.9362,896.9362,896.9362,896.9362,896.9362
83,1.0,0.919925,0.293,2.4424,-0.10489223695821337,1.9447422369582132
84,1.0,1.0849,0.3216,2.5394,-0.17524970935996342,2.345049709359963
85,1.0,1.4499000000000002,0.3228,2.5391,0.34126402277393164,2.558535977226069
86,1.0,1.1764,0.3164,2.6856,-0.1348485042889469,2.4876485042889467
87,1.0,1.1397,0.3317,2.6801,-0.1948609615150596,2.4742609615150597
88,1.0,1.1355000000000002,0.187,2.8673,-0.36655565476116747,2.637555654761168
89,1.0,1.2221333333333333,0.3517,2.8686,-0.20452962733163504,2.6487962939983016
90,1.0,1.2918666666666667,0.3981,2.9753,-0.16695821772944663,2.75069155106278
91,1.0,4.573733333333334,0.2016,13.0035,-2.7283521292816664,11.875818795948334
92,1.0,1.3322666666666667,0.4143,3.0471,-0.15405642180815526,2.8185897551414887
93,1.0,1.2228999999999999,0.2083,3.0582,-0.369470519068976,2.8152705190689757
94,1.0,1.9301666666666666,0.6181,3.3561,0.5576196862928313,3.302713647040502
95,1.0,1.4434666666666667,0.2305,3.6298,-0.4537397331046742,3.3406730664380078
96,1.0,1.3646666666666667,0.2186,3.4434,-0.4387284906223101,3.1680618239556435
97,1.0,1.6754333333333333,0.4175,3.8791,-0.2393714330419059,3.5902380997085723
98,1.0,1.4447,0.2555,3.608,-0.43185726531326507,3.3212572653132653
99,1.0,1.6020000000000003,0.25,4.0928,-0.5577284644139873,3.761728464413988
100,1.0,1.8415,0.5003,4.1568,-0.1719922820810611,3.854992282081061
101,1.0,1.5879999999999999,0.2695,4.0089,-0.511343328281489,3.6873433282814885
102,1.0,1.4833666666666667,0.2642,3.7174,-0.4540577378800845,3.4207910712134177
103,1.0,2.097233333333333,0.2821,3.7778,0.3455025425628637,3.8489641241038024
104,1.0,1.9199,0.4653,4.1419,-0.034843962773641435,3.874643962773641
105,1.0,1.7621666666666664,0.3171,4.4937,-0.6047393841374911,4.129072717470824
106,1.0,1.8079,0.316,4.625,-0.6332035475784306,4.249003547578431
107,1.0,1.8501333333333332,0.3345,4.7416,-0.6549256726250758,4.355192339291742
108,1.0,2.3087333333333335,0.5002,5.1275,-0.16480762313642616,4.782274289803093
109,1.0,1.8937,0.2995,4.8279,-0.6505683899305907,4.437968389930591
110,1.0,1.8652333333333333,0.3205,4.7463,-0.6320184547996401,4.362485121466307
111,1.0,1.9043333333333334,0.3175,4.8099,-0.6155292905676866,4.424195957234353
112,1.0,1.8777333333333335,0.3452,4.753,-0.614128383001129,4.3695950496677955
113,1.0,6.658133333333333,1.556,15.7141,-1.2055520255383794,14.521818692205045
114,1.0,1.9188999999999998,0.3376,4.8362,-0.610531258208058,4.448331258208057
115,1.0,1.8590333333333333,0.3328,4.7116,-0.6133829834170099,4.331449650083677
116,1.0,1.9118333333333333,0.347,4.8189,-0.6082192739217878,4.4318859405884545
117,1.0,1.9623,0.3464,4.9226,-0.6049865305610127,4.529586530561012
118,1.0,2.4578,0.6101,4.9631,0.2080265514056756,4.707573448594324
119,1.0,2.001533333333333,0.3634,5.0436,-0.6355748581016205,4.638641524768287
120,1.0,2.0673666666666666,0.3677,5.181,-0.6329000837365846,4.767633417069918
121,1.0,2.0792,0.4027,5.2026,-0.6281787525944722,4.7865787525944725
122,1.0,2.0993333333333335,0.4018,5.2784,-0.6559366449688535,4.85460331163552
123,1.0,3.0244,0.3873,5.3898,0.5121067786581919,5.5366932213418085
124,1.0,2.739433333333333,0.6643,5.4185,0.3054744155754072,5.173392251091259
125,1.0,2.275866666666667,0.3966,5.6182,-0.626149820766396,5.17788315409973
126,1.0,2.3243666666666667,0.3833,5.8243,-0.7126827588997555,5.361416092233089
127,1.0,2.2868666666666666,0.3972,5.729,-0.698872332866503,5.272605666199836
128,1.0,2.3206,0.4016,5.8425,-0.7335471002556506,5.374747100255651
129,1.0,2.3826666666666667,0.4162,5.9983,-0.752580233233457,5.51791356656679
130,1.0,2.4452,0.439,6.0626,-0.6937796622469539,5.584179662246953
131,1.0,3.192833333333333,0.7497,6.2281,0.4060461054787674,5.9796205611878985
132,1.0,6.439233333333333,0.4329,18.1541,-3.7072314191473703,16.585698085814037
133,1.0,2.4883333333333333,0.4298,6.304,-0.81956548212843,5.796232148795097
134,1.0,3.6897333333333333,0.4511,6.4299,0.6693253934461842,6.710141273220483
135,1.0,2.5888666666666666,0.4531,6.4971,-0.8006336745832545,5.978367007916588
136,1.0,2.6482,0.4639,6.6512,-0.8233158922292145,6.119715892229214
137,1.0,2.692133333333333,0.4712,6.7174,-0.800067647900899,6.184334314567565
138,1.0,2.7304333333333335,0.5018,6.7667,-0.7714085681998202,6.232275234866487
139,1.0,3.6582000000000003,0.9831,6.8254,0.7061263000392421,6.610273699960759
140,1.0,2.813833333333333,0.4788,6.9769,-0.8003893083052991,6.428055974971965
141,1.0,2.841066666666667,0.4832,7.0734,-0.832202037543976,6.51433537087731
142,1.0,2.895,0.4879,7.2409,-0.8759363996227778,6.665936399622778
143,1.0,2.9340333333333333,0.5165,7.3041,-0.8576903186926597,6.725756985359326
144,1.0,2.9469,0.4999,7.2968,-0.830034432843652,6.723834432843652
145,1.0,4.465233333333334,0.5186,7.4287,0.9068161257348022,8.023650540931865
146,1.0,3.0298666666666665,0.5525,7.5028,-0.8512906688884554,6.911024002221788
147,1.0,3.1489,0.5335,7.8304,-0.9146900765210062,7.212490076521005
148,1.0,4.3026,1.0835,7.8246,0.9218576835848609,7.683342316415139
149,1.0,3.2504000000000004,0.5626,8.1384,-0.9897469833014045,7.490546983301405
150,1.0,7.742500000000001,0.5663,21.5832,-4.246628057953173,19.731628057953174
151,1.0,3.2814333333333336,0.5822,8.1555,-0.9477679202526592,7.510634586919327
152,1.0,3.343166666666667,0.5868,8.307,-0.9643910895721666,7.6507244229055
153,1.0,3.3517999999999994,0.6117,8.43,-1.050641076266667,7.754241076266666
154,1.0,3.4749,0.6207,8.5924,-0.9668221198539646,7.916622119853964
155,1.0,3.5056,0.6159,8.6902,-0.9942338447102697,8.00543384471027
156,1.0,3.5302666666666664,0.6338,8.8399,-1.0743559371232831,8.134889270456616
157,1.0,6.724233333333333,4.7818,8.8399,4.689644617318882,8.758822049347785
158,1.0,3.5807333333333333,0.6166,8.9135,-1.0471663310212578,8.208632997687925
159,1.0,3.7213999999999996,0.6163,9.3104,-1.1287714516086953,8.571571451608694
160,1.0,3.7003333333333335,0.65,9.2314,-1.0981700680756243,8.49883673474229
161,1.0,3.6796666666666673,0.648,9.2078,-1.1153102230934224,8.474643556426757
162,1.0,3.5966,0.6681,9.3753,-1.4080541329046903,8.60125413290469
163,1.0,3.6885333333333334,0.678,9.6414,-1.4669132014814088,8.843979868148075
164,1.0,3.8351333333333333,0.7036,10.0646,-1.559769210117599,9.230035876784266
165,1.0,3.834533333333333,0.7004,10.0659,-1.5620200392678623,9.231086705934528
166,1.0,3.8819,0.7118,10.2037,-1.59294712754612,9.35674712754612
167,1.0,3.875766666666667,0.7165,10.1745,-1.5791053953833063,9.33063872871664
168,1.0,11.809199999999999,0.7374,28.6858,-3.0417273420887785,26.660127342088778
169,1.0,5.0285,0.7223,13.613,-2.4059081667608213,12.462908166760823
170,1.0,7.448433333333334,0.7334,14.1416,0.744306587564477,14.15256007910219
171,1.0,4.1839,0.754,10.9995,-1.7186241151561585,10.08642411515616
172,1.0,3.9998000000000005,0.7499,10.4716,-1.6049606933748741,9.604560693374875
173,1.0,4.0407,0.7503,10.5539,-1.5999979284482162,9.681397928448217
174,1.0,4.0888,0.7567,10.7422,-1.673215951904333,9.850815951904334
175,1.0,4.1596,0.7884,10.8903,-1.6693601208105715,9.988560120810572
176,1.0,4.184,0.7831,10.9347,-1.6623335236710535,10.030333523671054
177,1.0,4.486566666666667,0.7998,11.8265,-1.8700242627021035,10.843157596035436
178,1.0,4.2419,0.7867,11.0722,-1.673448896726211,10.157248896726212
179,1.0,4.293466666666666,0.7872,11.2257,-1.7101577605717102,10.297091093905042
180,1.0,6.7148,0.9812,11.3244,1.4523881423058498,11.97721185769415
181,1.0,4.5620666666666665,0.8067,12.0146,-1.8920821248730304,11.016215458206364
182,1.0,4.5226,0.8384,11.8692,-1.8397515684061343,10.884951568406134
183,1.0,4.583233333333333,0.8659,12.0076,-1.8464588695122535,11.01292553617892
184,1.0,7.768599999999999,0.8817,11.9375,1.760412135926507,13.77678786407349
185,1.0,4.598433333333333,0.8516,12.0715,-1.873440440415143,11.07030710708181
186,1.0,46.927166666666665,0.892,138.9894,-32.80106623199559,126.65539956532892
187,1.0,4.739666666666667,0.8697,12.4494,-1.9371753311144193,11.416508664447754
188,1.0,4.877800000000001,0.8864,12.7474,-1.9377085415543283,11.69330854155433
189,1.0,4.917433333333333,0.9215,12.5807,-1.7211837284750473,11.556050395141714
190,1.0,4.913799999999999,0.9057,12.7228,-1.8497858618043734,11.677385861804371
191,1.0,5.234233333333333,0.9032,13.7828,-2.1692600720350628,12.63772673870173
192,1.0,8.263300000000001,0.9854,14.6835,1.3740893870197297,15.152510612980272
193,1.0,5.095233333333334,0.9153,13.4054,-2.1016250120374673,12.292091678704136
194,1.0,5.178733333333334,0.9255,13.2277,-1.7956286348565405,12.153095301523209
195,1.0,5.249899999999999,0.9539,13.4789,-1.878933915865904,12.378733915865903
196,1.0,5.225533333333334,0.9565,13.7039,-2.117008258195674,12.56807492486234
197,1.0,6.7277,0.9674,18.0494,-3.0776841571862947,16.533084157186295
198,1.0,5.864733333333334,1.0121,15.4649,-2.449420954586353,14.17888762125302
199,1.0,13.934133333333333,1.0209,25.3021,1.7199999148982243,26.148266751768443
200,1.0,5.652299999999999,0.9865,14.9721,-2.4188857146270655,13.723485714627063
201,1.0,6.033799999999999,1.01,16.0722,-2.6597106303495135,14.727310630349512
202,1.0,5.748733333333334,1.0107,15.0839,-2.336065100971217,13.833531767637885
203,1.0,5.5685,1.0263,14.5765,-2.2327503638839836,13.369750363883984
204,1.0,97.52606666666667,1.0969,290.363,-69.4756167306672,264.52775006400054
205,1.0,6.472333333333332,1.071,16.4317,-2.1630315705565613,15.107698237223225
206,1.0,10.589833333333333,4.5665,15.6708,4.978023391493416,16.20164327517325
207,1.0,5.742466666666666,1.0552,15.047,-2.31557158177404,13.800504915107371
208,1.0,5.782366666666667,1.0956,15.1349,-2.3171715956871415,13.881904929020475
209,1.0,6.044666666666667,1.1834,15.7276,-2.341022958720939,14.430356292054274
210,1.0,6.200399999999999,1.0822,16.3315,-2.5735479386419895,14.974347938641987
211,1.0,6.208333333333333,1.1367,16.2548,-2.492296639452163,14.908963306118828
212,1.0,6.0624,1.1076,15.7794,-2.3533198408692293,14.47811984086923
213,1.0,6.122866666666667,1.1501,15.9899,-2.422325002531476,14.66805833586481
