n,sparsity,seed,solution_lowest,value_lowest,solution_most,value_most,annealer_tte
366,1.0,222,100010010000001111111000110110000001001111001110010001000110100100001101110100111011111100001010101111110110110000000101000111000000101011000001110110100110001101111001011010110010110000011001101000000110001110111000010101000101110001010000011001101101111101101010101110100110110000000000111101100110100111011110100110010111101111100001101001110100100100010110111110,-9348.11,100010010000001111111000110110000001001111001110010001000110100100001101110100111011111100001010101111110110110000000101000111000000101011000001110110100110001101111001011010110010110000011001101000000110001110111000010101000101110001010000011001101101111101101010101110100110110000000000111101100110100111011110100110010111101111100001101001110100100100010110111110,-9348.11,23.3235
367,1.0,222,0000110001011101111001111011001110010100010101010010111110001011101100100110001110101100001101011101111111100100101001111110011011010011010110110100001101101010100101011101111100100111001010111011110000110110011100100001101110001000100001011000100110011000000101110010110000001011111110011100001101001110010001011011001000100110000100011010111001001111001000010100111,-9338.99,0000110001011101111001111011001110010100010101010010111110001011101100100110001110101100001101011101111111100100101001111110011011010011010110110100001101101010100101011101111100100111001010111011110000110110011100100001101110001000100001011000100110011000000101110010110000001011111110011100001101001110010001011011001000100110000100011010111001001111001000010100111,-9338.99,16.025
368,1.0,222,11000101001000100011011100010110101101000000111001000000011100111101010110000000101101001011001011100101111010001010000110100100001111101010101101001101010101011011100111100001011101001011000101000111010000010001110001111100001011011110110011110100100111101011101111101111011001100101010110011010101100010010011100111001110101010000110011111010000101100000001110011100,-9360.91,11000101001000100011011100010110101101000000111001000000011100111101010110000000101101001011001011100101111010001010000110100100001111101010101101001101010101011011100111100001011101001011000101000111010000010001110001111100001011011110110011110100100111101011101111101111011001100101010110011010101100010010011100111001110101010000110011111010000101100000001110011100,-9360.91,16.5861
369,1.0,222,010000101011011000110010000010101100011100000110000000010111000101011000111001001101011111110011111001010100000000001000000101110010111010110100101110001100110110001010110100010010111111010001001100101110000110010110011001001101101001101011100010010011001100000010101010110011000001101010110100111011100010111001101100111111000111001000001110100111001000111001000111011,-9340.41,010000101011011000110010000010101100011100000110000000010111000101011000111001001101011111110011111001010100000000001000000101110010111010110100101110001100110110001010110100010010111111010001001100101110000110010110011001001101101001101011100010010011001100000010101010110011000001101010110100111011100010111001101100111111000111001000001110100111001000111001000111011,-9340.41,42.6474
370,1.0,222,0111001101111000001001100110111011111000010010001001111100110010110011111010010000001111010101110101000110000000001110100100010101111110101011110010000010100110000011101011110001101000100001011111001101111000010011110111001111000101100101101010110010000010111111011001111110110101010010101001111000110110101000011001000010011100001100010000110110010111001101110110010110,-9447.89,0111001101111000001001100110111011111000010010001001111100110010110011111010010000001111010101110101000110000000001110100100010101111110101011110010000010100110000011101011110001101000100001011111001101111000010011110111001111000101100101101010110010000010111111011001111110110101010010101001111000110110101000011001000010011100001100010000110110010111001101110110010110,-9447.89,23.8911
371,1.0,222,11110101101000000000000100100001010111111101011000011100110011011100010000000010011100001000111010010110000110100000001011110111101011110001100001010010101001111100101100110100110010111011111000111011001110111011101001101101010100000111101110011000100011011010010001011100111101111100010100110111110011101001000011001011010010000001000001011011001011010110110001101000010,-9442.6,11110101101000000000000100100001010111111101011000011100110011011100010000000010011100001000111010010110000110100000001011110111101011110001100001010010101001111100101100110100110010111011111000111011001110111011101001101101010100000111101110011000100011011010010001011100111101111100010100110111110011101001000011001011010010000001000001011011001011010110110001101000010,-9442.6,23.5785
372,1.0,222,101110000001101111011000110011011010001000000111000000100110110100111001111110110101011011100001111011110001011011001100001110010000101001010100110110101100000110101011110010111001011100111100000000000100010100100100001111000011011111101000101001110001001100001011100010000110000001000111101111011101100010000000101001101000110111010010001000001010011001110000101110111001,-9443.66,101110000001101111011000110011011010001000000111000000100110110100111001111110110101011011100001111011110001011011001100001110010000101001010100110110101100000110101011110010111001011100111100000000000100010100100100001111000011011111101000101001110001001100001011100010000110000001000111101111011101100010000000101001101000110111010010001000001010011001110000101110111001,-9443.66,25.8717
373,1.0,222,1111011100100010001100010000010011011011010000001001110011100001010111000000010011101111101100101011001001111100010100001000000100110111101011111010100000010110000111000010000000110000000011011110011110101001010011100001101001010100110010111011010101100100111011000111111110111111011010100010001000111011111010000001100110011110000110010011110011100111001011101110000100011,-9468.85,1111011100100010001100010000010011011011010000001001110011100001010111000000010011101111101100101011001001111100010100001000000100110111101011111010100000010110000111000010000000110000000011011110011110101001010011100001101001010100110010111011010101100100111011000111111110111111011010100010001000111011111010000001100110011110000110010011110011100111001011101110000100011,-9468.85,16.4369
374,1.0,222,11000100111011100011000011001011100110100010000110111100001010010011100110000110011110101010000010111010000010011000000010000101011001001001011011111110110011000000011100000011010011111110100100101011000000110101110111110010001111011111110000111000000011111100110111000001110111110011011111010100111101010001100001011110001111100011101110110001000110101110101110010111100000,-9554.97,11000100111011100011000011001011100110100010000110111100001010010011100110000110011110101010000010111010000010011000000010000101011001001001011011111110110011000000011100000011010011111110100100101011000000110101110111110010001111011111110000111000000011111100110111000001110111110011011111010100111101010001100001011110001111100011101110110001000110101110101110010111100000,-9554.97,24.2341
375,1.0,222,001011110001001111111000110011110010001010000001101010011111000001110000011010010100101101111001011110010011010011011100110000110001101001110010101010001000000100110111001001000000101101000011010101000100001011011100000001001001001110100100110110111111000101100011010110011111010100100110111110110000000111110001000110100000100111101011011010001110000001110111001010101101001,-9565.49,001011110001001111111000110011110010001010000001101010011111000001110000011010010100101101111001011110010011010011011100110000110001101001110010101010001000000100110111001001000000101101000011010101000100001011011100000001001001001110100100110110111111000101100011010110011111010100100110111110110000000111110001000110100000100111101011011010001110000001110111001010101101001,-9565.49,33.5572
376,1.0,222,1110000001101010000110000000110001000010101000010110100000000101101101010101000001001100010011101110101100011010000010010001111001111100101110111111111101010110011001101000001110000101101010000011011100010001101011111100001001110010111011111101111110010001100010111001011111011111100101111010010010100110111001100100010110101000100110100000100011111000110111000010001111111011,-9692.37,1110000001101010000110000000110001000010101000010110100000000101101101010101000001001100010011101110101100011010000010010001111001111100101110111111111101010110011001101000001110000101101010000011011100010001101011111100001001110010111011111101111110010001100010111001011111011111100101111010010010100110111001100100010110101000100110100000100011111000110111000010001111111011,-9692.37,21.0424
377,1.0,222,11011000011111100011001011011110110110000110111011111100001111010111111110101011001101101011001110101101110000110001010000010000011111100000111011111011101011100110000000000100010101011011010111001101000111101100111011111010100010010011111010110100011011110001110111010111010100010111011100100000011001011000100111100110100101101010001111101101011110110110011111000100110001110,-9648.37,11011000011111100011001011011110110110000110111011111100001111010111111110101011001101101011001110101101110000110001010000010000011111100000111011111011101011100110000000000100010101011011010111001101000111101100111011111010100010010011111010110100011011110001110111010111010100010111011100100000011001011000100111100110100101101010001111101101011110110110011111000100110001110,-9648.37,26.9125
378,1.0,222,000011110101111111011010110011011011111100100000000111011011100100011001001011111111110110110001101100000010011111000101101000010100100001001110101110011100100000111000010000001110101001000000100101010111010101101101101001101010111110010100001111100110010100101100001000010101000100111001000110101100100111000100011111100100010001101010110001110111101000100100110100001011000000,-9820.0,000011110101111111011010110011011011111100100000000111011011100100011001001011111111110110110001101100000010011111000101101000010100100001001110101110011100100000111000010000001110101001000000100101010111010101101101101001101010111110010100001111100110010100101100001000010101000100111001000110101100100111000100011111100100010001101010110001110111101000100100110100001011000000,-9820.0,28.8287
379,1.0,222,1010100110000111110100001001110110001011111100000100010011110101110100001000110111111101100011101110000000011101100101010001001110011000011011101110110001011000000011011000101010110010010000000101010010000111111010000001100000010010101101000000110011010111001000100011001000110010000111111110011010011110111101100010000000011001111110110001100001010101101010000110010101011010011,-9746.28,1010100110000111110100001001110110001011111100000100010011110101110100001000110111111101100011101110000000011101100101010001001110011000011011101110110001011000000011011000101010110010010000000101010010000111111010000001100000010010101101000000110011010111001000100011001000110010000111111110011010011110111101100010000000011001111110110001100001010101101010000110010101011010011,-9746.28,17.4133
380,1.0,222,01010010001010000000010100100011010010000111111001000000110000100111111001001100101101010011000000100110101010010011001000100000101011011011010000000001010101001001100011100011101101001000111001111010011000100100100100101111001111110110100110110101010101101101001100100110100101101001111110100101001010110011101110110001111111010100110001111111010110110011010110010101100001101001,-9776.73,01010010001010000000010100100011010010000111111001000000110000100111111001001100101101010011000000100110101010010011001000100000101011011011010000000001010101001001100011100011101101001000111001111010011000100100100100101111001111110110100110110101010101101101001100100110100101101001111110100101001010110011101110110001111111010100110001111111010110110011010110010101100001101001,-9776.73,21.0179
381,1.0,222,000010011100111111110100110110000011100000101110000000010011011001110101110011011101110001100010000001111000110001101100011110001100000011100110110111101000100110111110001111000111011000101011010010000101111010100010100100100111100010001100101100011011101001110011111001011101000000111101101010001011100001110000010000001100110000011000110010110110111000100110100010010100001111101,-9819.1,000010011100111111110100110110000011100000101110000000010011011001110101110011011101110001100010000001111000110001101100011110001100000011100110110111101000100110111110001111000111011000101011010010000101111010100010100100100111100010001100101100011011101001110011111001011101000000111101101010001011100001110000010000001100110000011000110010110110111000100110100010010100001111101,-9819.1,32.7988
382,1.0,222,1101011001101010000100100000010011000111110110000101100010110001010100000100110001100011001010001000100000001001000110011101000011101111101111100000110000000100000010001100101110001011110001001001100110111101001011011101101000001101110000011111000101001101110000010000110001100101001011001001000100110011001111101111100110001111010000011100010110101001011110001000010110000111001110,-9879.05,1101011001101010000100100000010011000111110110000101100010110001010100000100110001100011001010001000100000001001000110011101000011101111101111100000110000000100000010001100101110001011110001001001100110111101001011011101101000001101110000011111000101001101110000010000110001100101001011001001000100110011001111101111100110001111010000011100010110101001011110001000010110000111001110,-9879.05,39.9212
383,1.0,222,10101101000011011110100111110101010101100110000110111101011100001100111111011001101011110001010001111000001111111001011010111011100010010110011111100111111010001001000100011101001000000101001100100111001000000000011000110001010101100000111000000011100011110011000011100111110110010101100010010100000101000110101100110111101010010011111100110011010101111010101001100010000100100100001,-9860.16,10101101000011011110100111110101010101100110000110111101011100001100111111011001101011110001010001111000001111111001011010111011100010010110011111100111111010001001000100011101001000000101001100100111001000000000011000110001010101100000111000000011100011110011000011100111110110010101100010010100000101000110101100110111101010010011111100110011010101111010101001100010000100100100001,-9860.16,23.6215
384,1.0,222,100111011101110111100001011111010011011100100001001101100011100010111111111101111000001001010101011100010110011011000011111111011100100001010001011101111010101100110011001010010010100001100101010101111001001010100011100100011110101010001010000110000110001100100100101101110011101000100000110011000100111110011100001100111100101010101010011000011010011010100010100111111110000010010111,-9829.46,100111011101110111100001011111010011011100100001001101100011100010111111111101111000001001010101011100010110011011000011111111011100100001010001011101111010101100110011001010010010100001100101010101111001001010100011100100011110101010001010000110000110001100100100101101110011101000100000110011000100111110011100001100111100101010101010011000011010011010100010100111111110000010010111,-9829.46,42.8142
385,1.0,222,1011101010010011110111011000110110100110000000000111001001101011000100001010011101110110001110111110000100000100101001000010000000001010110010101010111001010010100100111111001110110001001001001000110111101011000101011011000010010111011000001000101010100110010001001000111011010000000111110011111001111000000100000111001011001000101001001100101010000010110000001111010000111011100011100,-9853.92,1011101010010011110111011000110110100110000000000111001001101011000100001010011101110110001110111110000100000100101001000010000000001010110010101010111001010010100100111111001110110001001001001000110111101011000101011011000010010111011000001000101010100110010001001000111011010000000111110011111001111000000100000111001011001000101001001100101010000010110000001111010000111011100011100,-9853.92,36.0813
386,1.0,222,00001011100000011110011010111101001101110111010000011011110000001111111100000001101111001001001000010111000111000110111101110010100110000110000000100010010100111101100000000110001111000011101100111100101000000000101010000011001111100111111111011000001011010110110000110110111010011011111001101001000000101011110111110110100001001000110100100101001000111010111000001100000000001111011100,-9843.51,00001011100000011110011010111101001101110111010000011011110000001111111100000001101111001001001000010111000111000110111101110010100110000110000000100010010100111101100000000110001111000011101100111100101000000000101010000011001111100111111111011000001011010110110000110110111010011011111001101001000000101011110111110110100001001000110100100101001000111010111000001100000000001111011100,-9843.51,18.4494
387,1.0,222,010000100011100000100000101111100111101100111101001011011100100010101111011110100110110100000111010111000011001110001010010010010010010000010011001100011101010111100100010001000101111110000001000111101011010000111011111010011011101110011111000100000011010111001011000101001101110111100001100110111101110001010010111111010001110110001011000000000100101011111011000011100101010011111011100,-9859.54,010000100011100000100000101111100111101100111101001011011100100010101111011110100110110100000111010111000011001110001010010010010010010000010011001100011101010111100100010001000101111110000001000111101011010000111011111010011011101110011111000100000011010111001011000101001101110111100001100110111101110001010010111111010001110110001011000000000100101011111011000011100101010011111011100,-9859.54,17.2108
388,1.0,222,0000101010001011111100100010110010011010100010000100010101100101110010001100100101011011110111101011101101001101000101100000010100011010111110111000110101110000011010101011010001010011010010111010001000000001010010101011011000001111001011101010110100111011010010111001100110011010000011010011011000110101011100100000000000110111111111110000101011110000010110001001000010111111011011001110,-9934.73,0000101010001011111100100010110010011010100010000100010101100101110010001100100101011011110111101011101101001101000101100000010100011010111110111000110101110000011010101011010001010011010010111010001000000001010010101011011000001111001011101010110100111011010010111001100110011010000011010011011000110101011100100000000000110111111111110000101011110000010110001001000010111111011011001110,-9934.73,18.0712
389,1.0,222,01000100001101100011001001010101111010101100010110101101011110011000000000111110101100000000110111111111001000111100000010101001101101110000101011011010001111110010000111111001000111011011101111100100001011111000100101100010110011000101110100010001101111011000101011101111000101110100010011001010010000000000100111010100011001001110011011110111110011011010011010001111101000001011011111111,-9897.29,01000100001101100011001001010101111010101100010110101101011110011000000000111110101100000000110111111111001000111100000010101001101101110000101011011010001111110010000111111001000111011011101111100100001011111000100101100010110011000101110100010001101111011000101011101111000101110100010011001010010000000000100111010100011001001110011011110111110011011010011010001111101000001011011111111,-9897.29,28.1112
390,1.0,222,110101010110010000001101100100111100010111011111011110110000011111110010000101001010010110001010110101001010101110111000001110001110111100100000010000100101110010100101001001101011000010000110110110001111111101101001010001010011110001101011010010101000110010111101111111100001110111000000011100011001111110100010011011111001010110110100001110001101110110100101110101100001011111010001100010,-9968.25,110101010110010000001101100100111100010111011111011110110000011111110010000101001010010110001010110101001010101110111000001110001110111100100000010000100101110010100101001001101011000010000110110110001111111101101001010001010011110001101011010010101000110010111101111111100001110111000000011100011001111110100010011011111001010110110100001110001101110110100101110101100001011111010001100010,-9968.25,24.2502
391,1.0,222,0110000111100110001111110010101000000101001111100011111110011110111111010001011000000101110001100111011111011011001100110110010111111100100110011111100110111101000000101011101101111010110010010101011011100110001000011110000000100110101100001111111010100000101111010100000101111101111110101011011111101100110001110000111110010001101000110110100000111110010011110110110110111110000111111101101,-9957.87,0110000111100110001111110010101000000101001111100011111110011110111111010001011000000101110001100111011111011011001100110110010111111100100110011111100110111101000000101011101101111010110010010101011011100110001000011110000000100110101100001111111010100000101111010100000101111101111110101011011111101100110001110000111110010001101000110110100000111110010011110110110110111110000111111101101,-9957.87,27.9311
392,1.0,222,01010111101110100011010011011010001010000101001100100100010011101000011111101010110010110100010101011001110100110011100011001101101011000001001100101111100001010100001011100100010110100100010100111011100011101111110001001000110110010110111111011101110110101011101010101100110001001000110101101000011111011101001001000110101001001100110110011010101011110001111100001110011010101011111100110001,-10030.53,01010111101110100011010011011010001010000101001100100100010011101000011111101010110010110100010101011001110100110011100011001101101011000001001100101111100001010100001011100100010110100100010100111011100011101111110001001000110110010110111111011101110110101011101010101100110001001000110101101000011111011101001001000110101001001100110110011010101011110001111100001110011010101011111100110001,-10030.53,16.8931
393,1.0,222,110000001010111000011101001100100000010001101011111111101111011001011100010100000000011111100110011000101100101000110010001001110011110100111001111111011111110000100111110101101111001010011010110101110110011001100001010011100001101010110011010001111010001010010101010101011100011101101001001000000001011010100000010011011010111111000111111101101010001101000001110000111101101001011000101110110,-10015.28,110000001010111000011101001100100000010001101011111111101111011001011100010100000000011111100110011000101100101000110010001001110011110100111001111111011111110000100111110101101111001010011010110101110110011001100001010011100001101010110011010001111010001010010101010101011100011101101001001000000001011010100000010011011010111111000111111101101010001101000001110000111101101001011000101110110,-10015.28,42.6475
394,1.0,222,1010101011011111111101110101010110010110111001001001001110100011001100000110000110111101001011111000011000000100001011000011001001011011011110001001100001111001100110100101000000001100010110010110010010011011010001111010011011100110111100011010000000001100000011000111011101011000001011111011001010111011001100100101101011010001111110110010001110011101101000101111010010100111010100000111010100,-10050.83,1010101011011111111101110101010110010110111001001001001110100011001100000110000110111101001011111000011000000100001011000011001001011011011110001001100001111001100110100101000000001100010110010110010010011011010001111010011011100110111100011010000000001100000011000111011101011000001011111011001010111011001100100101101011010001111110110010001110011101101000101111010010100111010100000111010100,-10050.83,19.8543
395,1.0,222,00011000000100011110000110010101010101110001100111011011110111101001010000100111011000111000001100010011001001010101010100101010000110111101110001110110101100011010110000001111001111010001110110101000110010000010001001001001100111001101010001010001101011000000110101001111011100011101111101010011011110011100011101100011110100010010110101000000001100101101010011011011000010011101011000001101000,-10115.85,00011000000100011110000110010101010101110001100111011011110111101001010000100111011000111000001100010011001001010101010100101010000110111101110001110110101100011010110000001111001111010001110110101000110010000010001001001001100111001101010001010001101011000000110101001111011100011101111101010011011110011100011101100011110100010010110101000000001100101101010011011011000010011101011000001101000,-10115.85,27.1033
396,1.0,222,001110001101011111010010000101100001011101010101101110100000100000000111101000110101010111100011010011000100010110010100010001100100100111010100011010101100100110100110110000111111100100010100110100011110101010100110101101101000001001011110000101010100100101001100100010000000000110100010010100110100101000000001000111101100000000110011010110010101101111100011111110101100101100101000011101011101,-10121.34,001110001101011111010010000101100001011101010101101110100000100000000111101000110101010111100011010011000100010110010100010001100100100111010100011010101100100110100110110000111111100100010100110100011110101010100110101101101000001001011110000101010100100101001100100010000000000110100010010100110100101000000001000111101100000000110011010110010101101111100011111110101100101100101000011101011101,-10121.34,55.986
397,1.0,222,1101010111111000000011010110111001000111000011010111011010111110011000110110111011010110011000110111010001010000111100101000101101100100100001100111010001110000010001000010001110010011101001001001000111110011100011010110001111111101000011100011111111100110111001000111100010011100010000010000111111000001010010000000010010010110100100011001101000011110000000110001111010010001010010111100011100111,-10129.9,1101010111111000000011010110111001000111000011010111011010111110011000110110111011010110011000110111010001010000111100101000101101100100100001100111010001110000010001000010001110010011101001001001000111110011100011010110001111111101000011100011111111100110111001000111100010011100010000010000111111000001010010000000010010010110100100011001101000011110000000110001111010010001010010111100011100111,-10129.9,41.8192
398,1.0,222,01110000001100100011101001011101111100111001110110011001010111010011010001101110101111101011100111000100001000101101000101000000001101000000101001111000101001110110110000101110000011110101011111110111110111111100111001010100110001100111011110001110011010011100110010101110001011111011101110000010011100110101011000100110111010101000000000111011100001001010000010100011100000001010110100110011000011,-10100.48,01110000001100100011101001011101111100111001110110011001010111010011010001101110101111101011100111000100001000101101000101000000001101000000101001111000101001110110110000101110000011110101011111110111110111111100111001010100110001100111011110001110011010011100110010101110001011111011101110000010011100110101011000100110111010101000000000111011100001001010000010100011100000001010110100110011000011,-10100.48,20.472
399,1.0,222,101110111000000110010101100010111111101000101101011110101111011110010110010100011011010010011110101101100101111110111101010001110000000001111000100101101010101100110101111001110000000101001110001101001111000000010101101110110100000000001000100011101010001010100100001011110111000101010111001000111010001001111111111001010001001001111010000111011010100010001011001001100111000110010010000010001010010,-10149.86,101110111000000110010101100010111111101000101101011110101111011110010110010100011011010010011110101101100101111110111101010001110000000001111000100101101010101100110101111001110000000101001110001101001111000000010101101110110100000000001000100011101010001010100100001011110111000101010111001000111010001001111111111001010001001001111010000111011010100010001011001001100111000110010010000010001010010,-10149.86,19.5915
400,1.0,222,1101001011100100010000100010000101101011100011011101111000110101000110011000000010011000111101001100110100001010010110100100101101111101101100101110001001000110100111101110010000011000101101001110111101011110001110101010100101111110101101011010100111000101110001011011001111000101011101000101011010101100001001001100100000001011110010010010000111101010001001101100101100011100011111000000011010001110,-10175.37,1101001011100100010000100010000101101011100011011101111000110101000110011000000010011000111101001100110100001010010110100100101101111101101100101110001001000110100111101110010000011000101101001110111101011110001110101010100101111110101101011010100111000101110001011011001111000101011101000101011010101100001001001100100000001011110010010010000111101010001001101100101100011100011111000000011010001110,-10175.37,22.7827
401,1.0,222,11000101011101000000010010100010111001111111000111001111000000110110010010110010010010110111100111110001001000000111001010001010011101010011000001100010011111011100100100011011001101111101000001011111011110011010001011100001110111001010110111001011111111110010001111001000110001011011000100010100011000001111101000011110111110111001110001100100111111111101011110010110000100110100011101000000100011001,-10212.17,11000101011101000000010010100010111001111111000111001111000000110110010010110010010010110111100111110001001000000111001010001010011101010011000001100010011111011100100100011011001101111101000001011111011110011010001011100001110111001010110111001011111111110010001111001000110001011011000100010100011000001111101000011110111110111001110001100100111111111101011110010110000100110100011101000000100011001,-10212.17,17.8402
402,1.0,222,000011111000101110111101110010000100101111111101110101011101011010111111010101011011000110010010000101100100111001111100000111111000101001101100100111001001101011011010011111011000111001111001101100011001000101011011100101100110111001000010001101101000100011101101011111000001001010011101101010111011000100111001001001110110000001101110101110011100111100011000110111111000010010011010001111111111101100,-10318.91,000011111000101110111101110010000100101111111101110101011101011010111111010101011011000110010010000101100100111001111100000111111000101001101100100111001001101011011010011111011000111001111001101100011001000101011011100101100110111001000010001101101000100011101101011111000001001010011101101010111011000100111001001001110110000001101110101110011100111100011000110111111000010010011010001111111111101100,-10318.91,18.0778
403,1.0,222,0100011010110110000011110100100000000000111001101010001101101000110110111110101001101011100101010001111011000010100000000110101100100110100011011110101010001100000100000011010000110111001010001101001101100010101001011110101001101100010000101011101001011011000110111100010000000100001100010001110001001111110000001011100101110011111100110111011110000011011011101100100110001011001000101001111000101111111,-10258.47,0100011010110110000011110100100000000000111001101010001101101000110110111110101001101011100101010001111011000010100000000110101100100110100011011110101010001100000100000011010000110111001010001101001101100010101001011110101001101100010000101011101001011011000110111100010000000100001100010001110001001111110000001011100101110011111100110111011110000011011011101100100110001011001000101001111000101111111,-10258.47,21.9603
404,1.0,222,11010011111001000000000010111011011110101111100011111100100001101001100110001000100101111100001001111000011010011111101000100100111111001011010001010000011010001000011101000010000010101011010010001100100111110111100101011111001110100010110001100101110001100110010100101011110011011011011101010110100101110011101111000001010110001110000011001001011111111001100110001001011010011100111101101001111100000110,-10296.07,11010011111001000000000010111011011110101111100011111100100001101001100110001000100101111100001001111000011010011111101000100100111111001011010001010000011010001000011101000010000010101011010010001100100111110111100101011111001110100010110001100101110001100110010100101011110011011011011101010110100101110011101111000001010110001110000011001001011111111001100110001001011010011100111101101001111100000110,-10296.07,18.0963
405,1.0,222,101111001000110110110100001111001111001101010000100011011100011101010000000001010111110100111100110010010000110101100110100010101000001011100001011100011110100111011100001001011110111101010101110100011100001110001010001100110001011110010111010101111001011001011011010101011100001111101001101101000000110110110001010000011011000101110100111001000011000111000000101000010011010001111111000001101011000101010,-10278.5,101111001000110110110100001111001111001101010000100011011100011101010000000001010111110100111100110010010000110101100110100010101000001011100001011100011110100111011100001001011110111101010101110100011100001110001010001100110001011110010111010101111001011001011011010101011100001111101001101101000000110110110001010000011011000101110100111001000011000111000000101000010011010001111111000001101011000101010,-10278.5,43.613
406,1.0,222,0001101101010011111110010000010011110110011100000110010000011011011100101110101101100101101111001100101000100111001101000011101111000001010011010011111111110011000101110100101110100101010111011110000110100100010100001000010001001001011001110011110011011000101100111000110110000010100110110110001111100000100010010011111001101000010100111101000100110001110001001101010001011101111111010111100110110001010100,-10298.53,0001101101010011111110010000010011110110011100000110010000011011011100101110101101100101101111001100101000100111001101000011101111000001010011010011111111110011000101110100101110100101010111011110000110100100010100001000010001001001011001110011110011011000101100111000110110000010100110110110001111100000100010010011111001101000010100111101000100110001110001001101010001011101111111010111100110110001010100,-10298.53,36.6706
407,1.0,222,01000011011101100100101111110111100101010100000010101000101111011100100011101010111100111001110111101010111100011101101101010001111001110001110001101101111001110110000000110000010100011100101011001010001000110100101101001110101011010001110110110100011101111111101100100010111111010101111001001101111100101101110101000111011111000100100101000001001100011000110101000101100111101000000001011101110001011100100,-10267.54,01000011011101100100101111110111100101010100000010101000101111011100100011101010111100111001110111101010111100011101101101010001111001110001110001101101111001110110000000110000010100011100101011001010001000110100101101001110101011010001110110110100011101111111101100100010111111010101111001001101111100101101110101000111011111000100100101000001001100011000110101000101100111101000000001011101110001011100100,-10267.54,66.6878
408,1.0,222,111100110110111001101000110011111010010100100110101000101010011110010010000101001011110010011101101011001100100011111001010000101110010000110100111011011101001100100100100000101000000100100111110101000110001100111111110101100001001111110011101001011011111011111111011110111011011001011111000101000010001111101111010000110100010001011111001000110111100010101011001000001101101101011111010111001101100100111111,-10296.77,111100110110111001101000110011111010010100100110101000101010011110010010000101001011110010011101101011001100100011111001010000101110010000110100111011011101001100100100100000101000000100100111110101000110001100111111110101100001001111110011101001011011111011111111011110111011011001011111000101000010001111101111010000110100010001011111001000110111100010101011001000001101101101011111010111001101100100111111,-10296.77,13.6459
409,1.0,222,0000110010010111100110001110101101010010110101001110101101010010111010011111100111100100000100010001111101100110011111101010001100001010111110000101110000011011001000011110101001100011010010000011110010111101110100001010110011111110100011110110100010111010110000111111001000011011100100010000110000011110101100110101001111011000101011111001000000000011001101111000110110001011000101001011001001100111100101110,-10292.83,0000110010010111100110001110101101010010110101001110101101010010111010011111100111100100000100010001111101100110011111101010001100001010111110000101110000011011001000011110101001100011010010000011110010111101110100001010110011111110100011110110100010111010110000111111001000011011100100010000110000011110101100110101001111011000101011111001000000000011001101111000110110001011000101001011001001100111100101110,-10292.83,24.5017
410,1.0,222,01100001101111100110111011001110000000001011001010101010010011001100001110100110011011011000001101011000110000111101000110111100101011100001000001111010111001010001010001000011100101001010001101010010110001111011100011110010110100111100011101011110110100110010101111011001111011111010111000111011111000111101111011000000110101001110000111000011101100101111011111101000110010101001100100011010111110110101100010,-10315.85,01100001101111100110111011001110000000001011001010101010010011001100001110100110011011011000001101011000110000111101000110111100101011100001000001111010111001010001010001000011100101001010001101010010110001111011100011110010110100111100011101011110110100110010101111011001111011111010111000111011111000111101111011000000110101001110000111000011101100101111011111101000110010101001100100011010111110110101100010,-10315.85,22.7322
411,1.0,222,010000001010110001100000111101000100101011111010011110101100111010011001000001100011101010000110011110000101101100110010101111100010111110010110011000101111000111010111100000101100110011100001011110111010101111001000110101010011101110000101000110001000001000001100010100011100111111011110101110110101000111010010010001100011100110111000111001111111100101000110010110001110000100001011001001010000111111100111011,-10281.1,010000001010110001100000111101000100101011111010011110101100111010011001000001100011101010000110011110000101101100110010101111100010111110010110011000101111000111010111100000101100110011100001011110111010101111001000110101010011101110000101000110001000001000001100010100011100111111011110101110110101000111010010010001100011100110111000111001111111100101000110010110001110000100001011001001010000111111100111011,-10281.1,21.2584
412,1.0,222,1001101111011101110100000110100000111001111011111011001000101011000001011011111110111000101101111100011011000101101001100111001011010010010001101100010100010010110100011110010100100111011011000011101010101000101110110101011111011010110011001111000010000000011011001111100010000010010001010011001011001110010111110001111110000011100011011111111110000011000101101100101011100000011100011010100011100000101010111010,-10266.53,1001101111011101110100000110100000111001111011111011001000101011000001011011111110111000101101111100011011000101101001100111001011010010010001101100010100010010110100011110010100100111011011000011101010101000101110110101011111011010110011001111000010000000011011001111100010000010010001010011001011001110010111110001111110000011100011011111111110000011000101101100101011100000011100011010100011100000101010111010,-10266.53,29.8204
413,1.0,222,00101101000011111111111011001111010101101001010111101101110000011111101101000101111011000000011010101111011111101100010010000000100100000110111001111010011100010111000000111010101100100001000101000111010100000100100111101000011101110101000101100010010110110111001101100111000100111110101010101110001101011110110110011011110001001010010001000000010100100000110101111111100101110101011101010101111000010111010011110,-10426.42,00101101000011111111111011001111010101101001010111101101110000011111101101000101111011000000011010101111011111101100010010000000100100000110111001111010011100010111000000111010101100100001000101000111010100000100100111101000011101110101000101100010010110110111001101100111000100111110101010101110001101011110110110011011110001001010010001000000010100100000110101111111100101110101011101010101111000010111010011110,-10426.42,23.6279
