n,sparsity,seed,solution_lowest,value_lowest,solution_most,value_most,annealer_tte
136,1.0,222,0111001101101010010100100011000000000000011001011110001111110010000110101100010011101010001101001011001000101011101011100010100010000101,-3602.74,0111001101101010010100100011000000000000011001011110001111110010000110101100010011101010001101001011001000101011101011100010100010000101,-3602.74,6.099
137,1.0,222,10011100101100011110110100001111110111111111100000011000000011111110011110011010101111011000101100101001100110001001000101000111011011000,-3664.61,10011100101100011110110100001111110111111111100000011000000011111110011110011010101111011000101100101001100110001001000101000111011011000,-3664.61,7.181
138,1.0,222,100110001011010110101101110011111111101110001011000111010000111110101011100010110001000101010111110010001101010001010001110101011111111000,-3690.86,100110001011010110101101110011111111101110001011000111010000111110101011100010110001000101010111110010001101010001010001110101011111111000,-3690.86,6.6216
139,1.0,222,1011100000100111101100101000010000001001110010111010011011011110011100011111100111100111101000110100001111011000110011101100110010110110000,-3719.61,1011100000100111101100101000010000001001110010111010011011011110011100011111100111100111101000110100001111011000110011101100110010110110000,-3719.61,6.5835
140,1.0,222,01000000010011100100011111111011011101100001001010111000011101111100001100100110000101001110110010101110001011010110110100010011010001010111,-3817.8,01000000010011100100011111111011011101100001001010111000011101111100001100100110000101001110110010101110001011010110110100010011010001010111,-3817.8,6.0644
141,1.0,222,000000000100011001100111100110000010011100000011101111100111111111010011011001110011101001101000110011010001101101101110000001011001010101110,-3821.12,000000000100011001100111100110000010011100000011101111100111111111010011011001110011101001101000110011010001101101101110000001011001010101110,-3821.12,10.6956
142,1.0,222,1110101000100001010110000000010111111001101111010101110110000010010001100110110011111110001001010111101010111110100111100100101011100000110101,-3838.33,1110101000100001010110000000010111111001101111010101110110000010010001100110110011111110001001010111101010111110100111100100101011100000110101,-3838.33,6.6377
143,1.0,222,11111111101100110011100000010100101100111001110101011101001000100001101011110001011111111101010001011000010100101101110001001101110100001100101,-3928.33,11111111101100110011100000010100101100111001110101011101001000100001101011110001011111111101010001011000010100101101110001001101110100001100101,-3928.33,6.3692
144,1.0,222,011111011011101111110010110101000001000000011010101100001101011000111000100100000001110111111100001010000101011001001101001111010111110001010101,-3967.79,011111011011101111110010110101000001000000011010101100001101011000111000100100000001110111111100001010000101011001001101001111010111110001010101,-3967.79,6.622
145,1.0,222,0000100010110101110011010100111110011111111110010001110100001101101010111000111110011000000100100100000011110101100100001111100011101100001111100,-3965.02,0000100010110101110011010100111110011111111110010001110100001101101010111000111110011000000100100100000011110101100100001111100011101100001111100,-3965.02,6.1516
146,1.0,222,01110110100000101011001010110000010100010100011111101000110000100111010001001100001011110110010110110111010011110110010000000100111011010000101110,-3969.45,01110110100000101011001010110000010100010100011111101000110000100111010001001100001011110110010110110111010011110110010000000100111011010000101110,-3969.45,6.7551
147,1.0,222,010100110111111000110011110100010110010010010111111101111111001000111110111001010101000011010011010111001010110001001111110111111101101111110000110,-4029.7,010100110111111000110011110100010110010010010111111101111111001000111110111001010101000011010011010111001010110001001111110111111101101111110000110,-4029.7,6.9168
148,1.0,222,1010110010110101101011001110111011011111100110110001110100001101110000011101110000011000000100110110000010000001011101110111110000100010110011001001,-4035.03,1010110010110101101011001110111011011111100110110001110100001101110000011101110000011000000100110110000010000001011101110111110000100010110011001001,-4035.03,7.0413
149,1.0,222,10101011000010011100011011001110101011110110111111101100101111011001100101010101011100000010011111011011101100000010111110100000000100101001011101010,-4029.78,10101011000010011100011011001110101011110110111111101100101111011001100101010101011100000010011111011011101100000010111110100000000100101001011101010,-4029.78,6.8145
150,1.0,222,111101001000001000111000001101000111000001010000000100110100001001100011000010011000010110010001000000001000011111101111010001101111001110010010011101,-4118.52,111101001000001000111000001101000111000001010000000100110100001001100011000010011000010110010001000000001000011111101111010001101111001110010010011101,-4118.52,6.9627
151,1.0,222,0100101101001111100000101001101111011110110101001010100110110100001111000001010111001110110010011110101011110100011111011101110100010100001011011001101,-4172.2,0100101101001111100000101001101111011110110101001010100110110100001111000001010111001110110010011110101011110100011111011101110100010100001011011001101,-4172.2,6.7695
152,1.0,222,00110000101000100111110111000100011000110101101100000111110010111001101111101000001101111000000000010110110100111100000010100010111010011100001001100101,-4164.13,00110000101000100111110111000100011000110101101100000111110010111001101111101000001101111000000000010110110100111100000010100010111010011100001001100101,-4164.13,10.7984
153,1.0,222,101100101011010010010111110001101100010101101110101110000001111110001001110010100010010110101110110001010111010111011010001101000110010111001010001100110,-4236.6,101100101011010010010111110001101100010101101110101110000001111110001001110010100010010110101110110001010111010111011010001101000110010111001010001100110,-4236.6,7.2427
154,1.0,222,0010100010100001110010011101110101011000011000110001011001001000001011001111100010111101111001111001001101100100110011001000010010110000100101100011000010,-4228.26,0010100010100001110010011101110101011000011000110001011001001000001011001111100010111101111001111001001101100100110011001000010010110000100101100011000010,-4228.26,6.7399
155,1.0,222,10000001011010000101110001100100000100010010101101010111110010111000111010100110001100000110111110110010011001111010101011101111101101111011110011011011011,-4248.7,10000001011010000101110001100100000100010010101101010111110010111000111010100110001100000110111110110010011001111010101011101111101101111011110011011011011,-4248.7,6.7647
156,1.0,222,011111101001001110000011100110111100111011010101101011100011010001110001010110111101011110010001000011011001101001011110100001100100110000010011100100100100,-4230.57,011111101001001110000011100110111100111011010101101011100011010001110001010110111101011110010001000011011001101001011110100001100100110000010011100100100100,-4230.57,6.69
157,1.0,222,0100101101101001100000101101101111011100111001011011110010110100001011011001010010110000101011111010000000110100011101101100010110011000101110001011111100011,-4307.27,0100101101101001100000101101101111011100111001011011110010110100001011011001010010110000101011111010000000110100011101101100010110011000101110001011111100011,-4307.27,6.5331
158,1.0,222,01101000100001010110100100111101001110101001001001000010011000000000111101111001110000101000000101011111101101101000111110110010000101100000001000010000010010,-4287.78,01101000100001010110100100111101001110101001001001000010011000000000111101111001110000101000000101011111101101101000111110110010000101100000001000010000010010,-4287.78,6.419
159,1.0,222,000010010111110101001000110111010100101001110010000000001100100000001111101101101010100110101000011101000101111111100000111101010010110001100101100111110100010,-4361.98,000010010111110101001000110111010100101001110010000000001100100000001111101101101010100110101000011101000101111111100000111101010010110001100101100111110100010,-4361.98,6.7351
160,1.0,222,1001010101101010011111001110010000100001011010110000011011001011110100111010010000101101011111010011000000101000111011010110100111101111011111011110101011101000,-4360.06,1001010101101010011111001110010000100001011010110000011011001011110100111010010000101101011111010011000000101000111011010110100111101111011111011110101011101000,-4360.06,6.6409
161,1.0,222,00001101011111010110100010111101001110100011001000000011110010000100011111110111100001010011000101010100000011011110001111111001001111101011100111101011010100110,-4360.82,00001101011111010110100010111101001110100011001000000011110010000100011111110111100001010011000101010100000011011110001111111001001111101011100111101011010100110,-4360.82,6.7547
162,1.0,222,111100001000011001111101000001100111000110001010010100110110001110011010011010010101001111000110110110111111110110000111111100000101000100000111100001011011011010,-4355.49,111100001000011001111101000001100111000110001010010100110110001110011010011010010101001111000110110110111111110110000111111100000101000100000111100001011011011010,-4355.49,6.601
163,1.0,222,0010111100111001000000111001101111011110010101011010110100001100010000101110011110010010010110010010101100011000010111000010011010111100110010101001000101000001000,-4440.28,0010111100111001000000111001101111011110010101011010110100001100010000101110011110010010010110010010101100011000010111000010011010111100110010101001000101000001000,-4440.28,7.0369
164,1.0,222,11010001010010110111101101100000011100000000001000000111011000000001111001000000101111001001011110100101101111010111111000100001111010001111010101111100001111101111,-4505.27,11010001010010110111101101100000011100000000001000000111011000000001111001000000101111001001011110100101101111010111111000100001111010001111010101111100001111101111,-4505.27,7.3518
165,1.0,222,011000010010110001111101101001000010001111011010000000110110001110101111101100010001011000001001011110110101000111000110100110000000010110001010110101101101000101110,-4493.95,011000010010110001111101101001000010001111011010000000110110001110101111101100010001011000001001011110110101000111000110100110000000010110001010110101101101000101110,-4493.95,7.0944
166,1.0,222,0011101100111111101000110011101110101100110001101111100100111100001110001110011111011111001011011100101100010011000110011111001001000110100000101110010100100000101011,-4529.44,0011101100111111101000110011101110101100110001101111100100111100001110001110011111011111001011011100101100010011000110011111001001000110100000101110010100100000101011,-4529.44,6.6809
167,1.0,222,11110001001010101111110111100100001000011110101100010110011000111011100010010100011011001110110110111111111001101100100000001000110010010101101111100011111110000011100,-4545.74,11110001001010101111110111100100001000011110101100010110011000111011100010010100011011001110110110111111111001101100100000001000110010010101101111100011111110000011100,-4545.74,6.8229
168,1.0,222,101111101011001000001100010110111001111100011110101111111010110111010011100111110001100100101010101111001010010001001110100011101110000111001111100001101010011001010001,-4535.8,101111101011001000001100010110111001111100011110101111111010110111010011100111110001100100101010101111001010010001001110100011101110000111001111100001101010011001010001,-4535.8,7.3437
169,1.0,222,0000111011000101000000100101101111011110000101101110100110011100010000100100100010110010000100100010000001010011001100101011010110111110001101000010100001001111111100101,-4570.09,0000111011000101000000100101101111011110000101101110100110011100010000100100100010110010000100100010000001010011001100101011010110111110001101000010100001001111111100101,-4570.09,7.2226
170,1.0,222,00001011010011011010001010011011111111000100010010101010000111000000110000100001100110111000011101000101010101100111000011110001001101001111000100011110010010010010101011,-4571.06,00001011010011011010001010011011111111000100010010101010000111000000110000100001100110111000011101000101010101100111000011110001001101001111000100011110010010010010101011,-4571.06,7.4535
171,1.0,222,001001110011110100111000111001101111011001110101111110101010111001000111110001111000001001101011001010101101000110001100001110100010000011000111010101000101000101101101111,-4574.71,001001110011110100111000111001101111011001110101111110101010111001000111110001111000001001101011001010101101000110001100001110100010000011000111010101000101000101101101111,-4574.71,7.1838
172,1.0,222,1011001010100110010101110110000000010100001110011011100011011001101111101100110101111100011100110101010011001111000010101101111011011101010001110000000011101010101001101101,-4582.07,1011001010100110010101110110000000010100001110011011100011011001101111101100110101111100011100110101010011001111000010101101111011011101010001110000000011101010101001101101,-4582.07,7.3373
173,1.0,222,01101101000011010010111000011011101110110010111010000010001000111100011100010101001101111001011011101111010001000100110000011010001010000001111001000010000001101001101110001,-4572.27,01101101000011010010111000011011101110110010111010000010001000111100011100010101001101111001011011101111010001000100110000011010001010000001111001000010000001101001101110001,-4572.27,6.9392
174,1.0,222,101000001000010100110010001001101101000011010100100000110000101000101011001011011001110000111010010001110001110011001000001100000001010011001110010000000001110110101010101011,-4591.33,101000001000010100110010001001101101000011010100100000110000101000101011001011011001110000111010010001110001110011001000001100000001010011001110010000000001110110101010101011,-4591.33,7.7389
175,1.0,222,1011010010110110000110101100011010000100010001001000000110011000010100111100110111011000000001100000011000010110100010101011111001010001110011100110000011101100101111001111010,-4653.63,1011010010110110000110101100011010000100010001001000000110011000010100111100110111011000000001100000011000010110100010101011111001010001110011100110000011101100101111001111010,-4653.63,6.9755
176,1.0,222,00100111000111010111100010110010110101110110010100100001011010100110011001000111111000100001011001111110000011101001011110110000000111000001001101010001000111101101010100000011,-4641.83,00100111000111010111100010110010110101110110010100100001011010100110011001000111111000100001011001111110000011101001011110110000000111000001001101010001000111101101010100000011,-4641.83,7.0421
177,1.0,222,100101101101001001010110000001000101000100101000111011011100100111110011010010100101110100111100110000011101111110101001110001010100110111101001001011101011111100100100000111110,-4695.19,100101101101001001010110000001000101000100101000111011011100100111110011010010100101110100111100110000011101111110101001110001010100110111101001001011101011111100100100000111110,-4695.19,7.6258
178,1.0,222,0010111100111101011000111101100101101111111000111011000001011010011000111001010110111111110111110010001000110001010011001111000010011100000000101100010101000000011001111010000110,-4733.9,0010111100111101011000111101100101101111111000111011000001011010011000111001010110111111110111110010001000110001010011001111000010011100000000101100010101000000011001111010000110,-4733.9,6.975
179,1.0,222,10010000110100100001001101000010100001110100010110010111100110010001111001001010100101001010010010000100110001000110001010100101110111010111110100011101111000010101010100111010000,-4770.45,10010000110100100001001101000010100001110100010110010111100110010001111001001010100101001010010010000100110001000110001010100101110111010111110100011101111000010101010100111010000,-4770.45,6.9239
180,1.0,222,111101001001001010011100010001001101011000011111000101111010010111110001000111100010000101001011111010010010001110100001100001101111110100011011101001101110101001001001001101100111,-4746.08,111101001001001010011100010001001101011000011111000101111010010111110001000111100010000101001011111010010010001110100001100001101111110100011011101001101110101001001001001101100111,-4746.08,11.4999
181,1.0,222,0101010101111110000100100100001010000000111101001101100110010001011100111000000010011110011100011010000110001001000001010011111101000001111100001010100111101100011100001001001001000,-4778.82,0101010101111110000100100100001010000000111101001101100110010001011100111000000010011110011100011010000110001001000001010011111101000001111100001010100111101100011100001001001001000,-4778.82,7.0825
182,1.0,222,10011001011110100000001011011011100010001111010111011101100110010011101010000000000111100010100110100101100010010000011100101111110000011111000010101000111001000101000100010010001011,-4867.69,10011001011110100000001011011011100010001111010111011101100110010011101010000000000111100010100110100101100010010000011100101111110000011111000010101000111001000101000100010010001011,-4867.69,6.6705
183,1.0,222,011101001000011010011100011000101001010000011111000111110011010111110000010111100010000101000011101110010010100000101111100101101111001101011111111001011111001001010110011100011011110,-4865.17,011101001000011010011100011000101001010000011111000111110011010111110000010111100010000101000011101110010010100000101111100101101111001101011111111001011111001001010110011100011011110,-4865.17,6.7951
184,1.0,222,0101010011110110000111011000000001010101011010111000100100110100110101101110101001010101101101000100010010110101011011101011110111110011101101011000100010101100011100011101000011111010,-4946.83,0101010011110110000111011000000001010101011010111000100100110100110101101110101001010101101101000100010010110101011011101011110111110011101101011000100010101100011100011101000011111010,-4946.83,6.755
185,1.0,222,01101000101101010010100100111010010110110010011100011001100001110000101011101110100101001011011011111010001010101000000100010010100000001001111010110100000101111001001011001100001000000,-4949.71,01101000101101010010100100111010010110110010011100011001100001110000101011101110100101001011011011111010001010101000000100010010100000001001111010110100000101111001001011001100001000000,-4949.71,6.6997
186,1.0,222,111111001011011100101000010111100111101100100111000110011000011101010010100111101010000010000111101110000010100010000001100100101100000010011110101101000011001010000100101001010000100110,-5026.26,111111001011011100101000010111100111101100100111000110011000011101010010100111101010000010000111101110000010100010000001100100101100000010011110101101000011001010000100101001010000100110,-5026.26,7.0646
187,1.0,222,0011011010010010010101101000010100100111010011000111110001111000111101100001101001001000100101101101011001111000110110110000011001101001010001111101001010110101110111010011010101111011100,-5025.57,0011011010010010010101101000010100100111010011000111110001111000111101100001101001001000100101101101011001111000110110110000011001101001010001111101001010110101110111010011010101111011100,-5025.57,7.225
188,1.0,222,11001110111001010110001111111011010110010110010100101000010000100110011110001000101000010111110010111100101011111111010001010001100110101011110010101111010111001110001010001010110000100111,-5026.82,11001110111001010110001111111011010110010110010100101000010000100110011110001000101000010111110010111100101011111111010001010001100110101011110010101111010111001110001010001010110000100111,-5026.82,7.8207
189,1.0,222,100001101101000001011100011000011010010110011101101011110100111011100010011110111101100011110011100001110011101011010010010011011001010100101001110111101100101100011011010111001110011000101,-5021.86,100001101101000001011100011000011010010110011101101011110100111011100010011110111101100011110011100001110011101011010010010011011001010100101001110111101100101100011011010111001110011000101,-5021.86,8.6998
190,1.0,222,0001101101011001101000101001110110111110011100001010111010001010001010010101011110011100111000001110100110011011110010010110100101001110101111011100100101100001101001100100111100100001010011,-5040.56,0001101101011001101000101001110110111110011100001010111010001010001010010101011110011100111000001110100110011011110010010110100101001110101111011100100101100001101001100100111100100001010011,-5040.56,8.3386
191,1.0,222,10111110100000111010001000101111001001101111010001110110001010110111000100111000010110001001001101010101000010111000000001000000011000100101101010110111001101001100011100100001010001111011011,-5035.86,10111110100000111010001000101111001001101111010001110110001010110111000100111000010110001001001101010101000010111000000001000000011000100101101010110111001101001100011100100001010001111011011,-5035.86,8.5171
192,1.0,222,100001101111010010010110100000010001000111111111011000101010100111000001101110000000000110010000111110111110010011101110100101111011101100100100111011111000000101100111101111010101111100001001,-5074.47,100001101111010010010110100000010001000111111111011000101010100111000001101110000000000110010000111110111110010011101110100101111011101100100100111011111000000101100111101111010101111100001001,-5074.47,8.3424
193,1.0,222,1000011011110000100101100000011100010000110011100110011000101001110000011011101000000000100111001101001110011100101010111100011100101001001100000110111111010001111000110111111110110111110111000,-5072.74,1000011011110000100101100000011100010000110011100110011000101001110000011011101000000000100111001101001110011100101010111100011100101001001100000110111111010001111000110111111110110111110111000,-5072.74,8.3601
194,1.0,222,10110011010010110011000100000100000001100101001101111110101111110001101101100100111011110110000111011011011010100100100011000001110001101101100010000000001011000101110101100111011111011001110100,-5068.07,10110011010010110011000100000100000001100101001101111110101111110001101101100100111011110110000111011011011010100100100011000001110001101101100010000000001011000101110101100111011111011001110100,-5068.07,8.48
195,1.0,222,010011101101000011000011010110001111100010111000001001100110011101100001010111101010110101111001100110001011010100111001011011111010100100101001111111111100101100000010000100001111010001111011110,-5095.74,010011101101000011000011010110001111100010111000001001100110011101100001010111101010110101111001100110001011010100111001011011111010100100101001111111111100101100000010000100001111010001111011110,-5095.74,9.3033
196,1.0,222,1111000101101011101100100000011011000110010101000100110010100100001111001001010111111100000100100111001110101011010110000110001111001100010100011010010001110101111101101010001001100110001001110000,-5060.74,1111000101101011101100100000011011000110010101000100110010100100001111001001010111111100000100100111001110101011010110000110001111001100010100011010010001110101111101101010001001100110001001110000,-5060.74,8.8444
197,1.0,222,11110000100001110011001111000100000001110110000110001000001000010011111000101110110111011011111000001000101000110010110000010010010111000101001001010101001011000110001101000001011000011000111000000,-5069.5,11110000100001110011001111000100000001110110000110001000001000010011111000101110110111011011111000001000101000110010110000010010010111000101001001010101001011000110001101000001011000011000111000000,-5069.5,8.5287
198,1.0,222,011010010010100010001110001110011111100010101100010101011001011010001000110100010010010001010101010111110001110111010001111011001010000100010011111000011100001111011100101111101000111010110010001011,-5115.73,011010010010100010001110001110011111100010101100010101011001011010001000110100010010010001010101010111110001110111010001111011001010000100010011111000011100001111011100101111101000111010110010001011,-5115.73,8.9412
199,1.0,222,0111001100111110110101000100101000001001000111010111001001000101100111001100001101001001111000010001111000101011011110111011011001111101000001101000010011111011111001110001100001101111110111111001110,-5087.2,0111001100111110110101000100101000001001000111010111001001000101100111001100001101001001111000010001111000101011011110111011011001111101000001101000010011111011111001110001100001101111110111111001110,-5087.2,8.6799
200,1.0,222,10111111001011101001000001110111010001100000111000101101010011000101000110100011100010000010111100101111001111010000111001001100111011110101001110010110101100101100011111110010010010111100010100101000,-5184.42,10111111001011101001000001110111010001100000111000101101010011000101000110100011100010000010111100101111001111010000111001001100111011110101001110010110101100101100011111110010010010111100010100101000,-5184.42,9.0647
201,1.0,222,111000110001110110111100110010011000100110110000111101011101011010101000101000110001011011111000101111111100111111001110111000001011110010000111000101010101011110010100111011101111111111011000100101001,-5192.1,111000110001110110111100110010011000100110110000111101011101011010101000101000110001011011111000101111111100111111001110111000001011110010000111000101010101011110010100111011101111111111011000100101001,-5192.1,10.8854
202,1.0,222,0011111100010110000100010111000000000110001111100111110011100100011100011110000111011010001010000011100110111001110011001110010011011011100100110100000111100110111100111111101001100111010110101010010010,-5176.19,0011111100010110000100010111000000000110001111100111110011100100011100011110000111011010001010000011100110111001110011001110010011011011100100110100000111100110111100111111101001100111010110101010010010,-5176.19,8.3723
203,1.0,222,10000011010011010011100100111001111010101011110111111010011000100000101001110011101011011110100101111000110100111010011100000011100111100111000010001001000000001101100001001101100110010111000001111000110,-5254.08,10000011010011010011100100111001111010101011110111111010011000100000101001110011101011011110100101111000110100111010011100000011100111100111000010001001000000001101100001001101100110010111000001111000110,-5254.08,8.5857
204,1.0,222,110010110111110111110101000001100010010011011000011111101101101010101100100101110111111010001001011001111011101101000001011110110011001000100101000010010000111010111111101001000101010111001111000010010001,-5253.89,110010110111110111110101000001100010010011011000011111101101101010101100100101110111111010001001011001111011101101000001011110110011001000100101000010010000111010111111101001000101010111001111000010010001,-5253.89,9.3751
205,1.0,222,0001010010000010000010100101101111011001000101011100100110000101010100110110100010011001111100101000100001000100101111101010011011111101101001101111110110110001010000000101101110001010001101011011001111000,-5279.31,0001010010000010000010100101101111011001000101011100100110000101010100110110100010011001111100101000100001000100101111101010011011111101101001101111110110110001010000000101101110001010001101011011001111000,-5279.31,8.4315
206,1.0,222,11001011010111011111110100000111101001001110110010100110010000101010110011010110011101001000111101110011011111100100100011011011001111000010010110001100010111101110011011101101101100010110011010100100011101,-5299.88,11001011010111011111110100000111101001001110110010100110010000101010110011010110011101001000111101110011011111100100100011011011001111000010010110001100010111101110011011101101101100010110011010100100011101,-5299.88,8.8182
207,1.0,222,010000101001111011001100101011100101001010001101101101111011000010011000111110100001001000110000001110100101111101110001000101000000111101101100101111101001001010000000101111111101001100001011010101010101101,-5309.33,010000101001111011001100101011100101001010001101101101111011000010011000111110100001001000110000001110100101111101110001000101000000111101101100101111101001001010000000101111111101001100001011010101010101101,-5309.33,8.5773
208,1.0,222,0110000011000110010011110010100100110011111101111101110101010100101111110100010101101010101111011000001101000010100000010111010100111011100010101101011011010100001100011000111110100000101001100000000110010111,-5312.26,0110000011000110010011110010100100110011111101111101110101010100101111110100010101101010101111011000001101000010100000010111010100111011100010101101011011010100001100011000111110100000101001100000000110010111,-5312.26,8.7526
209,1.0,222,00100110101100011111000001111010111010111011110011101100011111100100001000111101110110101011100010000001101011111000001110010010000100101101111111000011010111001110111111100100000010101101011110100001110001000,-5335.57,00100110101100011111000001111010111010111011110011101100011111100100001000111101110110101011100010000001101011111000001110010010000100101101111111000011010111001110111111100100000010101101011110100001110001000,-5335.57,8.3319
210,1.0,222,010111110101111000001101000001101011010001000111101100101100000011110100110000100011000101110111110111000111000001101101001011011110110110100000001110101110001100000100000110111101000110000100011011111101110111,-5338.25,010111110101111000001101000001101011010001000111101100101100000011110100110000100011000101110111110111000111000001101101001011011110110110100000001110101110001100000100000110111101000110000100011011111101110111,-5338.25,9.9837
211,1.0,222,0101100101001110000011110000011000010101000000110000000100000001101111011110011010100101001001010001111011101000011111101010111111101101101000000011110011100001010101010001011111100101111011100001111101001110110,-5333.93,0101100101001110000011110000011000010101000000110000000100000001101111011110011010100101001001010001111011101000011111101010111111101101101000000011110011100001010101010001011111100101111011100001111101001110110,-5333.93,10.67
212,1.0,222,01101010100110011011010100100011011001111010000110100010111100101000100010001011011111010110110111110110111010111010111111101010100110000101111000100000010000001011011000000010001100110010011000000100101100000111,-5334.64,01101010100110011011010100100011011001111010000110100010111100101000100010001011011111010110110111110110111010111010111111101010100110000101111000100000010000001011011000000010001100110010011000000100101100000111,-5334.64,8.4093
213,1.0,222,110111110100011001011100010000111110010001011110111111010100010111010010011101000001000001110011101110010001010010000101011111010110000100101101110110111011101101011000101101111000010001000101101111011000011111000,-5371.04,110111110100011001011100010000111110010001011110111111010100010111010010011101000001000001110011101110010001010010000101011111010110000100101101110110111011101101011000101101111000010001000101101111011000011111000,-5371.04,9.7748
214,1.0,222,0011101101001000100100001101010111001100110000100011000000000000000010100001001011010011100100100110111010010001011110001000110111110101100101110010001011101001110111110111100001000101100101011010011111000100110000,-5390.83,0011101101001000100100001101010111001100110000100011000000000000000010100001001011010011100100100110111010010001011110001000110111110101100101110010001011101001110111110111100001000101100101011010011111000100110000,-5390.83,21.444
215,1.0,222,01010100101011001100111100101100011100101111010111011100010111011100001101001110001001001000010110110000010111000100101000111100011010110110000011000110101111011001010011001011111011100101110100011000011101001100011,-5376.36,01010100101011001100111100101100011100101111010111011100010111011100001101001110001001001000010110110000010111000100101000111100011010110110000011000110101111011001010011001011111011100101110100011000011101001100011,-5376.36,8.5594
216,1.0,222,011010001100011111100011000000001011110001001011000001101110011100111000010101010010001010010011100111111011101010000101101100100001110000011010010000010101110001111011111110000101011001000110011000011100101111010011,-5393.44,011010001100011111100011000000001011110001001011000001101110011100111000010101010010001010010011100111111011101010000101101100100001110000011010010000010101110001111011111110000101011001000110011000011100101111010011,-5393.44,8.6151
217,1.0,222,1101011010000101101111001010110101100011001101101111100110110010111001010010100101001111000001010000000111000010011011110100000011010010111000010011101000101011111110010100011111000001111011111000001111011000101001111,-5436.01,1101011010000101101111001010110101100011001101101111100110110010111001010010100101001111000001010000000111000010011011110100000011010010111000010011101000101011111110010100011111000001111011111000001111011000101001111,-5436.01,9.7028
218,1.0,222,00010001010001100000101011011000010110000100000111001011101001010001101101110000100011010000001100111011111101001001010100000111110100011110010011001110111011110100001000010101111100001111100111011111110110111101101000,-5495.46,00010001010001100000101011011000010110000100000111001011101001010001101101110000100011010000001100111011111101001001010100000111110100011110010011001110111011110100001000010101111100001111100111011111110110111101101000,-5495.46,8.8432
219,1.0,222,110011010110010100101110110001001001010110111111100100011000111111100111011101011000101110011110010010011000001101010110011010111000000001101100010011110000100001100100010011111000000011111010101110101100111010101111110,-5480.65,110011010110010100101110110001001001010110111111100100011000111111100111011101011000101110011110010010011000001101010110011010111000000001101100010011110000100001100100010011111000000011111010101110101100111010101111110,-5480.65,8.0904
220,1.0,222,1011010010011010000010101001101100011000010000111100101100000101011100110110101110100001111100101101100110111000000100111110010011101101000000100100001111111011110000110111101110010010000101011101001010001010100110010110,-5562.01,1011010010011010000010101001101100011000010000111100101100000101011100110110101110100001111100101101100110111000000100111110010011101101000000100100001111111011110000110111101110010010000101011101001010001010100110010110,-5562.01,10.9337
221,1.0,222,11111101010011100001111000000011100001000001011110000011000001011111001101100111011000011001010010011001000100010001101111101111111011011000000001000011111110010111001000011101110100000001111011110000001100011101110011100,-5616.37,11111101010011100001111000000011100001000001011110000011000001011111001101100111011000011001010010011001000100010001101111101111111011011000000001000011111110010111001000011101110100000001111011110000001100011101110011100,-5616.37,8.8515
222,1.0,222,010101001110101000010010101010010000001001000001100100100011110001110011000010111010001101111111111010011011000000010110000011011101001111111100110110011111111101101011011111100001110001100010100011010100101010010000001101,-5721.38,010101001110101000010010101010010000001001000001100100100011110001110011000010111010001101111111111010011011000000010110000011011101001111111100110110011111111101101011011111100001110001100010100011010100101010010000001101,-5721.38,13.8881
223,1.0,222,1111100100101110000101101010000011000111010011111100101100011101100110011000001010110111011010001010000001001000100101111000110011001111100101101000010110100011110011100111000001110010101100010010010000001010111000010111101,-5700.55,1111100100101110000101101010000011000111010011111100101100011101100110011000001010110111011010001010000001001000100101111000110011001111100101101000010110100011110011100111000001110010101100010010010000001010111000010111101,-5700.55,13.4918
224,1.0,222,01100001010110100001011000001011100000001001101001011000111001001011110010111111001000110011110110101111101100001011011100001101100100011001111110110101110100101111111100111100011001001111101101110111001010000011011111001100,-5736.43,01100001010110100001011000001011100000001001101001011000111001001011110010111111001000110011110110101111101100001011011100001101100100011001111110110101110100101111111100111100011001001111101101110111001010000011011111001100,-5736.43,8.5714
225,1.0,222,000011101001111111110000010101011010110001101011001001001110001001110011100000101100111000101011011000000001110111001000100110000001011011110100000110100000000000101010101000000110000110111100001111111110111111000111010101001,-5740.34,000011101001111111110000010101011010110001101011001001001110001001110011100000101100111000101011011000000001110111001000100110000001011011110100000110100000000000101010101000000110000110111100001111111110111111000111010101001,-5740.34,10.2781
226,1.0,222,0110100010011001001011101000010011010100101111011000001100000111100011011110111001110101101011000101000010010111110110110110101010110010100000101101000101001000001000000110011110111000100000100110011101000101111010101000111001,-5804.54,0110100010011001001011101000010011010100101111011000001100000111100011011110111001110101101011000101000010010111110110110110101010110010100000101101000101001000001000000110011110111000100000100110011101000101111010101000111001,-5804.54,10.6741
227,1.0,222,11111101000011100000011010000100100101010101111111001011000101011111010110100110011100011001101111011100100011010101001101100110111010010000101011010000101011111001001100110000000100001101001111111110001100011111101010101011111,-5804.29,11111101000011100000011010000100100101010101111111001011000101011111010110100110011100011001101111011100100011010101001101100110111010010000101011010000101011111001001100110000000100001101001111111110001100011111101010101011111,-5804.29,9.0214
228,1.0,222,000101001011001010010010101111100100101001011011010110110011110101010101100010001111001101010001110001000001110111010011010001001100000101111010000111011010111110011011000100100011000010010111010001010011101001110010101111101110,-5821.76,000101001011001010010010101111100100101001011011010110110011110101010101100010001111001101010001110001000001110111010011010001001100000101111010000111011010111110011011000100100011000010010111010001010011101001110010101111101110,-5821.76,8.7776
