n,sparsity,seed,solution_gurobi,value_gurobi,gurobi_tte
5,0.0,333,00000,0.0,0.0312
6,0.0,333,111111,-0.0,0.0131
7,0.0,333,1111101,-208.32,0.0
8,0.0,333,11001111,-32.02,0.0155
9,0.0,333,110111111,-288.46,0.0212
10,0.0,333,1101111110,-467.31,0.0156
11,0.0,333,11011111000,-439.64,0.0144
12,0.0,333,011011100000,-297.65,0.0257
13,0.0,333,1011011111111,-397.58,0.0286
14,0.0,333,01111000010001,-498.57,0.0156
15,0.0,333,100011011101011,-445.65,0.0331
16,0.0,333,0110010011010001,-607.34,0.051
17,0.0,333,00000100101001011,-851.08,0.0487
18,0.0,333,011010101110010100,-960.2,0.0479
19,0.0,333,0100001110100001010,-1004.88,0.0602
20,0.0,333,11010110110111110101,-1191.12,0.1061
21,0.0,333,001000000110001100111,-1221.37,0.0843
22,0.0,333,1111010101010011101001,-1307.15,0.1494
23,0.0,333,10010111000111000010011,-1674.98,0.45
24,0.0,333,110111111101110100101001,-2008.82,0.0498
25,0.0,333,0001100100000000110011100,-1807.85,0.0506
26,0.0,333,01100100110100101101101000,-1888.65,0.0668
27,0.0,333,111011111111111000000110101,-2530.9,0.0698
28,0.0,333,0001001010000010111101100000,-2142.75,0.0844
29,0.0,333,11110100111110011001001011011,-2476.11,0.0759
30,0.0,333,000010000110100101111110010000,-2707.0,0.0943
31,0.0,333,1101101010011101001001010111001,-2531.52,0.0928
32,0.0,333,11101101011110110001001100110011,-2589.59,0.1134
33,0.0,333,111101100110101101100000111011001,-3110.37,0.686
34,0.0,333,0010011110101100110110110010001001,-3036.72,0.1297
35,0.0,333,10110010101110110100001010011100000,-3546.08,0.1661
36,0.0,333,100111111111101100000010110101101110,-3891.65,0.1055
37,0.0,333,0110101100001010110111110000101111001,-3779.34,0.1919
38,0.0,333,01101111001010010011001000111110010001,-4038.94,0.1629
39,0.0,333,111011111101101001001101110000010011111,-3837.55,0.3105
40,0.0,333,1011100110111110101001101111010010101000,-3886.41,9.1749
41,0.0,333,11110011101100000001010111011111101001111,-3912.48,10.7141
42,0.0,333,110010100001101110010010111101011111011011,-4433.41,10.6866
43,0.0,333,1001100111011110011100111110100100001111111,-5296.44,9.4385
44,0.0,333,00110010011001100001001001101000111000010011,-5065.35,82.9387
45,0.0,333,011010001010111101110000000010101000001010001,-5436.86,69.4174
46,0.0,333,0011111010101000000011001000110100101110100110,-5017.22,869.5485
47,0.0,333,00100001011101010111101000000110111000111000001,-5582.8,511.9209
48,0.0,111,111101011010100111111100000100111000111100110010,-6262.88,751.2901
49,0.0,111,1110011111111010101100011010101110111111101001000,-6298.56,1230.4028
50,0.0,111,01000110011100111010111101011110101101101001111000,-6873.87,6686.4772
51,0.0,111,100000011000100011011100011010110101100101101010000,-7414.76,30113.3455
