0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
0,1,1,1,0,1,0.0,-0.22999999999999998,77
0,1,1,0,1,1,0.0,-0.22999999999999998,54
1,0,0,1,0,1,0.0,-0.22999999999999998,50
0,0,1,0,1,1,0.0,-0.22999999999999998,55
1,1,0,1,0,0,0.0,-0.22999999999999998,55
1,1,0,0,1,0,0.0,-0.22999999999999998,52
0,1,1,0,1,0,0.0,-0.22999999999999998,61
0,0,1,1,0,1,0.0,-0.22999999999999998,74
1,0,0,1,0,0,0.0,-0.22999999999999998,61
0,0,1,0,1,0,0.0,-0.22999999999999998,82
1,1,0,1,0,1,0.0,-0.22999999999999998,57
1,0,0,0,1,1,0.0,-0.22999999999999998,38
0,0,1,1,0,0,0.0,-0.22999999999999998,101
0,1,1,1,0,0,0.0,-0.22999999999999998,97
1,0,0,0,1,0,0.0,-0.22999999999999998,52
1,1,0,0,1,1,0.0,-0.22999999999999998,33
0,1,0,0,1,1,0.0,-0.12,1
