0,1,2,3,4,5,6,7,chain_break_fraction,energy,num_occurrences
1,0,0,1,1,1,0,1,0.0,-0.29000000000000004,23
0,1,1,0,1,1,0,0,0.0,-0.29000000000000004,30
1,0,1,0,1,1,0,1,0.0,-0.29000000000000004,17
1,0,1,0,0,0,1,1,0.0,-0.29000000000000004,31
1,0,0,1,1,0,1,0,0.0,-0.29000000000000004,31
0,1,0,1,0,1,0,0,0.0,-0.29000000000000004,26
1,0,0,1,0,0,1,1,0.0,-0.29000000000000004,38
1,0,0,1,1,1,0,0,0.0,-0.29000000000000004,12
1,0,0,1,0,1,0,1,0.0,-0.29000000000000004,20
0,1,1,0,0,0,1,1,0.0,-0.29000000000000004,41
0,1,0,1,0,0,1,0,0.0,-0.29000000000000004,50
0,1,0,1,1,0,1,0,0.0,-0.29000000000000004,40
0,1,1,0,0,0,1,0,0.0,-0.29000000000000004,47
0,1,0,1,0,1,0,1,0.0,-0.29000000000000004,34
0,1,0,1,1,0,1,1,0.0,-0.29000000000000004,41
0,1,1,0,1,0,1,0,0.0,-0.29000000000000004,36
0,1,0,1,0,0,1,1,0.0,-0.29000000000000004,41
0,1,0,1,1,1,0,0,0.0,-0.29000000000000004,28
1,0,0,1,1,0,1,1,0.0,-0.29000000000000004,44
1,0,0,1,0,1,0,0,0.0,-0.29000000000000004,20
1,0,1,0,1,0,1,1,0.0,-0.29000000000000004,26
0,1,1,0,1,0,1,1,0.0,-0.29000000000000004,35
1,0,1,0,0,1,0,1,0.0,-0.29000000000000004,25
0,1,1,0,0,1,0,0,0.0,-0.29000000000000004,33
0,1,1,0,1,1,0,1,0.0,-0.29000000000000004,19
1,0,1,0,1,1,0,0,0.0,-0.29000000000000004,18
1,0,0,1,0,0,1,0,0.0,-0.29000000000000004,30
0,1,1,0,0,1,0,1,0.0,-0.29000000000000004,43
1,0,1,0,0,0,1,0,0.0,-0.29000000000000004,24
1,0,1,0,1,0,1,0,0.0,-0.29000000000000004,32
1,0,1,0,0,1,0,0,0.0,-0.29000000000000004,30
0,1,0,1,1,1,0,1,0.0,-0.29000000000000004,28
0,1,0,1,0,1,1,0,0.0,-0.2221485820900489,1
1,0,0,1,1,0,0,1,0.0,-0.22,1
0,1,1,0,1,0,0,0,0.0,-0.22,1
0,1,0,1,0,0,0,1,0.0,-0.22,1
1,0,0,1,1,0,0,0,0.0,-0.22,1
0,1,0,1,1,0,0,0,0.0,-0.22,1
1,1,1,0,0,1,0,1,0.0,-0.18280103895763827,1
