0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,chain_break_fraction,energy,num_occurrences
0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0.0,-29.483674586581248,175
1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0.0,-29.480287673762252,155
0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0.0,-29.40592416643287,125
1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0.0,-29.404412235561637,175
0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0.0,-29.26105210070355,13
1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0.0,-29.260910432854512,9
1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0.0,-29.203971311130342,2
0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0.0,-29.198599010542353,23
0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0.0,-29.18654692552514,5
1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0.0,-29.18178974968394,14
1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0.0,-29.165466029377303,12
0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0.0,-29.162508651393047,27
0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0.0,-29.036096298279702,4
1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0.0,-29.03023547971598,8
1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0.0,-28.984594070222602,1
0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0.0,-28.98323909663399,15
1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0.0,-28.97921375273343,25
0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0.0,-28.975976524664656,2
0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0.0,-28.97029462339927,2
1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0.0,-28.966809234025316,3
1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0.0,-28.95683394726009,3
0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0.0,-28.9558719723866,8
0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0.0,-28.93988616551535,2
