0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
0,1,1,1,0,0,0.0,-0.6151273942437077,87
1,0,1,1,1,0,0.0,-0.6151273942437077,119
1,0,1,1,0,0,0.0,-0.6151273942437077,177
0,1,1,1,1,0,0.0,-0.6151273942437077,72
0,1,0,0,0,1,0.0,-0.61,64
1,0,0,0,0,1,0.0,-0.61,148
0,1,0,0,1,1,0.0,-0.61,55
1,0,0,0,1,1,0.0,-0.61,95
1,0,0,1,1,0,0.0,-0.5599999999999999,20
1,0,0,1,0,0,0.0,-0.5599999999999999,31
0,1,0,1,1,0,0.0,-0.5599999999999999,6
0,1,0,1,0,0,0.0,-0.5599999999999999,14
0,1,1,0,1,1,0.0,-0.5585006515436371,4
1,0,1,0,1,1,0.0,-0.5585006515436371,11
0,1,1,0,0,1,0.0,-0.5585006515436371,13
1,0,1,0,0,1,0.0,-0.5585006515436371,20
0,1,1,0,1,0,0.0,-0.54,2
1,0,1,0,0,0,0.0,-0.54,14
1,0,1,0,1,0,0.0,-0.54,7
0,1,1,0,0,0,0.0,-0.54,4
0,1,0,1,1,1,0.0,-0.5384860838378875,3
0,1,0,1,0,1,0.0,-0.5384860838378875,6
1,0,0,1,1,1,0.0,-0.5384860838378875,9
1,0,0,1,0,1,0.0,-0.5384860838378875,19
