0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
0,1,1,0,1,0,0.0,-0.19,24
0,0,1,1,1,0,0.0,-0.19,22
0,1,0,0,1,0,0.0,-0.19,27
1,1,0,0,1,0,0.0,-0.19,24
1,1,1,0,0,0,0.0,-0.19,32
0,0,1,1,0,1,0.0,-0.19,34
1,1,0,0,0,0,0.0,-0.19,29
1,0,1,1,0,0,0.0,-0.19,18
0,0,1,1,0,0,0.0,-0.19,15
1,0,1,1,1,1,0.0,-0.19,42
1,1,0,0,1,1,0.0,-0.19,55
0,0,0,1,1,0,0.0,-0.19,23
0,1,0,0,0,0,0.0,-0.19,23
0,1,1,0,0,0,0.0,-0.19,21
0,0,0,1,1,1,0.0,-0.19,36
1,0,0,1,1,0,0.0,-0.19,25
1,1,1,0,1,1,0.0,-0.19,35
1,1,0,0,0,1,0.0,-0.19,35
0,0,0,1,0,0,0.0,-0.19,21
0,1,1,0,1,1,0.0,-0.19,40
1,0,1,1,1,0,0.0,-0.19,28
0,1,0,0,0,1,0.0,-0.19,33
0,0,0,1,0,1,0.0,-0.19,39
1,0,1,1,0,1,0.0,-0.19,41
0,1,1,0,0,1,0.0,-0.19,36
1,0,0,1,1,1,0.0,-0.19,47
1,0,0,1,0,1,0.0,-0.19,38
0,0,1,1,1,1,0.0,-0.19,27
1,0,0,1,0,0,0.0,-0.19,21
0,1,0,0,1,1,0.0,-0.19,43
1,1,1,0,1,0,0.0,-0.19,27
1,1,1,0,0,1,0.0,-0.19,39
