0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
0,1,1,1,0,0,0,0.0,-0.6151273942437077,55
0,1,1,1,0,1,1,0.0,-0.6151273942437077,34
0,1,1,1,0,1,0,0.0,-0.6151273942437077,61
0,1,1,1,0,0,1,0.0,-0.6151273942437077,20
1,1,1,0,0,0,0,0.0,-0.6151273942437077,53
1,1,1,0,0,1,1,0.0,-0.6151273942437077,42
1,1,1,0,0,0,1,0.0,-0.6151273942437077,30
1,1,1,0,0,1,0,0.0,-0.6151273942437077,84
0,0,0,1,1,1,0,0.0,-0.61,74
1,0,0,0,1,0,0,0.0,-0.61,60
0,0,0,1,1,0,0,0.0,-0.61,37
1,0,0,0,1,0,1,0.0,-0.61,33
1,0,0,0,1,1,0,0.0,-0.61,78
1,0,0,0,1,1,1,0.0,-0.61,46
0,0,0,1,1,0,1,0.0,-0.61,20
0,0,0,1,1,1,1,0.0,-0.61,35
1,0,1,0,0,0,1,0.0,-0.5599999999999999,9
0,0,1,1,0,0,0,0.0,-0.5599999999999999,16
1,0,1,0,0,1,1,0.0,-0.5599999999999999,11
0,0,1,1,0,1,1,0.0,-0.5599999999999999,8
1,0,1,0,0,0,0,0.0,-0.5599999999999999,15
1,0,1,0,0,1,0,0.0,-0.5599999999999999,13
0,0,1,1,0,1,0,0.0,-0.5599999999999999,10
0,0,1,1,0,0,1,0.0,-0.5599999999999999,8
0,1,0,1,1,1,1,0.0,-0.5585006515436371,3
0,1,0,1,1,0,0,0.0,-0.5585006515436371,12
0,1,0,1,1,0,1,0.0,-0.5585006515436371,5
1,1,0,0,1,0,0,0.0,-0.5585006515436371,11
1,1,0,0,1,1,0,0.0,-0.5585006515436371,10
1,1,0,0,1,0,1,0.0,-0.5585006515436371,2
1,1,0,0,1,1,1,0.0,-0.5585006515436371,9
0,1,0,1,1,1,0,0.0,-0.5585006515436371,11
0,1,0,1,0,1,1,0.0,-0.54,5
1,1,0,0,0,1,1,0.0,-0.54,2
0,1,0,1,0,1,0,0.0,-0.54,3
1,1,0,0,0,1,0,0.0,-0.54,9
1,1,0,0,0,0,1,0.0,-0.54,3
1,1,0,0,0,0,0,0.0,-0.54,8
0,0,1,1,1,0,0,0.0,-0.5384860838378875,8
1,0,1,0,1,0,0,0.0,-0.5384860838378875,5
0,0,1,1,1,0,1,0.0,-0.5384860838378875,3
1,0,1,0,1,1,0,0.0,-0.5384860838378875,11
1,0,1,0,1,0,1,0.0,-0.5384860838378875,6
1,0,1,0,1,1,1,0.0,-0.5384860838378875,12
0,0,1,1,1,1,0,0.0,-0.5384860838378875,5
0,0,1,1,1,1,1,0.0,-0.5384860838378875,5
