0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,chain_break_fraction,energy,num_occurrences
1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0.0,-17.171646701616055,74
0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0.0,-17.171425440399194,185
0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0.0,-17.11312506252373,73
1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0.0,-17.09827501096132,39
0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0.0,-17.06172313832512,81
1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0.0,-17.05510666584865,19
0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0.0,-16.94072800643918,42
1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0.0,-16.92209332437582,34
0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0.0,-16.867356315784445,26
1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0.0,-16.863792946500354,10
0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0.0,-16.851335557969545,24
1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0.0,-16.847487742640332,36
0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0.0,-16.824187970671776,14
1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0.0,-16.812391022301743,22
0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0.0,-16.797172021452027,2
0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0.0,-16.79303518009408,7
1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0.0,-16.789893178482533,3
0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0.0,-16.784531030951822,13
1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0.0,-16.77905980138754,8
1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0.0,-16.7741160519856,19
0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0.0,-16.747427425273543,11
1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0.0,-16.744616278941276,15
0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0.0,-16.74163325589547,9
0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0.0,-16.73981099595807,16
1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0.0,-16.731592800607068,1
1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0.0,-16.73094770687293,14
1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0.0,-16.72825571175288,13
0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0.0,-16.723800330797292,3
0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0.0,-16.720538162295217,7
0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0.0,-16.717620611929217,9
1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0.0,-16.711380601513948,8
1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0.0,-16.706174496387206,4
0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0.0,-16.689127047398078,5
0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0.0,-16.681510618082605,6
0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0.0,-16.680631985684624,1
0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0.0,-16.67482872887775,7
1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0.0,-16.67124458828654,5
1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0.0,-16.662519765620136,1
0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0.0,-16.65751849315231,2
1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0.0,-16.647627948961876,2
0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0.0,-16.637725123199466,4
1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0.0,-16.63280280573247,4
0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0.0,-16.630108693883994,2
1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0.0,-16.628076243173872,7
0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0.0,-16.625036164087913,4
1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0.0,-16.622334186418826,2
1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0.0,-16.611715675985476,2
0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0.0,-16.607918309855144,2
0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0.0,-16.597247879994825,1
1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0.0,-16.589634460619802,4
1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0.0,-16.58932757108641,1
1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0.0,-16.578722366594643,1
0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0.0,-16.576594114844895,4
1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0.0,-16.5699099768052,2
0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0.0,-16.566735786212448,1
1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0.0,-16.54896249576409,1
0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0.0,-16.548141106210664,3
0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0.0,-16.540978457384906,1
1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0.0,-16.537925646887803,2
1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0.0,-16.535198914928447,6
0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0.0,-16.523876189340093,1
0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0.0,-16.515333862013836,1
0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0.0,-16.511388337712873,1
1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0.0,-16.50344368540702,1
0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0.0,-16.480461906337073,1
1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0.0,-16.471206046271842,3
0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0.0,-16.464441148522173,5
0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0.0,-16.45286253914821,1
1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0.0,-16.446434109545624,2
0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0.0,-16.43160107044326,1
1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0.0,-16.42549661285437,3
1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0.0,-16.40299876903516,1
0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0.0,-16.400448279865568,1
1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0.0,-16.38722164253823,3
0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0.0,-16.36053301582617,1
0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0.0,-16.354738846448097,3
