0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
1,0,0,1,1,0,1,0.0,-5.627700187936001,453
0,1,1,0,0,1,0,0.0,-5.627113990313681,465
0,1,1,1,0,0,0,0.0,-5.268759570806546,5
1,0,0,0,1,1,1,0.0,-5.263856366695239,32
0,1,1,0,0,0,0,0.0,-5.252033460584992,10
1,0,0,1,1,1,1,0.0,-5.244518074833283,15
1,1,0,1,0,0,0,0.0,-4.870765791022711,7
0,0,1,0,1,1,1,0.0,-4.865413958753233,6
0,1,0,1,0,0,0,0.0,-4.6658933307950425,2
1,0,1,0,1,1,1,0.0,-4.6615485309626665,2
0,0,1,0,0,1,1,0.0,-4.639925460199986,2
0,1,1,1,1,0,0,0.0,-4.402816689606749,1
