0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
1,1,1,0,1,0,0.0,-0.35321184122292587,126
1,1,1,0,0,1,0.0,-0.35321184122292587,103
0,1,1,0,1,0,0.0,-0.35321184122292587,145
0,1,1,0,0,1,0.0,-0.35321184122292587,125
0,0,0,1,1,0,0.0,-0.35000000000000003,120
1,0,0,1,1,0,0.0,-0.35000000000000003,142
0,0,0,1,0,1,0.0,-0.35000000000000003,123
1,0,0,1,0,1,0.0,-0.35000000000000003,99
0,1,1,0,1,1,0.0,-0.2883392354666335,1
1,1,1,0,1,1,0.0,-0.2883392354666335,2
0,0,0,1,1,1,0.0,-0.28512739424370764,2
1,0,0,1,1,1,0.0,-0.28512739424370764,5
0,1,1,0,0,0,0.0,-0.28321184122292586,1
1,1,1,0,0,0,0.0,-0.28321184122292586,3
1,0,0,1,0,0,0.0,-0.28,3
