0,1,2,3,4,5,6,7,8,9,chain_break_fraction,energy,num_occurrences
1,0,0,0,0,1,1,0,1,0,0.0,-2.06,47
1,0,0,0,0,1,0,0,1,0,0.0,-2.06,65
0,1,0,0,0,1,0,0,1,0,0.0,-2.06,41
0,1,0,0,0,1,1,0,1,0,0.0,-2.06,43
1,0,1,1,1,0,1,0,1,0,0.0,-2.055165213663887,47
1,0,1,1,1,0,0,0,1,0,0.0,-2.055165213663887,64
0,1,1,1,1,0,0,0,1,0,0.0,-2.055165213663887,56
0,1,1,1,1,0,1,0,1,0,0.0,-2.055165213663887,44
0,1,0,0,0,1,0,1,0,1,0.0,-2.0551273942437076,48
1,0,0,0,0,1,1,1,0,1,0.0,-2.0551273942437076,45
0,1,0,0,0,1,1,1,0,1,0.0,-2.0551273942437076,46
1,0,0,0,0,1,0,1,0,1,0.0,-2.0551273942437076,58
0,1,1,1,1,0,0,1,0,1,0.0,-2.0502926079075947,44
0,1,1,1,1,0,1,1,0,1,0.0,-2.0502926079075947,39
1,0,1,1,1,0,1,1,0,1,0.0,-2.0502926079075947,38
1,0,1,1,1,0,0,1,0,1,0.0,-2.0502926079075947,56
0,1,0,0,1,1,1,0,1,0,0.0,-1.9864397244110772,10
1,0,0,0,1,1,0,0,1,0,0.0,-1.9864397244110772,5
1,0,0,0,1,1,1,0,1,0,0.0,-1.9864397244110772,15
0,1,0,0,1,1,0,0,1,0,0.0,-1.9864397244110772,13
0,1,1,1,0,0,1,0,1,0,0.0,-1.9832118412229258,8
0,1,1,1,0,0,0,0,1,0,0.0,-1.9832118412229258,11
1,0,1,1,0,0,1,0,1,0,0.0,-1.9832118412229258,9
1,0,1,1,0,0,0,0,1,0,0.0,-1.9832118412229258,10
1,0,0,0,1,1,0,1,0,1,0.0,-1.9815671186547847,8
0,1,0,0,1,1,1,1,0,1,0.0,-1.9815671186547847,4
0,1,0,0,1,1,0,1,0,1,0.0,-1.9815671186547847,11
1,0,0,0,1,1,1,1,0,1,0.0,-1.9815671186547847,6
0,1,1,1,0,0,0,1,0,1,0.0,-1.9783392354666334,1
1,0,1,1,0,0,1,1,0,1,0.0,-1.9783392354666334,8
0,1,1,1,0,0,1,1,0,1,0.0,-1.9783392354666334,7
1,0,1,1,0,0,0,1,0,1,0.0,-1.9783392354666334,12
1,1,0,0,0,1,0,0,1,0,0.0,-1.8844883467130749,5
1,1,0,0,0,1,1,0,1,0,0.0,-1.8844883467130749,2
0,0,0,0,0,1,1,0,1,0,0.0,-1.88,2
0,0,0,0,0,1,0,0,1,0,0.0,-1.88,1
1,1,1,1,1,0,0,0,1,0,0.0,-1.879653560376962,4
1,1,1,1,1,0,1,0,1,0,0.0,-1.879653560376962,5
1,1,0,0,0,1,1,1,0,1,0.0,-1.8796157409567824,6
1,1,0,0,0,1,0,1,0,1,0.0,-1.8796157409567824,2
0,0,1,1,1,0,0,0,1,0,0.0,-1.875165213663887,1
0,0,0,0,0,1,0,1,0,1,0.0,-1.8751273942437074,1
0,0,0,0,0,1,1,1,0,1,0.0,-1.8751273942437074,4
1,1,1,1,1,0,1,1,0,1,0.0,-1.8747809546206695,2
1,1,1,1,1,0,0,1,0,1,0.0,-1.8747809546206695,3
0,0,1,1,1,0,1,1,0,1,0.0,-1.8702926079075946,1
0,1,0,0,0,1,0,0,1,1,0.0,-1.8159001850980112,1
0,1,0,0,0,1,1,0,1,1,0.0,-1.8159001850980112,1
1,0,0,0,0,1,0,0,1,1,0.0,-1.8159001850980112,2
1,0,0,0,0,1,1,0,1,1,0.0,-1.8159001850980112,1
1,0,1,1,1,0,0,1,0,0,0.0,-1.8151652136638872,2
1,0,1,1,1,0,1,1,0,0,0.0,-1.8151652136638872,1
0,1,1,1,1,0,0,1,0,0,0.0,-1.8151652136638872,1
1,0,1,1,1,0,0,0,1,1,0.0,-1.8110653987618983,1
1,1,1,1,0,0,1,0,1,0,0.0,-1.8077001879360006,1
1,1,0,0,1,1,0,1,0,1,0.0,-1.8060554653678595,1
1,1,0,0,1,1,1,1,0,1,0.0,-1.8060554653678595,1
1,1,1,1,0,0,0,1,0,1,0.0,-1.8028275821797082,1
0,1,0,1,1,0,1,0,1,0,0.0,-1.7961952248404236,2
0,1,1,0,0,1,1,0,1,0,0.0,-1.7935081029644517,1
0,1,1,0,0,1,0,0,1,0,0.0,-1.7935081029644517,1
1,0,1,0,0,1,0,0,1,0,0.0,-1.7935081029644517,1
