0,1,2,3,4,5,6,7,8,9,10,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,0,1,0,1,1,0,0.0,-1.6621485820900488,50
0,0,1,1,0,0,0,1,1,1,0,0.0,-1.6621485820900488,78
0,0,1,1,0,0,1,0,0,0,1,0.0,-1.6600000000000001,69
0,0,1,1,0,0,0,1,0,0,1,0.0,-1.6600000000000001,96
0,0,1,0,1,1,0,1,1,1,0,0.0,-1.6563392194039683,43
0,0,1,0,1,1,1,0,1,1,0,0.0,-1.6563392194039683,36
1,1,0,1,0,0,1,0,1,1,0,0.0,-1.6549496210476873,14
1,1,0,1,0,0,0,1,1,1,0,0.0,-1.6549496210476873,23
0,0,1,0,1,1,1,0,0,0,1,0.0,-1.6541906373139197,42
0,0,1,0,1,1,0,1,0,0,1,0.0,-1.6541906373139197,69
1,1,0,1,0,0,0,1,0,0,1,0.0,-1.6528010389576384,33
1,1,0,1,0,0,1,0,0,0,1,0.0,-1.6528010389576384,26
1,1,0,0,1,1,0,1,1,1,0,0.0,-1.6491402583616068,12
1,1,0,0,1,1,1,0,1,1,0,0.0,-1.6491402583616068,6
1,1,0,0,1,1,0,1,0,0,1,0.0,-1.646991676271558,27
1,1,0,0,1,1,1,0,0,0,1,0.0,-1.646991676271558,13
0,0,1,0,0,1,0,1,1,1,0,0.0,-1.6221485820900488,18
0,0,1,0,0,1,1,0,1,1,0,0.0,-1.6221485820900488,6
0,0,1,1,1,0,1,0,1,1,0,0.0,-1.6213226394877074,16
0,0,1,1,1,0,0,1,1,1,0,0.0,-1.6213226394877074,23
0,0,1,0,0,1,1,0,0,0,1,0.0,-1.62,16
0,0,1,0,0,1,0,1,0,0,1,0.0,-1.62,20
0,0,1,1,1,0,0,1,0,0,1,0.0,-1.6191740573976585,32
0,0,1,1,1,0,1,0,0,0,1,0.0,-1.6191740573976585,16
1,1,0,0,0,1,0,1,1,1,0,0.0,-1.6149496210476872,5
1,1,0,0,0,1,1,0,1,1,0,0.0,-1.6149496210476872,5
1,1,0,1,1,0,1,0,1,1,0,0.0,-1.6141236784453454,2
1,1,0,1,1,0,0,1,1,1,0,0.0,-1.6141236784453454,8
1,1,0,0,0,1,0,1,0,0,1,0.0,-1.6128010389576384,8
1,1,0,0,0,1,1,0,0,0,1,0.0,-1.6128010389576384,3
1,1,0,1,1,0,0,1,0,0,1,0.0,-1.6119750963552968,6
1,1,0,1,1,0,1,0,0,0,1,0.0,-1.6119750963552968,8
0,0,1,1,0,0,0,1,1,0,0,0.0,-1.61,8
0,0,1,1,0,0,1,0,1,0,0,0.0,-1.61,13
0,0,1,0,1,1,0,1,1,0,0,0.0,-1.6041906373139196,7
0,0,1,0,1,1,1,0,1,0,0,0.0,-1.6041906373139196,6
1,1,0,1,0,0,0,1,1,0,0,0.0,-1.6028010389576384,3
1,1,0,1,0,0,1,0,1,0,0,0.0,-1.6028010389576384,5
0,0,1,1,0,0,0,1,0,1,1,0.0,-1.6018680033424715,16
0,0,1,1,0,0,1,0,0,1,1,0.0,-1.6018680033424715,9
1,1,0,0,1,1,0,1,1,0,0,0.0,-1.596991676271558,1
1,1,0,0,1,1,1,0,1,0,0,0.0,-1.596991676271558,3
