0,1,2,3,chain_break_fraction,energy,num_occurrences
0,0,1,0,0.0,-102.88,972
1,1,0,1,0.0,-102.88,686
0,0,1,1,0.0,-85.39,174
1,1,0,0,0.0,-85.39,162
0,0,0,0,0.0,0.0,1
0,1,0,1,0.0,0.0,2
1,0,1,0,0.0,8.881784197001252e-15,1
1,1,1,1,0.0,7.105427357601002e-15,1
0,1,1,1,0.0,97.12,1
