0,1,2,3,4,5,6,7,8,9,10,11,12,chain_break_fraction,energy,num_occurrences
0,0,1,1,1,1,0,0,1,1,1,0,1,0.0,-556.6199999999999,813
1,1,0,0,0,0,1,1,0,0,0,1,0,0.0,-556.62,196
0,0,1,1,1,1,0,0,1,0,0,0,1,0.0,-552.29,246
1,1,0,0,0,0,1,1,0,1,1,1,0,0.0,-552.2899999999998,175
0,1,1,1,1,0,0,0,0,0,0,0,1,0.0,-547.85,101
1,0,0,0,0,1,1,1,1,1,1,1,0,0.0,-547.85,264
1,1,0,0,0,0,1,1,1,0,0,1,0,0.0,-526.84,12
0,0,1,1,1,1,0,0,0,1,1,0,1,0.0,-526.84,41
0,0,1,1,1,1,0,0,0,0,0,0,1,0.0,-522.51,19
1,1,0,0,0,0,1,1,1,1,1,1,0,0.0,-522.5099999999999,9
1,0,0,0,0,0,1,1,0,1,1,1,0,0.0,-515.72,32
0,1,1,1,1,1,0,0,1,0,0,0,1,0.0,-515.7199999999999,10
0,0,1,1,1,1,0,0,1,0,1,0,1,0.0,-513.5999999999999,20
1,1,0,0,0,0,1,1,0,1,0,1,0,0.0,-513.5999999999999,4
0,0,1,1,1,1,0,0,1,1,0,0,1,0.0,-507.71,5
1,1,0,0,0,0,1,1,0,0,1,1,0,0.0,-507.71000000000004,5
1,0,0,0,0,1,1,1,1,0,1,1,0,0.0,-503.27,5
0,1,1,1,1,0,0,0,0,1,0,0,1,0.0,-503.27000000000004,4
0,0,1,1,1,0,0,0,0,1,1,0,1,0.0,-494.71,9
1,1,0,0,0,1,1,1,1,0,0,1,0,0.0,-494.71000000000004,1
0,0,1,1,1,0,0,0,0,0,0,0,1,0.0,-490.38,1
1,1,0,0,0,1,1,1,1,1,1,1,0,0.0,-490.3799999999999,1
0,1,1,1,1,1,0,0,0,0,0,0,1,0.0,-485.93999999999994,1
1,0,0,0,0,0,1,1,1,1,1,1,0,0.0,-485.94000000000005,1
0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-477.93,1
0,0,1,0,1,1,0,0,1,0,0,0,1,0.0,-466.50999999999993,5
1,1,0,1,0,0,1,1,0,1,1,1,0,0.0,-466.51,5
1,0,0,0,0,1,1,1,1,0,0,1,0,0.0,-459.12,1
1,0,0,0,0,0,0,1,0,1,1,1,0,0.0,-457.81999999999994,1
0,0,1,0,1,1,0,0,1,1,1,0,1,0.0,-451.49999999999994,4
1,1,0,1,0,0,1,1,0,0,0,1,0,0.0,-451.5,1
0,1,1,1,1,0,1,0,0,1,0,0,1,0.0,-449.91,1
1,1,0,1,0,1,1,1,1,1,1,1,0,0.0,-440.9599999999999,1
0,0,1,0,1,0,0,0,0,1,1,0,1,0.0,-425.94999999999993,1
1,0,0,1,0,1,0,1,1,1,1,1,1,0.0,-414.50999999999976,1
1,0,1,1,1,1,0,0,1,1,1,0,1,0.0,-394.85,1
1,0,1,1,0,1,0,1,1,1,1,1,1,0.0,-369.3799999999999,1
1,0,1,1,1,1,0,1,1,0,0,0,1,0.0,-269.55000000000007,1
