0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0.0,-1072.1899999999996,229
1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0.0,-1072.19,122
1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0.0,-1068.73,36
0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0.0,-1068.7299999999998,76
0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0.0,-1065.7299999999998,177
1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0.0,-1065.7300000000002,69
0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0.0,-1065.1600000000005,56
1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0.0,-1065.16,56
0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0.0,-1062.75,74
1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0.0,-1062.7499999999998,127
1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0.0,-1062.7300000000002,36
0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0.0,-1062.73,46
1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0.0,-1060.1900000000003,24
0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0.0,-1060.1899999999998,55
1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0.0,-1056.42,19
0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0.0,-1056.42,46
0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0.0,-1055.9199999999998,33
1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0.0,-1055.9200000000003,71
0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0.0,-1055.3899999999999,73
1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0.0,-1055.3899999999999,27
1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0.0,-1053.28,9
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0.0,-1053.28,22
1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0.0,-1049.51,9
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0,-1049.51,33
0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0.0,-1043.7799999999997,14
1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0.0,-1043.7799999999997,9
1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0.0,-1038.52,25
0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0.0,-1038.52,100
0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0.0,-1030.8099999999995,33
1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0.0,-1030.81,10
1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0.0,-1029.88,5
0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0.0,-1029.88,46
1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0.0,-1026.9000000000003,5
0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0.0,-1026.9,19
1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0.0,-1025.38,1
0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0.0,-1025.38,17
0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0.0,-1024.3499999999997,20
1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0.0,-1024.3500000000001,12
1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0.0,-1024.3300000000002,6
0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0.0,-1024.33,13
0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0.0,-1023.9799999999999,16
1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0.0,-1023.98,8
0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0.0,-1019.9499999999999,3
1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0.0,-1019.9499999999998,6
0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0.0,-1017.5200000000001,5
1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0.0,-1017.5200000000001,3
1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0.0,-1013.12,1
1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0.0,-1005.89,2
0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0.0,-1005.8899999999998,2
1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0.0,-1003.42,1
0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0.0,-1003.42,6
1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0.0,-996.6899999999999,2
0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.0,-991.81,4
0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0.0,-990.9999999999999,1
1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.0,-990.9999999999999,1
1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0.0,-988.5000000000001,2
0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0.0,-988.5000000000001,1
1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0.0,-984.17,3
0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0.0,-984.17,2
1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0.0,-983.7499999999999,1
0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0.0,-983.7500000000001,5
0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0.0,-980.9399999999997,1
1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0.0,-980.94,1
0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0.0,-978.8599999999999,1
1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0.0,-978.8600000000001,1
0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0.0,-978.5499999999996,2
1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0.0,-978.5500000000001,3
0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0.0,-975.2499999999999,1
1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0.0,-974.39,1
0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0.0,-974.39,1
1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0.0,-973.71,3
0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0.0,-972.5699999999999,1
0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0.0,-972.5500000000001,1
1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0.0,-972.5500000000001,1
0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.0,-970.4699999999999,1
0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0.0,-967.59,1
0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0.0,-966.9999999999999,1
0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0.0,-966.22,3
0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0.0,-958.3299999999996,2
1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0.0,-958.3299999999999,2
0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0.0,-955.67,2
0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0.0,-953.6999999999999,1
