0,1,2,3,4,5,6,7,8,9,10,chain_break_fraction,energy,num_occurrences
1,1,1,0,0,1,0,0,1,1,1,0.0,-666.13,461
0,0,0,1,1,0,1,1,0,0,0,0.0,-666.13,1238
0,1,1,1,1,1,0,1,0,1,0,0.0,-613.4000000000002,128
1,0,0,0,0,0,1,0,1,0,1,0.0,-613.4000000000001,143
1,1,1,1,1,1,0,0,1,1,1,0.0,-580.59,3
0,0,0,0,0,0,1,1,0,0,0,0.0,-580.59,6
1,0,0,0,0,0,1,0,1,0,0,0.0,-569.6600000000001,3
0,1,1,1,1,1,0,1,0,1,1,0.0,-569.6600000000002,2
1,1,1,0,0,1,1,0,1,1,1,0.0,-538.9800000000001,2
0,0,0,1,1,0,0,1,0,0,0,0.0,-538.98,3
0,1,1,1,1,1,0,0,0,1,1,0.0,-530.1800000000001,1
1,0,0,0,0,0,1,1,1,0,0,0.0,-530.1800000000001,3
1,1,1,1,0,1,0,0,1,1,1,0.0,-517.5500000000001,1
1,1,1,1,1,1,0,1,0,1,0,0.0,-500.5000000000001,2
0,0,0,0,0,0,1,0,1,0,1,0.0,-500.5,1
0,0,0,0,0,0,1,1,1,0,0,0.0,-492.14,1
1,1,1,1,1,1,0,1,0,1,1,0.0,-456.7600000000001,1
0,0,0,1,1,0,1,1,1,0,0,0.0,-417.6600000000001,1
